condition,n_items,pe_active_target_logprob_same_minus_other,pe_active_target_logprob_ci95_low,pe_active_target_logprob_ci95_high,pe_active_target_logprob_p,pe_passive_target_logprob_same_minus_other,pe_passive_target_logprob_ci95_low,pe_passive_target_logprob_ci95_high,pe_passive_target_logprob_p,pe_logprob_imbalance_passive_minus_active,pe_logprob_imbalance_ci95_low,pe_logprob_imbalance_ci95_high,pe_logprob_imbalance_p,pe_active_target_logprob_sum_same_minus_other,pe_active_target_logprob_sum_ci95_low,pe_active_target_logprob_sum_ci95_high,pe_active_target_logprob_sum_p,pe_passive_target_logprob_sum_same_minus_other,pe_passive_target_logprob_sum_ci95_low,pe_passive_target_logprob_sum_ci95_high,pe_passive_target_logprob_sum_p,pe_logprob_sum_imbalance_passive_minus_active,pe_logprob_sum_imbalance_ci95_low,pe_logprob_sum_imbalance_ci95_high,pe_logprob_sum_imbalance_p
processing_1b_core_core_lexically_controlled,2048,0.0498462337113562,0.036960299588030286,0.06237434832645312,2.229556658649464e-14,0.20535974378387134,0.19431098202243446,0.21595830341801045,1.4363250944706446e-232,0.15551351007251513,0.13417252816644218,0.17702480143113503,7.419818023848114e-44,0.3096785396337509,0.22958164736628534,0.38659256659448143,1.0079850025796603e-14,1.6547924391925335,1.568632770050317,1.74450956704095,2.1977286407138893e-232,1.3451138995587826,1.1913983380421995,1.4964215015992521,2.8668378427019896e-64
processing_1b_jabberwocky_jabberwocky,2048,-0.4369124571482341,-0.46946250995000205,-0.4041873256365459,2.1164911915208785e-125,1.0931404083967209,1.0729300923645497,1.1126763518899678,0.0,1.530052865544955,1.4781533184150855,1.5800107734898727,0.0,-2.6214747428894043,-2.820039522647858,-2.4201138019561768,2.1164911915208783e-125,8.745123267173767,8.585466057062149,8.90780367553234,0.0,11.366598010063171,11.025961849093438,11.698103657364845,0.0
