prompt_template,metric,condition_a,condition_b,n_items,mean_diff_b_minus_a,sd_diff,effect_size_dz,t_stat,t_p_two_sided,perm_p_two_sided,bootstrap_ci95_low,bootstrap_ci95_high,mcnemar_b,mcnemar_c,mcnemar_p_exact
another_event,logprob_delta,active,filler,12,0.04124475518862406,1.090333840234065,0.03782763926667628,0.13103878628054166,0.8981104832816538,0.9013,-0.5660874443749587,0.6148224644362923,,,
another_event,passive_choice_delta,active,filler,12,0.0,0.4264014327112209,0.0,0.0,1.0,1.0,-0.25,0.25,1.0,1.0,1.0
another_event,logprob_delta,active,no_prime_eos,12,0.2519461115201314,0.45896143910077075,0.5489483212658601,1.9016127663242253,0.08372158071346994,0.0824,0.0017053842544555683,0.49230191012223556,,,
another_event,passive_choice_delta,active,no_prime_eos,12,0.08333333333333333,0.28867513459481287,0.28867513459481287,1.0000000000000002,0.3388006961962016,1.0,0.0,0.25,1.0,0.0,1.0
another_event,logprob_delta,active,passive,12,-0.32721741994222003,0.38986790341215105,-0.8393033052436233,-2.907431935284891,0.014254354098806895,0.0172,-0.534808678428332,-0.11608114788929626,,,
another_event,passive_choice_delta,active,passive,12,0.0,0.4264014327112209,0.0,0.0,1.0,1.0,-0.25,0.25,1.0,1.0,1.0
another_event,logprob_delta,no_prime_eos,filler,12,-0.21070135633150736,0.9921147308822866,-0.21237599823170739,-0.7356920384909506,0.47731256065956346,0.4826,-0.7828736906250318,0.29584594493110966,,,
another_event,passive_choice_delta,no_prime_eos,filler,12,-0.08333333333333333,0.5149286505444373,-0.16183471874253738,-0.560611910581388,0.5862993069206739,1.0,-0.3333333333333333,0.16666666666666666,1.0,2.0,1.0
another_event,logprob_delta,passive,filler,12,0.3684621751308441,1.121682309032874,0.3284906717023432,1.1379250664017733,0.2793300473479369,0.2712,-0.23960507785280546,0.9731742632885773,,,
another_event,passive_choice_delta,passive,filler,12,0.0,0.4264014327112209,0.0,0.0,1.0,1.0,-0.25,0.25,1.0,1.0,1.0
another_event,logprob_delta,passive,no_prime_eos,12,0.5791635314623514,0.6813382473845502,0.8500381912883707,2.9446186713708205,0.013337127538146074,0.0153,0.1934859499335289,0.9269332006573676,,,
another_event,passive_choice_delta,passive,no_prime_eos,12,0.08333333333333333,0.5149286505444373,0.16183471874253738,0.560611910581388,0.5862993069206739,1.0,-0.16666666666666666,0.3333333333333333,2.0,1.0,1.0
cue_list,logprob_delta,active,filler,12,0.9843869805335999,1.7364181110773176,0.5669066535610259,1.9638222542330894,0.07532175589602874,0.0754,0.043295749525229174,1.9216738288601232,,,
cue_list,passive_choice_delta,active,filler,12,0.3333333333333333,0.6513389472789296,0.511766315719159,1.772810520855837,0.10391572266321403,0.2215,0.0,0.6666666666666666,5.0,1.0,0.21875
cue_list,logprob_delta,active,no_prime_eos,12,1.8471716245015461,2.1016928096971386,0.8788970566862863,3.0445887136067826,0.011154790893577427,0.0036,0.780978474020958,3.0622301315267877,,,
cue_list,passive_choice_delta,active,no_prime_eos,12,0.5,0.674199862463242,0.7416198487095663,2.569046515733026,0.026094682241525783,0.0727,0.08333333333333333,0.8333333333333334,7.0,1.0,0.0703125
cue_list,logprob_delta,active,passive,12,-0.2541678746541341,0.48106824707221896,-0.5283405757935586,-1.8302254419492778,0.09442030817539057,0.0882,-0.5308681125442186,-0.010408380627632344,,,
cue_list,passive_choice_delta,active,passive,12,0.0,0.4264014327112209,0.0,0.0,1.0,1.0,-0.25,0.25,1.0,1.0,1.0
cue_list,logprob_delta,no_prime_eos,filler,12,-0.8627846439679464,1.3158994735632472,-0.6556615161731636,-2.271278117159125,0.04420823229275955,0.0447,-1.5784189894795417,-0.12269100397825247,,,
cue_list,passive_choice_delta,no_prime_eos,filler,12,-0.16666666666666666,0.5773502691896258,-0.2886751345948128,-1.0,0.3388006961962017,0.6281,-0.5,0.16666666666666666,1.0,3.0,0.625
cue_list,logprob_delta,passive,filler,12,1.238554855187734,1.759769581194889,0.7038164930358389,2.43809185028604,0.03293393956200227,0.0366,0.26688512514034907,2.167395993570486,,,
