prompt_template,metric,condition_a,condition_b,n_items,mean_diff_b_minus_a,sd_diff,effect_size_dz,t_stat,t_p_two_sided,perm_p_two_sided,bootstrap_ci95_low,bootstrap_ci95_high,mcnemar_b,mcnemar_c,mcnemar_p_exact
processing_teacher_forced,logprob_delta,active,filler,2080,0.46543730087187113,0.3945762993619002,1.1795875769136812,53.79747067796874,0.0,0.0,0.4482478870955433,0.48227966927142946,,,
processing_teacher_forced,passive_choice_delta,active,filler,2080,0.08221153846153846,0.2950137382955339,0.2786702034167032,12.70931670572411,1.0768356731926311e-35,0.0,0.06971153846153846,0.09519230769230769,183.0,12.0,1.9028072205747674e-40
processing_teacher_forced,logprob_delta,active,no_prime_empty,2080,0.5980527147006639,0.4643294771616129,1.2879921351461125,58.741479208582604,0.0,0.0,0.5780676640660772,0.6178258349519947,,,
processing_teacher_forced,passive_choice_delta,active,no_prime_empty,2080,0.07836538461538461,0.29605912652881755,0.2646950476892552,12.071951540829328,1.7638515232495822e-32,0.0,0.06586538461538462,0.09134615384615384,179.0,16.0,4.84879266030424e-36
processing_teacher_forced,logprob_delta,active,no_prime_eos,2080,0.7244031730530753,0.47537026175182023,1.5238714562907796,69.49923141891128,0.0,0.0,0.7040928320133641,0.7446610040350274,,,
processing_teacher_forced,passive_choice_delta,active,no_prime_eos,2080,0.075,0.29773879264951125,0.2518986502651928,11.488346025920611,1.161898066187389e-29,0.0,0.0625,0.0875,176.0,20.0,2.366672042838482e-32
processing_teacher_forced,logprob_delta,active,passive,2080,0.702271980406746,0.3331440724550945,2.108012834301314,96.14017717855758,0.0,0.0,0.6882203613579347,0.7164396102215925,,,
processing_teacher_forced,passive_choice_delta,active,passive,2080,0.10865384615384616,0.3112792506653341,0.34905585875578726,15.919396485608978,6.258496005954411e-54,0.0,0.09567307692307692,0.12259615384615384,226.0,0.0,1.8546030753437107e-68
processing_teacher_forced,logprob_delta,no_prime_empty,filler,2080,-0.13261541382879272,0.4282994368804485,-0.3096324730069858,-14.121413461409498,2.6320756466138723e-43,0.0,-0.15125384223388372,-0.11430549071967527,,,
processing_teacher_forced,passive_choice_delta,no_prime_empty,filler,2080,0.0038461538461538464,0.18862458901011708,0.02039052207529292,0.9299508870076184,0.35250447799661677,0.4184,-0.004326923076923077,0.01201923076923077,41.0,33.0,0.4159851975073046
processing_teacher_forced,logprob_delta,no_prime_eos,filler,2080,-0.2589658721812042,0.45655348260108336,-0.5672191365309929,-25.869172804743634,3.679070044367267e-128,0.0,-0.27852591698801415,-0.2395346408420139,,,
processing_teacher_forced,passive_choice_delta,no_prime_eos,filler,2080,0.007211538461538462,0.21137883865470883,0.034116652865704505,1.5559587673645743,0.11987010216054901,0.1517,-0.0014423076923076924,0.016346153846153847,54.0,39.0,0.14617702864715262
processing_teacher_forced,logprob_delta,no_prime_eos,no_prime_empty,2080,-0.1263504583524115,0.41127169213521675,-0.3072189522610526,-14.011339979710298,1.0898461258652021e-42,0.0,-0.1438598834027301,-0.10842956542968751,,,
processing_teacher_forced,passive_choice_delta,no_prime_eos,no_prime_empty,2080,0.0033653846153846156,0.19242064799731287,0.01748972706625337,0.7976542797053334,0.42516223589023916,0.4916,-0.004807692307692308,0.011538461538461539,42.0,35.0,0.49438227369550003
processing_teacher_forced,logprob_delta,passive,filler,2080,-0.23683467953487483,0.4098452067444254,-0.5778637291287442,-26.354640920349564,2.5944035576614612e-132,0.0,-0.25423739702273634,-0.2194261949327257,,,
processing_teacher_forced,passive_choice_delta,passive,filler,2080,-0.026442307692307692,0.16637156136039724,-0.15893526198884353,-7.248563196054902,5.911069688702173e-13,0.0,-0.03413461538461538,-0.01971153846153846,2.0,57.0,6.144390551909851e-15
processing_teacher_forced,logprob_delta,passive,no_prime_empty,2080,-0.1042192657060821,0.4811797607240253,-0.21659112500755362,-9.878075121127518,1.6091617063845768e-22,0.0,-0.12450673905629958,-0.08341513087606837,,,
processing_teacher_forced,passive_choice_delta,passive,no_prime_empty,2080,-0.03028846153846154,0.17694405912378086,-0.1711753516249636,-7.806797172219491,9.22229826549959e-15,0.0,-0.03798076923076923,-0.022596153846153846,2.0,65.0,3.088620938868081e-17
processing_teacher_forced,logprob_delta,passive,no_prime_eos,2080,0.022131192646329373,0.4985446487287805,0.044391596024068926,2.0245682747028795,0.04303932456920641,0.0439,0.0010329800001430923,0.04340599781078298,,,
processing_teacher_forced,passive_choice_delta,passive,no_prime_eos,2080,-0.03365384615384615,0.18563649819178732,-0.18128895169675754,-8.268048302665106,2.398222517957371e-16,0.0,-0.041826923076923074,-0.025961538461538463,2.0,72.0,2.939204326972422e-19
