s_cong_Trans,s_inc_Trans,w_cong_Trans,w_inc_Trans,s_cong_Intrans,s_inc_Intrans,w_cong_Intrans,w_inc_Intrans,s_PE_Transitive,s_PE_Intransitive,w_PE_Transitive,w_PE_Intransitive
-35.0625,-36.84375,-7.8125,-7.58984375,-27.5,-26.34375,-7.59375,-7.59765625,1.78125,-1.15625,-0.22265625,0.00390625
-39.21875,-40.75,-9.6953125,-9.359375,-32.71875,-33.46875,-4.796875,-4.58984375,1.53125,0.75,-0.3359375,-0.20703125
-33.4375,-33.75,-7.31640625,-7.6484375,-22.40625,-23.25,-4.41796875,-3.763671875,0.3125,0.84375,0.33203125,-0.654296875
-34.15625,-39.71875,-10.3984375,-12.828125,-26.78125,-27.484375,-12.1484375,-11.3359375,5.5625,0.703125,2.4296875,-0.8125
-36.1875,-40.9375,-14.578125,-14.5703125,-27.0,-25.1875,-6.046875,-5.2265625,4.75,-1.8125,-0.0078125,-0.8203125
-34.40625,-40.53125,-9.6171875,-10.6015625,-29.46875,-28.03125,-13.015625,-11.1875,6.125,-1.4375,0.984375,-1.828125
-37.84375,-44.8125,-13.21875,-12.7734375,-36.0,-29.34375,-13.8828125,-13.015625,6.96875,-6.65625,-0.4453125,-0.8671875
-32.28125,-37.09375,-10.34375,-11.015625,-27.9375,-24.171875,-8.4921875,-8.1875,4.8125,-3.765625,0.671875,-0.3046875
-36.46875,-36.03125,-8.6640625,-7.37109375,-15.0078125,-17.84375,-3.958984375,-4.390625,-0.4375,2.8359375,-1.29296875,0.431640625
-37.0625,-39.78125,-10.3671875,-10.890625,-23.5625,-26.640625,-10.0625,-10.2109375,2.71875,3.078125,0.5234375,0.1484375
-30.546875,-32.375,-7.0703125,-6.984375,-20.484375,-21.015625,-6.2109375,-6.33203125,1.828125,0.53125,-0.0859375,0.12109375
-33.5625,-36.78125,-9.2109375,-9.3046875,-26.46875,-26.15625,-7.8125,-8.421875,3.21875,-0.3125,0.09375,0.609375
-36.0,-38.84375,-10.765625,-11.3515625,-27.296875,-27.078125,-9.6796875,-8.875,2.84375,-0.21875,0.5859375,-0.8046875
-35.65625,-37.1875,-9.8203125,-9.2578125,-26.953125,-32.46875,-8.171875,-9.5390625,1.53125,5.515625,-0.5625,1.3671875
-31.25,-41.28125,-10.3828125,-12.296875,-24.796875,-20.90625,-8.265625,-7.11328125,10.03125,-3.890625,1.9140625,-1.15234375
-33.03125,-35.625,-10.4765625,-10.4453125,-23.140625,-21.125,-7.5390625,-7.53515625,2.59375,-2.015625,-0.03125,-0.00390625
-33.125,-39.6875,-13.140625,-12.1796875,-21.5,-22.921875,-6.30859375,-8.203125,6.5625,1.421875,-0.9609375,1.89453125
-30.515625,-40.9375,-8.5703125,-10.3359375,-23.359375,-21.265625,-8.2578125,-8.2578125,10.421875,-2.09375,1.765625,0.0
-32.71875,-34.8125,-7.953125,-8.5234375,-26.046875,-25.71875,-7.19921875,-6.578125,2.09375,-0.328125,0.5703125,-0.62109375
-31.03125,-29.90625,-12.015625,-12.6875,-19.765625,-21.75,-6.0546875,-6.640625,-1.125,1.984375,0.671875,0.5859375
-33.46875,-34.9375,-11.09375,-10.3671875,-18.234375,-18.0,-2.7265625,-2.662109375,1.46875,-0.234375,-0.7265625,-0.064453125
-31.984375,-39.28125,-9.8828125,-10.6328125,-24.59375,-25.390625,-11.2109375,-10.34375,7.296875,0.796875,0.75,-0.8671875
-43.34375,-42.5625,-15.8515625,-15.7734375,-34.375,-36.46875,-12.3125,-12.6875,-0.78125,2.09375,-0.078125,0.375
-46.0,-45.78125,-14.5859375,-15.109375,-29.78125,-32.25,-12.1796875,-12.7734375,-0.21875,2.46875,0.5234375,0.59375
-31.125,-36.6875,-7.85546875,-11.171875,-23.296875,-24.234375,-6.6640625,-6.90625,5.5625,0.9375,3.31640625,0.2421875
-29.015625,-32.5,-11.9765625,-11.9921875,-26.4375,-28.0625,-9.515625,-10.8125,3.484375,1.625,0.015625,1.296875
-36.4375,-42.46875,-13.3828125,-13.9140625,-30.390625,-31.96875,-13.1015625,-14.1171875,6.03125,1.578125,0.53125,1.015625
-41.71875,-45.28125,-15.1640625,-15.109375,-31.21875,-31.296875,-10.859375,-10.3828125,3.5625,0.078125,-0.0546875,-0.4765625
-35.09375,-37.4375,-9.875,-10.203125,-30.203125,-30.125,-10.1875,-9.1015625,2.34375,-0.078125,0.328125,-1.0859375
-30.90625,-32.875,-12.3359375,-11.6953125,-29.03125,-28.9375,-10.9765625,-10.3828125,1.96875,-0.09375,-0.640625,-0.59375
-37.1875,-41.625,-11.8828125,-12.09375,-28.765625,-31.40625,-10.5,-9.8828125,4.4375,2.640625,0.2109375,-0.6171875
-38.28125,-40.34375,-14.46875,-14.4140625,-31.21875,-32.9375,-13.0078125,-12.2265625,2.0625,1.71875,-0.0546875,-0.78125
-41.96875,-45.21875,-13.9375,-13.8203125,-32.5,-34.15625,-8.8515625,-10.0546875,3.25,1.65625,-0.1171875,1.203125
-39.90625,-40.8125,-11.0703125,-10.7578125,-33.46875,-33.78125,-9.6015625,-9.625,0.90625,0.3125,-0.3125,0.0234375
-35.875,-36.4375,-10.109375,-8.1171875,-24.265625,-29.453125,-5.77734375,-7.38671875,0.5625,5.1875,-1.9921875,1.609375
-40.75,-44.53125,-12.3984375,-13.078125,-33.0625,-32.625,-11.125,-12.609375,3.78125,-0.4375,0.6796875,1.484375
-38.125,-38.96875,-12.890625,-13.0390625,-32.53125,-32.6875,-9.328125,-8.671875,0.84375,0.15625,0.1484375,-0.65625
-50.09375,-48.28125,-17.265625,-17.296875,-30.359375,-32.8125,-9.015625,-10.59375,-1.8125,2.453125,0.03125,1.578125
-36.34375,-36.5625,-9.4921875,-9.4609375,-28.8125,-27.4375,-7.63671875,-8.3515625,0.21875,-1.375,-0.03125,0.71484375
-31.296875,-37.8125,-7.9765625,-10.796875,-20.03125,-15.53125,-7.11328125,-3.8046875,6.515625,-4.5,2.8203125,-3.30859375
-34.84375,-38.25,-10.9765625,-10.9765625,-19.28125,-21.171875,-1.986328125,-2.212890625,3.40625,1.890625,0.0,0.2265625
-33.15625,-38.40625,-12.859375,-14.6640625,-32.28125,-25.03125,-9.609375,-8.1015625,5.25,-7.25,1.8046875,-1.5078125
-34.84375,-38.9375,-9.0625,-9.4296875,-25.125,-24.296875,-8.453125,-8.4921875,4.09375,-0.828125,0.3671875,0.0390625
-30.96875,-33.34375,-7.91796875,-9.328125,-18.78125,-20.78125,-5.5859375,-5.3359375,2.375,2.0,1.41015625,-0.25
-33.96875,-43.46875,-9.8203125,-11.03125,-28.171875,-27.5,-10.0,-10.7109375,9.5,-0.671875,1.2109375,0.7109375
-44.125,-46.40625,-14.96875,-15.6015625,-31.359375,-34.0,-11.484375,-12.5703125,2.28125,2.640625,0.6328125,1.0859375
-33.5,-36.40625,-9.59375,-9.65625,-27.859375,-30.015625,-8.9609375,-10.734375,2.90625,2.15625,0.0625,1.7734375
-36.375,-34.84375,-10.484375,-10.5234375,-22.765625,-22.84375,-6.34375,-6.12890625,-1.53125,0.078125,0.0390625,-0.21484375
-30.0,-37.5625,-9.8125,-10.3828125,-29.15625,-27.3125,-10.9609375,-9.890625,7.5625,-1.84375,0.5703125,-1.0703125
-42.09375,-44.4375,-10.578125,-12.3046875,-30.03125,-26.140625,-10.890625,-9.3828125,2.34375,-3.890625,1.7265625,-1.5078125
-42.5625,-46.15625,-10.796875,-10.828125,-29.59375,-26.296875,-7.40625,-8.4765625,3.59375,-3.296875,0.03125,1.0703125
-29.890625,-32.1875,-10.84375,-11.0625,-23.625,-22.96875,-7.8125,-6.96875,2.296875,-0.65625,0.21875,-0.84375
-33.21875,-34.21875,-8.453125,-8.8671875,-23.421875,-20.9375,-5.8046875,-5.109375,1.0,-2.484375,0.4140625,-0.6953125
-38.5,-38.78125,-13.28125,-12.9609375,-25.359375,-25.515625,-8.6015625,-9.2578125,0.28125,0.15625,-0.3203125,0.65625
-37.90625,-43.0625,-6.8203125,-7.5390625,-33.21875,-28.09375,-12.390625,-9.5625,5.15625,-5.125,0.71875,-2.828125
-32.65625,-34.21875,-7.85546875,-7.87109375,-25.390625,-25.75,-8.0703125,-7.171875,1.5625,0.359375,0.015625,-0.8984375
-38.21875,-40.59375,-12.109375,-13.0625,-30.71875,-34.65625,-10.5234375,-11.84375,2.375,3.9375,0.953125,1.3203125
-33.8125,-40.53125,-13.0390625,-13.90625,-35.125,-29.15625,-11.828125,-8.9765625,6.71875,-5.96875,0.8671875,-2.8515625
-39.9375,-44.46875,-14.359375,-14.6875,-35.71875,-35.25,-13.8828125,-13.5,4.53125,-0.46875,0.328125,-0.3828125
-24.578125,-33.46875,-6.5,-7.546875,-22.96875,-18.78125,-6.375,-3.9375,8.890625,-4.1875,1.046875,-2.4375
-38.15625,-42.625,-9.8515625,-10.734375,-31.25,-29.828125,-9.6640625,-9.2421875,4.46875,-1.421875,0.8828125,-0.421875
-41.40625,-42.4375,-9.171875,-8.203125,-26.6875,-24.625,-7.71875,-7.46875,1.03125,-2.0625,-0.96875,-0.25
-31.46875,-31.84375,-8.5546875,-8.71875,-21.203125,-21.15625,-3.904296875,-3.43359375,0.375,-0.046875,0.1640625,-0.470703125
-39.25,-44.0625,-9.3046875,-9.4609375,-29.34375,-26.734375,-10.4765625,-10.203125,4.8125,-2.609375,0.15625,-0.2734375
-34.34375,-36.5,-8.4375,-8.5390625,-33.0625,-31.03125,-6.02734375,-5.7734375,2.15625,-2.03125,0.1015625,-0.25390625
-38.5,-41.21875,-8.1640625,-8.7421875,-31.4375,-30.34375,-6.7265625,-6.58984375,2.71875,-1.09375,0.578125,-0.13671875
-43.09375,-46.0625,-9.203125,-9.15625,-41.625,-38.59375,-10.65625,-9.9921875,2.96875,-3.03125,-0.046875,-0.6640625
-35.09375,-39.21875,-9.6796875,-9.609375,-31.046875,-29.984375,-8.7734375,-7.71484375,4.125,-1.0625,-0.0703125,-1.05859375
-46.25,-48.625,-8.671875,-8.28125,-34.6875,-38.15625,-6.92578125,-7.03125,2.375,3.46875,-0.390625,0.10546875
-37.875,-42.4375,-12.84375,-12.4296875,-29.859375,-29.90625,-8.8203125,-9.4765625,4.5625,0.046875,-0.4140625,0.65625
-32.9375,-38.4375,-9.203125,-10.53125,-27.265625,-26.875,-7.94140625,-7.31640625,5.5,-0.390625,1.328125,-0.625
-39.96875,-42.3125,-13.2265625,-13.25,-35.8125,-34.75,-5.94140625,-5.44140625,2.34375,-1.0625,0.0234375,-0.5
-36.0625,-38.25,-7.5390625,-7.3203125,-22.96875,-24.125,-6.0859375,-6.70703125,2.1875,1.15625,-0.21875,0.62109375
-39.25,-41.09375,-9.2578125,-10.0703125,-29.328125,-23.953125,-10.7734375,-7.57421875,1.84375,-5.375,0.8125,-3.19921875
-42.75,-47.875,-16.390625,-16.8125,-32.5625,-31.703125,-9.265625,-10.0625,5.125,-0.859375,0.421875,0.796875
-39.75,-41.625,-12.9375,-13.3359375,-29.0,-30.90625,-9.65625,-10.4921875,1.875,1.90625,0.3984375,0.8359375
-44.4375,-45.6875,-12.921875,-13.5234375,-32.6875,-35.84375,-6.92578125,-6.77734375,1.25,3.15625,0.6015625,-0.1484375
-39.9375,-36.375,-14.484375,-13.7734375,-26.984375,-33.625,-7.28515625,-7.36328125,-3.5625,6.640625,-0.7109375,0.078125
-36.4375,-37.5,-11.3984375,-11.0390625,-31.25,-33.03125,-9.90625,-12.140625,1.0625,1.78125,-0.359375,2.234375
-38.625,-42.5625,-12.4765625,-13.9453125,-32.59375,-31.703125,-8.734375,-8.4453125,3.9375,-0.890625,1.46875,-0.2890625
-33.5625,-32.65625,-11.1484375,-11.046875,-26.171875,-29.4375,-9.4296875,-10.640625,-0.90625,3.265625,-0.1015625,1.2109375
-37.15625,-40.25,-12.2890625,-12.390625,-29.875,-29.65625,-11.7109375,-11.3203125,3.09375,-0.21875,0.1015625,-0.390625
-36.53125,-40.8125,-9.734375,-11.03125,-28.0,-27.578125,-10.40625,-10.3828125,4.28125,-0.421875,1.296875,-0.0234375
-41.09375,-45.0,-15.359375,-15.453125,-35.875,-33.5,-12.9140625,-12.859375,3.90625,-2.375,0.09375,-0.0546875
-39.6875,-43.40625,-10.8046875,-10.4765625,-23.21875,-27.84375,-6.51953125,-8.4765625,3.71875,4.625,-0.328125,1.95703125
-46.25,-51.09375,-7.22265625,-7.57421875,-35.15625,-34.71875,-6.50390625,-7.078125,4.84375,-0.4375,0.3515625,0.57421875
-42.0,-41.8125,-11.234375,-10.3203125,-23.6875,-26.046875,-7.95703125,-8.78125,-0.1875,2.359375,-0.9140625,0.82421875
-41.0,-41.46875,-13.125,-13.8984375,-33.78125,-34.5625,-8.625,-9.046875,0.46875,0.78125,0.7734375,0.421875
-28.0,-32.75,-8.40625,-8.2109375,-16.5,-17.375,-4.65234375,-4.484375,4.75,0.875,-0.1953125,-0.16796875
-32.0625,-40.90625,-8.84375,-11.3046875,-27.96875,-26.828125,-11.2890625,-11.3984375,8.84375,-1.140625,2.4609375,0.109375
-43.75,-48.84375,-9.9375,-11.734375,-32.5625,-28.859375,-11.34375,-9.5625,5.09375,-3.703125,1.796875,-1.78125
-36.59375,-39.8125,-10.078125,-9.9765625,-25.28125,-24.828125,-7.33984375,-6.9921875,3.21875,-0.453125,-0.1015625,-0.34765625
-33.4375,-39.875,-9.5703125,-12.0234375,-30.0625,-29.234375,-10.25,-9.71875,6.4375,-0.828125,2.453125,-0.53125
-37.59375,-41.3125,-14.6640625,-14.953125,-29.59375,-28.78125,-10.890625,-11.40625,3.71875,-0.8125,0.2890625,0.515625
-32.96875,-37.28125,-9.6953125,-10.8359375,-27.53125,-25.46875,-8.5703125,-6.16015625,4.3125,-2.0625,1.140625,-2.41015625
-37.5,-40.5625,-12.6484375,-13.1328125,-31.328125,-27.4375,-10.359375,-10.7734375,3.0625,-3.890625,0.484375,0.4140625
-41.9375,-42.375,-9.9296875,-10.2421875,-28.578125,-30.5625,-4.578125,-4.37890625,0.4375,1.984375,0.3125,-0.19921875
-33.5625,-39.28125,-10.53125,-11.7734375,-34.65625,-33.59375,-9.25,-8.984375,5.71875,-1.0625,1.2421875,-0.265625
-40.03125,-46.75,-11.765625,-12.171875,-26.78125,-26.296875,-11.4375,-10.890625,6.71875,-0.484375,0.40625,-0.546875
-43.9375,-44.1875,-13.6953125,-13.2890625,-29.1875,-29.40625,-8.9375,-9.875,0.25,0.21875,-0.40625,0.9375
-37.96875,-38.8125,-13.640625,-13.8203125,-28.078125,-29.421875,-8.5390625,-8.703125,0.84375,1.34375,0.1796875,0.1640625
-43.53125,-43.40625,-14.5859375,-13.875,-23.765625,-24.140625,-6.375,-5.875,-0.125,0.375,-0.7109375,-0.5
-36.15625,-37.75,-10.453125,-9.8984375,-25.3125,-28.546875,-9.6171875,-12.1796875,1.59375,3.234375,-0.5546875,2.5625
-40.25,-39.25,-12.078125,-12.0234375,-37.21875,-36.75,-12.265625,-12.21875,-1.0,-0.46875,-0.0546875,-0.046875
-36.21875,-38.03125,-8.9921875,-9.4609375,-23.375,-25.109375,-9.1328125,-8.4921875,1.8125,1.734375,0.46875,-0.640625
-39.125,-38.6875,-12.2421875,-11.3515625,-32.28125,-33.6875,-6.44921875,-6.30859375,-0.4375,1.40625,-0.890625,-0.140625
-40.78125,-43.28125,-10.328125,-8.8515625,-23.09375,-25.96875,-7.9375,-10.546875,2.5,2.875,-1.4765625,2.609375
-36.375,-36.96875,-11.1328125,-10.921875,-27.1875,-28.71875,-9.0703125,-8.9609375,0.59375,1.53125,-0.2109375,-0.109375
-41.03125,-42.25,-14.0546875,-14.15625,-32.28125,-30.796875,-10.6796875,-10.5546875,1.21875,-1.484375,0.1015625,-0.125
-34.6875,-34.40625,-9.9140625,-9.1484375,-27.5625,-30.578125,-9.15625,-10.328125,-0.28125,3.015625,-0.765625,1.171875
-35.75,-36.09375,-10.5859375,-9.4453125,-27.9375,-30.328125,-10.2109375,-10.9296875,0.34375,2.390625,-1.140625,0.71875
-38.9375,-42.9375,-7.7109375,-8.453125,-30.0,-32.25,-7.05078125,-7.24609375,4.0,2.25,0.7421875,0.1953125
-35.0,-36.21875,-9.8046875,-9.828125,-26.78125,-28.875,-8.6875,-8.7890625,1.21875,2.09375,0.0234375,0.1015625
-32.625,-34.5625,-8.0078125,-8.078125,-24.546875,-24.53125,-7.21875,-6.8984375,1.9375,-0.015625,0.0703125,-0.3203125
-39.0625,-43.375,-11.0078125,-12.15625,-23.5625,-22.515625,-8.1015625,-8.4375,4.3125,-1.046875,1.1484375,0.3359375
-38.625,-39.0,-13.296875,-11.71875,-30.15625,-31.609375,-11.0078125,-11.1484375,0.375,1.453125,-1.578125,0.140625
-39.3125,-37.5625,-9.34375,-8.921875,-22.46875,-24.46875,-4.8125,-4.48828125,-1.75,2.0,-0.421875,-0.32421875
-45.25,-48.6875,-11.2109375,-11.1484375,-28.6875,-25.28125,-8.359375,-7.6953125,3.4375,-3.40625,-0.0625,-0.6640625
-32.46875,-34.4375,-10.0234375,-10.8984375,-25.0625,-24.703125,-10.3828125,-9.609375,1.96875,-0.359375,0.875,-0.7734375
-35.1875,-36.09375,-9.359375,-9.4453125,-22.25,-21.34375,-6.18359375,-5.45703125,0.90625,-0.90625,0.0859375,-0.7265625
-42.0,-43.59375,-11.9765625,-12.8125,-24.9375,-26.3125,-7.79296875,-7.6953125,1.59375,1.375,0.8359375,-0.09765625
-35.15625,-40.53125,-10.8828125,-12.7890625,-34.09375,-32.5,-11.640625,-11.546875,5.375,-1.59375,1.90625,-0.09375
-41.625,-40.5625,-6.43359375,-5.7890625,-23.5,-28.5,-5.19140625,-9.1796875,-1.0625,5.0,-0.64453125,3.98828125
-43.625,-45.46875,-11.7421875,-11.484375,-34.125,-33.53125,-5.26171875,-5.40625,1.84375,-0.59375,-0.2578125,0.14453125
-31.0625,-38.09375,-7.125,-8.25,-28.40625,-22.296875,-8.4375,-5.984375,7.03125,-6.109375,1.125,-2.453125
-39.09375,-47.03125,-9.5390625,-10.4765625,-30.84375,-28.890625,-8.5703125,-9.25,7.9375,-1.953125,0.9375,0.6796875
-41.46875,-46.5625,-8.4140625,-9.0,-29.453125,-26.9375,-7.72265625,-7.28125,5.09375,-2.515625,0.5859375,-0.44140625
-39.15625,-42.0625,-15.171875,-17.1875,-36.4375,-31.21875,-9.96875,-9.65625,2.90625,-5.21875,2.015625,-0.3125
-34.53125,-35.0,-11.703125,-11.2109375,-27.84375,-28.34375,-7.98828125,-8.3828125,0.46875,0.5,-0.4921875,0.39453125
-42.65625,-43.1875,-11.3203125,-12.140625,-36.25,-36.625,-11.046875,-10.796875,0.53125,0.375,0.8203125,-0.25
-36.09375,-36.40625,-12.0,-11.5390625,-23.484375,-25.96875,-7.83203125,-7.6640625,0.3125,2.484375,-0.4609375,-0.16796875
-39.71875,-39.71875,-9.828125,-9.0,-27.796875,-29.5625,-6.59375,-7.3046875,0.0,1.765625,-0.828125,0.7109375
-38.8125,-39.71875,-9.234375,-8.7734375,-22.28125,-23.5,-7.6640625,-8.109375,0.90625,1.21875,-0.4609375,0.4453125
-33.59375,-35.03125,-11.578125,-10.5625,-24.21875,-24.65625,-6.8203125,-7.85546875,1.4375,0.4375,-1.015625,1.03515625
-45.71875,-45.90625,-16.09375,-15.6484375,-33.28125,-34.125,-13.0234375,-13.2734375,0.1875,0.84375,-0.4453125,0.25
-41.75,-39.96875,-12.0546875,-12.2421875,-21.328125,-23.3125,-4.4296875,-6.08984375,-1.78125,1.984375,0.1875,1.66015625
-41.4375,-44.0625,-12.2890625,-12.2890625,-31.4375,-27.96875,-10.4140625,-8.8203125,2.625,-3.46875,0.0,-1.59375
-28.546875,-31.34375,-5.2734375,-5.2734375,-19.9375,-19.03125,-5.53125,-6.05859375,2.796875,-0.90625,0.0,0.52734375
-39.125,-40.3125,-13.9375,-14.1953125,-30.84375,-29.8125,-9.9375,-9.6484375,1.1875,-1.03125,0.2578125,-0.2890625
-32.03125,-40.4375,-8.2265625,-9.7421875,-27.890625,-27.3125,-7.83984375,-7.6171875,8.40625,-0.578125,1.515625,-0.22265625
-33.75,-36.09375,-12.4375,-10.953125,-21.40625,-22.609375,-5.74609375,-7.4296875,2.34375,1.203125,-1.484375,1.68359375
-38.125,-42.34375,-10.6796875,-12.078125,-33.03125,-28.578125,-9.890625,-9.0703125,4.21875,-4.453125,1.3984375,-0.8203125
-36.9375,-38.8125,-9.9921875,-11.3984375,-30.015625,-28.84375,-8.7734375,-8.328125,1.875,-1.171875,1.40625,-0.4453125
-43.625,-44.84375,-8.5,-8.9140625,-31.28125,-29.75,-9.9296875,-9.2578125,1.21875,-1.53125,0.4140625,-0.671875
-35.96875,-32.71875,-9.9140625,-8.5078125,-15.6796875,-19.984375,-3.55859375,-4.20703125,-3.25,4.3046875,-1.40625,0.6484375
-44.25,-51.78125,-13.8671875,-14.53125,-35.59375,-31.65625,-8.875,-8.859375,7.53125,-3.9375,0.6640625,-0.015625
-33.09375,-37.625,-6.50390625,-6.1796875,-23.28125,-22.0,-3.408203125,-3.203125,4.53125,-1.28125,-0.32421875,-0.205078125
-53.9375,-52.125,-14.4140625,-13.4609375,-41.25,-42.4375,-9.6796875,-9.34375,-1.8125,1.1875,-0.953125,-0.3359375
-31.421875,-36.875,-9.203125,-9.2734375,-24.515625,-21.359375,-8.703125,-7.390625,5.453125,-3.15625,0.0703125,-1.3125
-36.5,-41.5,-10.5,-12.453125,-22.671875,-19.1875,-6.22265625,-4.3671875,5.0,-3.484375,1.953125,-1.85546875
-45.96875,-45.625,-13.125,-13.703125,-35.59375,-35.28125,-12.3984375,-11.3515625,-0.34375,-0.3125,0.578125,-1.046875
-39.5,-41.71875,-13.3984375,-13.640625,-37.21875,-37.0,-15.296875,-14.0234375,2.21875,-0.21875,0.2421875,-1.2734375
-38.65625,-41.8125,-14.9609375,-13.4921875,-28.0,-32.0,-6.97265625,-7.13671875,3.15625,4.0,-1.46875,0.1640625
-32.6875,-38.90625,-7.99609375,-8.2734375,-25.09375,-22.0625,-5.74609375,-6.07421875,6.21875,-3.03125,0.27734375,0.328125
-33.5,-38.0,-13.4765625,-13.5,-28.359375,-26.6875,-8.8671875,-7.80859375,4.5,-1.671875,0.0234375,-1.05859375
-33.1875,-33.5,-13.140625,-13.5234375,-28.5,-25.3125,-7.48828125,-6.59375,0.3125,-3.1875,0.3828125,-0.89453125
-40.59375,-40.96875,-11.875,-12.2421875,-29.8125,-31.078125,-5.34765625,-5.390625,0.375,1.265625,0.3671875,0.04296875
-37.78125,-36.0625,-12.8125,-13.0234375,-23.0625,-26.75,-8.2734375,-8.6640625,-1.71875,3.6875,0.2109375,0.390625
-42.125,-41.8125,-9.46875,-8.34375,-29.484375,-31.859375,-5.27734375,-6.45703125,-0.3125,2.375,-1.125,1.1796875
-40.96875,-44.3125,-10.25,-10.4921875,-28.8125,-27.875,-8.25,-8.921875,3.34375,-0.9375,0.2421875,0.671875
-39.71875,-41.125,-10.359375,-10.0546875,-26.0,-24.65625,-5.9609375,-6.4609375,1.40625,-1.34375,-0.3046875,0.5
-35.25,-37.125,-10.5390625,-9.953125,-21.875,-23.84375,-7.11328125,-8.125,1.875,1.96875,-0.5859375,1.01171875
-39.75,-37.75,-14.0390625,-12.8984375,-24.59375,-27.34375,-9.2421875,-10.609375,-2.0,2.75,-1.140625,1.3671875
-44.6875,-47.15625,-14.375,-14.015625,-32.1875,-33.78125,-7.14453125,-7.64453125,2.46875,1.59375,-0.359375,0.5
-41.53125,-48.21875,-11.25,-11.875,-31.15625,-32.8125,-12.9296875,-12.609375,6.6875,1.65625,0.625,-0.3203125
-25.296875,-36.15625,-6.44921875,-7.16796875,-28.109375,-23.8125,-5.9296875,-5.19140625,10.859375,-4.296875,0.71875,-0.73828125
-41.25,-48.5,-12.5234375,-12.859375,-28.796875,-27.375,-6.35546875,-8.328125,7.25,-1.421875,0.3359375,1.97265625
-35.78125,-36.09375,-12.671875,-12.5,-25.921875,-30.078125,-8.2109375,-9.3359375,0.3125,4.15625,-0.171875,1.125
-45.25,-44.65625,-11.3984375,-12.34375,-28.609375,-32.375,-10.7578125,-9.90625,-0.59375,3.765625,0.9453125,-0.8515625
-34.34375,-41.3125,-12.6328125,-13.8515625,-24.546875,-22.890625,-9.7578125,-9.5,6.96875,-1.65625,1.21875,-0.2578125
-34.53125,-40.15625,-9.765625,-10.15625,-28.78125,-26.96875,-8.3828125,-8.796875,5.625,-1.8125,0.390625,0.4140625
-34.75,-39.625,-12.9375,-12.0546875,-29.890625,-30.84375,-11.6640625,-11.4765625,4.875,0.953125,-0.8828125,-0.1875
-22.90625,-26.96875,-3.759765625,-4.2578125,-19.265625,-18.734375,-2.685546875,-3.294921875,4.0625,-0.53125,0.498046875,0.609375
-43.0,-42.3125,-12.1171875,-12.2890625,-24.171875,-21.5,-7.09375,-5.33984375,-0.6875,-2.671875,0.171875,-1.75390625
-36.6875,-39.71875,-9.7109375,-9.703125,-27.859375,-29.671875,-8.109375,-9.0,3.03125,1.8125,-0.0078125,0.890625
-32.875,-33.90625,-8.234375,-9.0625,-29.28125,-29.59375,-7.796875,-8.2421875,1.03125,0.3125,0.828125,0.4453125
-38.65625,-37.25,-11.015625,-10.109375,-21.65625,-26.109375,-7.99609375,-10.3828125,-1.40625,4.453125,-0.90625,2.38671875
-32.1875,-35.1875,-7.56640625,-8.0078125,-27.109375,-26.609375,-7.12890625,-6.60546875,3.0,-0.5,0.44140625,-0.5234375
-44.0625,-44.75,-9.0703125,-9.265625,-25.53125,-27.125,-6.40625,-7.9296875,0.6875,1.59375,0.1953125,1.5234375
-31.875,-35.875,-10.1796875,-10.3125,-23.015625,-23.484375,-8.5390625,-9.2109375,4.0,0.46875,0.1328125,0.671875
-38.15625,-40.46875,-13.6015625,-13.921875,-28.15625,-25.5625,-12.0234375,-10.9765625,2.3125,-2.59375,0.3203125,-1.046875
-45.84375,-42.59375,-9.1328125,-8.2421875,-31.75,-36.875,-8.3046875,-9.328125,-3.25,5.125,-0.890625,1.0234375
-33.6875,-43.96875,-10.625,-10.859375,-35.9375,-25.0625,-9.625,-3.4765625,10.28125,-10.875,0.234375,-6.1484375
-33.90625,-37.59375,-9.171875,-9.3984375,-24.671875,-24.75,-8.609375,-7.44921875,3.6875,0.078125,0.2265625,-1.16015625
-38.09375,-39.375,-9.640625,-9.828125,-25.40625,-25.09375,-9.3515625,-10.4140625,1.28125,-0.3125,0.1875,1.0625
-29.59375,-31.34375,-7.703125,-8.0546875,-25.34375,-27.25,-8.2265625,-8.65625,1.75,1.90625,0.3515625,0.4296875
-37.625,-40.96875,-12.421875,-13.546875,-29.84375,-31.28125,-12.109375,-11.6640625,3.34375,1.4375,1.125,-0.4453125
-32.90625,-38.3125,-9.3125,-9.1875,-25.328125,-23.90625,-5.38671875,-6.09765625,5.40625,-1.421875,-0.125,0.7109375
-31.84375,-32.65625,-6.09765625,-5.765625,-18.53125,-21.453125,-5.02734375,-6.1796875,0.8125,2.921875,-0.33203125,1.15234375
-39.46875,-37.5,-10.0,-8.8125,-26.515625,-30.96875,-8.1171875,-8.234375,-1.96875,4.453125,-1.1875,0.1171875
-29.0,-37.1875,-8.125,-8.84375,-25.5,-22.40625,-7.046875,-6.12109375,8.1875,-3.09375,0.71875,-0.92578125
-28.859375,-35.9375,-8.828125,-10.4296875,-33.4375,-25.78125,-12.625,-8.6015625,7.078125,-7.65625,1.6015625,-4.0234375
-40.71875,-40.6875,-13.8984375,-15.015625,-29.796875,-28.21875,-8.3515625,-7.375,-0.03125,-1.578125,1.1171875,-0.9765625
-39.9375,-45.15625,-14.5,-14.03125,-31.515625,-30.84375,-8.1953125,-9.640625,5.21875,-0.671875,-0.46875,1.4453125
