s_cong_Active,s_inc_Active,w_cong_Active,w_inc_Active,s_cong_Passive,s_inc_Passive,w_cong_Passive,w_inc_Passive,s_PE_Active,s_PE_Passive,w_PE_Active,w_PE_Passive
-51.46875,-51.34375,-7.4375,-8.1875,-54.875,-57.96875,-4.0,-3.736328125,-0.125,3.09375,0.75,-0.263671875
-65.5625,-64.4375,-12.3203125,-12.3828125,-66.5,-70.625,-6.078125,-6.64453125,-1.125,4.125,0.0625,0.56640625
-66.3125,-67.625,-7.07421875,-7.8984375,-64.4375,-68.8125,-3.916015625,-4.3046875,1.3125,4.375,0.82421875,0.388671875
-59.03125,-59.75,-11.171875,-11.1484375,-64.0625,-64.6875,-5.42578125,-4.078125,0.71875,0.625,-0.0234375,-1.34765625
-58.25,-58.59375,-8.875,-8.84375,-63.625,-64.5625,-6.30078125,-6.30078125,0.34375,0.9375,-0.03125,0.0
-57.6875,-61.5,-9.171875,-8.9921875,-60.375,-61.34375,-5.15625,-5.953125,3.8125,0.96875,-0.1796875,0.796875
-66.6875,-61.5,-6.2734375,-6.625,-62.78125,-70.3125,-5.39453125,-6.328125,-5.1875,7.53125,0.3515625,0.93359375
-56.8125,-59.03125,-6.45703125,-6.78515625,-56.65625,-61.0625,-3.1484375,-3.94921875,2.21875,4.40625,0.328125,0.80078125
-56.6875,-57.625,-8.9453125,-9.5,-62.21875,-62.125,-5.87890625,-5.8671875,0.9375,-0.09375,0.5546875,-0.01171875
-59.5,-60.28125,-7.40625,-8.5078125,-58.90625,-63.0625,-5.24609375,-6.3671875,0.78125,4.15625,1.1015625,1.12109375
-58.5625,-61.28125,-11.9296875,-12.1328125,-61.53125,-62.9375,-6.234375,-6.2109375,2.71875,1.40625,0.203125,-0.0234375
-75.125,-74.875,-14.1953125,-14.5703125,-73.875,-77.0625,-6.09765625,-6.33984375,-0.25,3.1875,0.375,0.2421875
-62.34375,-63.71875,-9.34375,-10.2890625,-69.8125,-72.6875,-4.36328125,-4.74609375,1.375,2.875,0.9453125,0.3828125
-59.6875,-60.59375,-11.890625,-11.3515625,-67.75,-71.0,-4.48046875,-4.75390625,0.90625,3.25,-0.5390625,0.2734375
-66.375,-62.9375,-14.0859375,-13.90625,-62.03125,-68.375,-5.60546875,-6.2109375,-3.4375,6.34375,-0.1796875,0.60546875
-67.3125,-67.5625,-10.15625,-10.828125,-68.3125,-70.75,-5.546875,-5.703125,0.25,2.4375,0.671875,0.15625
-59.53125,-62.46875,-8.1015625,-8.53125,-59.4375,-60.53125,-3.84765625,-3.998046875,2.9375,1.09375,0.4296875,0.150390625
-61.0,-61.25,-11.7109375,-12.3828125,-66.1875,-69.875,-3.685546875,-3.8984375,0.25,3.6875,0.671875,0.212890625
-64.0,-57.0,-9.4140625,-8.9765625,-52.9375,-63.71875,-5.2734375,-5.828125,-7.0,10.78125,-0.4375,0.5546875
-72.375,-72.5625,-7.79296875,-8.3125,-75.0,-79.3125,-5.44921875,-6.375,0.1875,4.3125,0.51953125,0.92578125
-61.28125,-61.28125,-5.32421875,-5.85546875,-64.25,-67.875,-4.55078125,-6.14453125,0.0,3.625,0.53125,1.59375
-61.90625,-61.0,-7.9296875,-7.78515625,-64.125,-67.4375,-5.88671875,-5.8359375,-0.90625,3.3125,-0.14453125,-0.05078125
-63.0,-62.40625,-11.0234375,-10.4296875,-61.03125,-66.1875,-5.0234375,-4.7421875,-0.59375,5.15625,-0.59375,-0.28125
-56.59375,-60.96875,-6.53125,-7.09375,-59.78125,-57.75,-4.1796875,-4.18359375,4.375,-2.03125,0.5625,0.00390625
-67.375,-71.4375,-5.58984375,-5.98046875,-76.375,-77.9375,-5.55859375,-5.81640625,4.0625,1.5625,0.390625,0.2578125
-59.34375,-57.5625,-4.81640625,-5.33984375,-58.0625,-61.25,-4.54296875,-4.578125,-1.78125,3.1875,0.5234375,0.03515625
-66.375,-67.5625,-12.9453125,-12.875,-59.46875,-61.40625,-6.62109375,-6.64453125,1.1875,1.9375,-0.0703125,0.0234375
-53.03125,-52.71875,-8.0703125,-7.734375,-55.15625,-58.8125,-4.68359375,-4.97265625,-0.3125,3.65625,-0.3359375,0.2890625
-68.875,-69.5625,-7.91796875,-8.6640625,-70.25,-72.125,-6.34375,-7.71484375,0.6875,1.875,0.74609375,1.37109375
-61.03125,-59.65625,-4.65234375,-5.08203125,-60.0,-64.75,-5.66015625,-6.5390625,-1.375,4.75,0.4296875,0.87890625
-63.34375,-60.9375,-5.6796875,-6.01953125,-59.59375,-61.1875,-4.73046875,-5.1640625,-2.40625,1.59375,0.33984375,0.43359375
-64.4375,-64.6875,-10.8984375,-11.109375,-64.625,-68.375,-4.73046875,-5.9609375,0.25,3.75,0.2109375,1.23046875
-62.0625,-63.84375,-7.25,-7.94921875,-69.125,-71.5625,-6.5546875,-6.390625,1.78125,2.4375,0.69921875,-0.1640625
-57.53125,-58.8125,-11.2265625,-11.3203125,-59.28125,-62.40625,-4.91796875,-4.74609375,1.28125,3.125,0.09375,-0.171875
-65.0625,-65.75,-7.25390625,-6.984375,-60.84375,-67.6875,-4.81640625,-5.8046875,0.6875,6.84375,-0.26953125,0.98828125
-59.0,-59.0625,-12.03125,-11.984375,-63.375,-64.125,-4.8828125,-4.921875,0.0625,0.75,-0.046875,0.0390625
-70.8125,-70.75,-8.2109375,-8.4453125,-75.5625,-74.4375,-5.453125,-4.30078125,-0.0625,-1.125,0.234375,-1.15234375
-64.25,-66.4375,-9.28125,-9.4609375,-69.875,-71.5,-5.0703125,-5.84765625,2.1875,1.625,0.1796875,0.77734375
-62.78125,-62.125,-8.609375,-9.546875,-59.84375,-65.125,-5.078125,-5.6640625,-0.65625,5.28125,0.9375,0.5859375
-60.53125,-58.0,-7.13671875,-7.67578125,-59.53125,-65.5,-5.76953125,-5.734375,-2.53125,5.96875,0.5390625,-0.03515625
-50.1875,-50.78125,-7.86328125,-8.65625,-55.5,-58.96875,-5.421875,-4.9609375,0.59375,3.46875,0.79296875,-0.4609375
-66.0,-63.78125,-14.765625,-14.40625,-68.5625,-74.875,-5.2734375,-6.2734375,-2.21875,6.3125,-0.359375,1.0
-61.78125,-62.46875,-5.34375,-5.55859375,-60.21875,-63.875,-4.3828125,-4.109375,0.6875,3.65625,0.21484375,-0.2734375
-57.15625,-58.125,-8.515625,-8.9453125,-54.375,-60.9375,-3.953125,-4.21484375,0.96875,6.5625,0.4296875,0.26171875
-61.3125,-61.375,-6.6484375,-6.62109375,-66.625,-71.1875,-6.01953125,-6.26953125,0.0625,4.5625,-0.02734375,0.25
-68.3125,-70.375,-9.859375,-10.4765625,-72.8125,-74.5,-4.42578125,-5.44921875,2.0625,1.6875,0.6171875,1.0234375
-58.09375,-59.625,-9.828125,-10.8046875,-55.4375,-62.46875,-4.59765625,-4.92578125,1.53125,7.03125,0.9765625,0.328125
-55.03125,-58.3125,-6.71875,-6.94140625,-57.46875,-60.09375,-4.58984375,-4.83984375,3.28125,2.625,0.22265625,0.25
-62.5625,-64.125,-9.734375,-9.1328125,-64.9375,-70.75,-4.7421875,-4.515625,1.5625,5.8125,-0.6015625,-0.2265625
-60.65625,-57.53125,-8.609375,-8.0234375,-64.5,-71.6875,-5.359375,-6.1640625,-3.125,7.1875,-0.5859375,0.8046875
-60.34375,-61.5625,-7.11328125,-7.328125,-58.75,-62.46875,-3.41015625,-4.4921875,1.21875,3.71875,0.21484375,1.08203125
-55.90625,-57.96875,-9.3125,-8.9140625,-62.5625,-64.375,-6.0,-6.23828125,2.0625,1.8125,-0.3984375,0.23828125
-56.6875,-58.75,-7.76171875,-7.828125,-65.0625,-68.3125,-5.2734375,-5.5859375,2.0625,3.25,0.06640625,0.3125
-58.1875,-62.8125,-8.515625,-8.953125,-57.59375,-64.4375,-5.453125,-6.1640625,4.625,6.84375,0.4375,0.7109375
-67.3125,-71.5625,-7.0703125,-7.08203125,-71.375,-69.4375,-4.99609375,-4.71484375,4.25,-1.9375,0.01171875,-0.28125
-59.71875,-59.46875,-9.484375,-9.40625,-64.8125,-67.5625,-4.52734375,-5.42578125,-0.25,2.75,-0.078125,0.8984375
-63.25,-63.125,-8.484375,-8.953125,-60.625,-64.6875,-4.390625,-4.2265625,-0.125,4.0625,0.46875,-0.1640625
-64.25,-65.875,-5.12890625,-4.96875,-66.4375,-69.8125,-5.5546875,-5.60546875,1.625,3.375,-0.16015625,0.05078125
-61.09375,-59.125,-6.0,-6.3125,-60.53125,-65.75,-4.3046875,-4.515625,-1.96875,5.21875,0.3125,0.2109375
-63.5625,-66.5,-12.0546875,-12.953125,-66.0,-65.0,-4.90234375,-4.21484375,2.9375,-1.0,0.8984375,-0.6875
-58.0625,-60.34375,-8.7421875,-9.921875,-60.34375,-64.1875,-3.90625,-4.6640625,2.28125,3.84375,1.1796875,0.7578125
-59.40625,-60.4375,-14.3828125,-14.3125,-62.625,-63.0,-4.49609375,-4.2265625,1.03125,0.375,-0.0703125,-0.26953125
-54.84375,-54.75,-11.0078125,-11.5390625,-58.6875,-61.53125,-4.70703125,-5.25390625,-0.09375,2.84375,0.53125,0.546875
-67.3125,-65.6875,-8.0625,-8.765625,-64.0625,-69.4375,-5.890625,-6.48828125,-1.625,5.375,0.703125,0.59765625
-62.40625,-63.71875,-10.7890625,-11.578125,-67.375,-70.5,-6.61328125,-6.2109375,1.3125,3.125,0.7890625,-0.40234375
-61.90625,-60.3125,-12.828125,-13.546875,-60.46875,-68.375,-4.078125,-4.390625,-1.59375,7.90625,0.71875,0.3125
-63.78125,-64.125,-7.4140625,-6.78125,-60.25,-64.3125,-4.11328125,-4.41015625,0.34375,4.0625,-0.6328125,0.296875
-60.84375,-60.0,-8.2109375,-8.5859375,-69.1875,-72.6875,-6.71875,-6.9765625,-0.84375,3.5,0.375,0.2578125
-64.3125,-64.0625,-11.2890625,-11.8671875,-59.1875,-63.25,-4.29296875,-5.09375,-0.25,4.0625,0.578125,0.80078125
-56.25,-58.28125,-4.90625,-5.078125,-58.28125,-62.5625,-4.06640625,-5.109375,2.03125,4.28125,0.171875,1.04296875
-60.03125,-58.6875,-7.46875,-7.3125,-67.875,-74.5,-3.95703125,-2.90625,-1.34375,6.625,-0.15625,-1.05078125
-70.0625,-75.625,-7.78125,-8.4609375,-70.0,-70.0625,-5.421875,-5.8671875,5.5625,0.0625,0.6796875,0.4453125
-57.84375,-58.4375,-8.296875,-9.1015625,-61.84375,-64.8125,-6.6640625,-6.44921875,0.59375,2.96875,0.8046875,-0.21484375
-58.0,-61.5,-13.8515625,-14.15625,-59.6875,-61.8125,-4.9140625,-5.01953125,3.5,2.125,0.3046875,0.10546875
-55.9375,-56.71875,-6.0546875,-5.90625,-55.75,-60.34375,-3.2734375,-3.349609375,0.78125,4.59375,-0.1484375,0.076171875
-69.4375,-70.4375,-10.234375,-11.0703125,-76.0,-79.25,-4.84375,-5.59765625,1.0,3.25,0.8359375,0.75390625
-63.53125,-63.90625,-12.640625,-13.34375,-66.5625,-70.0,-4.5078125,-4.546875,0.375,3.4375,0.703125,0.0390625
-63.625,-63.34375,-8.5546875,-9.0,-64.25,-70.3125,-5.14453125,-6.01953125,-0.28125,6.0625,0.4453125,0.875
-61.125,-61.78125,-6.8828125,-7.3203125,-61.65625,-63.0,-3.6640625,-4.00390625,0.65625,1.34375,0.4375,0.33984375
-54.46875,-54.6875,-9.6328125,-10.078125,-58.6875,-63.71875,-5.421875,-6.140625,0.21875,5.03125,0.4453125,0.71875
-64.25,-62.875,-7.1484375,-7.58203125,-61.9375,-66.3125,-5.5390625,-6.01171875,-1.375,4.375,0.43359375,0.47265625
-61.125,-63.875,-9.0,-9.890625,-58.28125,-61.75,-5.77734375,-6.796875,2.75,3.46875,0.890625,1.01953125
-63.6875,-64.5,-5.5,-4.96484375,-68.5,-70.125,-5.11328125,-5.98828125,0.8125,1.625,-0.53515625,0.875
-54.125,-54.28125,-9.609375,-9.75,-55.03125,-58.34375,-4.3984375,-5.05078125,0.15625,3.3125,0.140625,0.65234375
-60.9375,-61.5625,-5.92578125,-6.18359375,-64.0,-67.875,-5.23828125,-4.97265625,0.625,3.875,0.2578125,-0.265625
-54.40625,-57.09375,-6.3203125,-6.375,-53.4375,-58.25,-5.70703125,-5.6796875,2.6875,4.8125,0.0546875,-0.02734375
-72.875,-70.1875,-7.625,-7.6015625,-74.3125,-77.375,-4.90625,-5.0,-2.6875,3.0625,-0.0234375,0.09375
-69.5,-69.5,-7.13671875,-7.72265625,-67.125,-71.5625,-4.0546875,-4.7734375,0.0,4.4375,0.5859375,0.71875
-61.625,-60.09375,-12.8671875,-13.7578125,-60.5,-64.5625,-5.0234375,-5.20703125,-1.53125,4.0625,0.890625,0.18359375
-70.75,-72.4375,-7.4453125,-7.609375,-70.5625,-72.1875,-5.34375,-6.0546875,1.6875,1.625,0.1640625,0.7109375
-61.90625,-60.75,-8.984375,-8.9765625,-59.1875,-61.75,-4.05859375,-4.37109375,-1.15625,2.5625,-0.0078125,0.3125
-57.65625,-60.5,-6.0703125,-6.5703125,-58.84375,-60.0625,-5.40234375,-5.33203125,2.84375,1.21875,0.5,-0.0703125
-59.75,-58.5625,-6.92578125,-7.12890625,-60.03125,-63.9375,-4.19140625,-4.046875,-1.1875,3.90625,0.203125,-0.14453125
-70.1875,-70.8125,-13.25,-13.921875,-70.1875,-68.4375,-3.853515625,-3.671875,0.625,-1.75,0.671875,-0.181640625
-67.25,-69.375,-11.875,-12.9296875,-60.03125,-62.15625,-5.12890625,-5.07421875,2.125,2.125,1.0546875,-0.0546875
-56.53125,-58.5625,-8.40625,-8.453125,-59.03125,-62.53125,-4.99609375,-5.70703125,2.03125,3.5,0.046875,0.7109375
-60.34375,-62.84375,-7.8125,-8.21875,-63.625,-64.0625,-4.70703125,-4.8828125,2.5,0.4375,0.40625,0.17578125
-57.5625,-59.375,-11.28125,-11.09375,-63.28125,-65.4375,-5.35546875,-5.890625,1.8125,2.15625,-0.1875,0.53515625
-61.9375,-63.34375,-9.9375,-10.0859375,-63.09375,-69.9375,-4.734375,-6.08984375,1.40625,6.84375,0.1484375,1.35546875
-53.875,-53.5625,-9.1484375,-8.9140625,-60.125,-63.53125,-5.91015625,-6.30078125,-0.3125,3.40625,-0.234375,0.390625
-59.125,-60.84375,-6.08203125,-6.50390625,-62.1875,-63.5,-5.3515625,-6.453125,1.71875,1.3125,0.421875,1.1015625
-70.25,-76.5625,-10.625,-11.0234375,-72.9375,-72.0625,-4.65234375,-4.86328125,6.3125,-0.875,0.3984375,0.2109375
-77.0625,-76.9375,-6.7890625,-7.58203125,-67.6875,-71.875,-4.27734375,-4.859375,-0.125,4.1875,0.79296875,0.58203125
-60.15625,-62.9375,-6.5859375,-7.5546875,-65.5625,-67.875,-4.78515625,-4.90625,2.78125,2.3125,0.96875,0.12109375
-62.5,-63.5625,-4.8671875,-4.78515625,-65.125,-68.6875,-5.765625,-5.953125,1.0625,3.5625,-0.08203125,0.1875
-69.25,-73.5,-10.8515625,-10.4921875,-72.0625,-69.6875,-4.69921875,-4.70703125,4.25,-2.375,-0.359375,0.0078125
-62.78125,-64.0,-7.91015625,-8.1640625,-63.84375,-70.9375,-4.03125,-4.42578125,1.21875,7.09375,0.25390625,0.39453125
-61.34375,-63.15625,-13.59375,-14.5859375,-61.21875,-60.125,-4.49609375,-4.49609375,1.8125,-1.09375,0.9921875,0.0
-66.6875,-64.75,-6.37890625,-7.234375,-66.0,-77.0,-8.1484375,-8.140625,-1.9375,11.0,0.85546875,-0.0078125
-58.40625,-58.8125,-9.21875,-10.25,-59.5625,-65.1875,-4.01171875,-5.46484375,0.40625,5.625,1.03125,1.453125
-61.0625,-61.53125,-6.1796875,-6.41796875,-64.3125,-66.9375,-7.890625,-8.8203125,0.46875,2.625,0.23828125,0.9296875
-62.3125,-63.0625,-8.2578125,-10.4140625,-60.5625,-64.1875,-4.28515625,-4.1796875,0.75,3.625,2.15625,-0.10546875
-58.78125,-61.125,-5.625,-5.84765625,-63.71875,-66.6875,-4.31640625,-5.03125,2.34375,2.96875,0.22265625,0.71484375
-65.8125,-63.0625,-16.9375,-16.59375,-67.5625,-72.5625,-6.8203125,-8.3203125,-2.75,5.0,-0.34375,1.5
-59.09375,-57.625,-12.421875,-12.4375,-58.9375,-65.3125,-5.33203125,-6.578125,-1.46875,6.375,0.015625,1.24609375
-59.0,-58.375,-6.42578125,-7.2109375,-56.1875,-60.21875,-3.9296875,-4.3984375,-0.625,4.03125,0.78515625,0.46875
-62.90625,-65.625,-8.0234375,-8.0,-73.25,-76.6875,-4.5,-4.60546875,2.71875,3.4375,-0.0234375,0.10546875
-61.96875,-61.28125,-6.53125,-5.71875,-64.0,-71.3125,-4.953125,-6.51171875,-0.6875,7.3125,-0.8125,1.55859375
-58.40625,-59.1875,-12.1796875,-11.9296875,-61.96875,-62.46875,-4.49609375,-4.87890625,0.78125,0.5,-0.25,0.3828125
-64.875,-68.1875,-5.91796875,-5.734375,-68.6875,-68.5625,-4.57421875,-4.95703125,3.3125,-0.125,-0.18359375,0.3828125
-63.0,-64.125,-12.765625,-12.546875,-64.25,-68.6875,-3.822265625,-5.11328125,1.125,4.4375,-0.21875,1.291015625
-57.65625,-58.625,-3.40625,-5.234375,-61.375,-65.0625,-4.5546875,-4.75390625,0.96875,3.6875,1.828125,0.19921875
-55.375,-56.46875,-7.51171875,-8.390625,-58.65625,-61.8125,-5.4765625,-5.93359375,1.09375,3.15625,0.87890625,0.45703125
-57.21875,-60.1875,-6.6328125,-6.84765625,-60.90625,-63.75,-4.546875,-5.16015625,2.96875,2.84375,0.21484375,0.61328125
-61.1875,-61.375,-6.81640625,-7.5546875,-59.9375,-63.28125,-4.5546875,-4.65234375,0.1875,3.34375,0.73828125,0.09765625
-71.25,-69.0625,-6.8125,-6.80859375,-68.8125,-72.9375,-3.583984375,-4.796875,-2.1875,4.125,-0.00390625,1.212890625
-50.125,-51.78125,-7.33984375,-8.0078125,-55.125,-57.28125,-5.09375,-5.6015625,1.65625,2.15625,0.66796875,0.5078125
-62.59375,-61.6875,-6.296875,-6.41015625,-60.84375,-66.125,-4.03125,-5.50390625,-0.90625,5.28125,0.11328125,1.47265625
-67.625,-68.6875,-13.0546875,-13.5078125,-60.0,-61.90625,-7.2421875,-6.109375,1.0625,1.90625,0.453125,-1.1328125
-52.8125,-52.3125,-7.92578125,-7.98046875,-55.21875,-58.625,-6.1171875,-6.40625,-0.5,3.40625,0.0546875,0.2890625
-57.75,-55.625,-8.0078125,-8.5703125,-58.25,-61.21875,-4.32421875,-4.515625,-2.125,2.96875,0.5625,0.19140625
-60.46875,-61.5625,-12.3203125,-12.265625,-61.375,-62.46875,-4.16015625,-4.3359375,1.09375,1.09375,-0.0546875,0.17578125
-67.0625,-68.875,-14.625,-13.5,-62.75,-68.875,-4.98828125,-5.31640625,1.8125,6.125,-1.125,0.328125
-58.3125,-61.5,-8.53125,-10.078125,-54.65625,-57.21875,-3.9765625,-4.140625,3.1875,2.5625,1.546875,0.1640625
-64.25,-64.9375,-5.97265625,-6.328125,-63.46875,-63.59375,-4.40234375,-5.16015625,0.6875,0.125,0.35546875,0.7578125
-62.65625,-61.1875,-12.8046875,-12.71875,-60.59375,-65.9375,-4.16796875,-4.71484375,-1.46875,5.34375,-0.0859375,0.546875
-66.25,-65.875,-5.99609375,-6.5,-63.4375,-66.3125,-4.9609375,-4.5703125,-0.375,2.875,0.50390625,-0.390625
-58.65625,-60.8125,-6.0234375,-6.4375,-60.25,-61.375,-4.75390625,-4.97265625,2.15625,1.125,0.4140625,0.21875
-61.21875,-62.65625,-7.71875,-7.6875,-63.3125,-65.0,-3.724609375,-3.884765625,1.4375,1.6875,-0.03125,0.16015625
-58.0,-58.75,-9.296875,-9.609375,-61.96875,-65.0625,-4.3125,-4.41015625,0.75,3.09375,0.3125,0.09765625
-70.25,-68.6875,-8.2578125,-9.03125,-68.3125,-71.5,-4.734375,-4.78515625,-1.5625,3.1875,0.7734375,0.05078125
-69.375,-70.3125,-5.1015625,-5.84375,-72.1875,-78.9375,-5.31640625,-6.328125,0.9375,6.75,0.7421875,1.01171875
-71.8125,-72.6875,-6.46875,-7.1328125,-65.6875,-67.9375,-5.78125,-6.35546875,0.875,2.25,0.6640625,0.57421875
-63.5625,-70.4375,-5.83984375,-7.19140625,-71.8125,-71.0,-4.640625,-4.890625,6.875,-0.8125,1.3515625,0.25
-56.4375,-58.1875,-6.890625,-7.4140625,-61.40625,-62.65625,-4.59765625,-4.296875,1.75,1.25,0.5234375,-0.30078125
-63.21875,-63.96875,-7.89453125,-8.84375,-56.625,-62.40625,-6.125,-6.75,0.75,5.78125,0.94921875,0.625
-69.1875,-63.375,-8.46875,-8.359375,-65.875,-68.8125,-4.01953125,-4.70703125,-5.8125,2.9375,-0.109375,0.6875
-67.0625,-66.8125,-7.6015625,-7.640625,-63.5,-65.5,-4.78125,-4.04296875,-0.25,2.0,0.0390625,-0.73828125
-51.75,-51.875,-12.75,-13.3828125,-53.09375,-55.65625,-3.818359375,-3.740234375,0.125,2.5625,0.6328125,-0.078125
-62.625,-62.40625,-6.9609375,-7.51953125,-61.375,-66.25,-5.53125,-6.35546875,-0.21875,4.875,0.55859375,0.82421875
-62.09375,-65.8125,-7.68359375,-8.2734375,-64.8125,-65.3125,-5.89453125,-6.1015625,3.71875,0.5,0.58984375,0.20703125
-62.75,-62.875,-7.46875,-8.3984375,-68.0,-69.75,-7.171875,-6.80859375,0.125,1.75,0.9296875,-0.36328125
-61.59375,-63.40625,-10.359375,-10.921875,-64.0,-67.375,-4.65234375,-5.03515625,1.8125,3.375,0.5625,0.3828125
-63.21875,-65.5625,-7.26171875,-7.46875,-66.1875,-67.25,-4.578125,-4.4140625,2.34375,1.0625,0.20703125,-0.1640625
-62.78125,-62.8125,-11.203125,-11.8984375,-64.3125,-69.875,-5.5,-5.6015625,0.03125,5.5625,0.6953125,0.1015625
-54.28125,-57.5,-8.7734375,-9.0859375,-54.5625,-57.46875,-4.7890625,-5.5234375,3.21875,2.90625,0.3125,0.734375
-57.65625,-59.3125,-7.0,-7.78515625,-60.75,-63.0625,-5.34765625,-5.125,1.65625,2.3125,0.78515625,-0.22265625
-79.1875,-79.6875,-9.78125,-9.921875,-77.0625,-78.5625,-5.37890625,-5.51171875,0.5,1.5,0.140625,0.1328125
-58.8125,-62.15625,-7.92578125,-8.484375,-64.1875,-64.9375,-5.32421875,-5.87890625,3.34375,0.75,0.55859375,0.5546875
-72.3125,-73.375,-7.77734375,-7.96875,-69.25,-72.8125,-5.78125,-6.79296875,1.0625,3.5625,0.19140625,1.01171875
-61.25,-62.53125,-6.0859375,-6.56640625,-64.9375,-66.125,-4.6953125,-4.78125,1.28125,1.1875,0.48046875,0.0859375
-67.625,-69.375,-7.9765625,-8.1015625,-68.625,-69.6875,-4.5390625,-5.359375,1.75,1.0625,0.125,0.8203125
-58.40625,-59.90625,-7.89453125,-8.59375,-58.09375,-61.09375,-5.66796875,-6.52734375,1.5,3.0,0.69921875,0.859375
-57.71875,-56.9375,-8.40625,-8.40625,-62.625,-66.9375,-5.47265625,-4.71484375,-0.78125,4.3125,0.0,-0.7578125
-63.46875,-62.21875,-12.28125,-12.078125,-63.96875,-72.3125,-5.234375,-5.3125,-1.25,8.34375,-0.203125,0.078125
-63.1875,-61.25,-10.0390625,-10.203125,-58.78125,-62.8125,-5.4140625,-4.67578125,-1.9375,4.03125,0.1640625,-0.73828125
-57.71875,-59.96875,-11.234375,-11.0546875,-56.96875,-61.65625,-4.734375,-4.75390625,2.25,4.6875,-0.1796875,0.01953125
-59.03125,-65.75,-6.3671875,-6.6640625,-62.34375,-61.625,-4.4609375,-4.3359375,6.71875,-0.71875,0.296875,-0.125
-57.46875,-58.9375,-8.8125,-9.3046875,-59.71875,-65.6875,-3.572265625,-4.21484375,1.46875,5.96875,0.4921875,0.642578125
-61.15625,-59.9375,-10.515625,-10.3671875,-60.78125,-66.0,-4.62890625,-5.9375,-1.21875,5.21875,-0.1484375,1.30859375
-64.4375,-65.8125,-10.4296875,-10.90625,-67.8125,-73.1875,-3.923828125,-5.05859375,1.375,5.375,0.4765625,1.134765625
-53.0625,-54.0625,-6.51171875,-7.3828125,-60.4375,-62.53125,-4.91015625,-4.92578125,1.0,2.09375,0.87109375,0.015625
-56.875,-57.34375,-5.71875,-6.78515625,-56.6875,-60.40625,-5.88671875,-6.57421875,0.46875,3.71875,1.06640625,0.6875
-61.21875,-61.1875,-13.140625,-13.375,-64.9375,-68.3125,-8.3046875,-8.8359375,-0.03125,3.375,0.234375,0.53125
-57.1875,-54.90625,-8.2890625,-8.4609375,-60.65625,-64.6875,-5.9609375,-6.85546875,-2.28125,4.03125,0.171875,0.89453125
-60.1875,-61.90625,-10.2265625,-10.640625,-65.4375,-62.5,-4.1953125,-4.09765625,1.71875,-2.9375,0.4140625,-0.09765625
-69.6875,-67.9375,-10.2578125,-10.546875,-67.125,-71.875,-5.046875,-6.0234375,-1.75,4.75,0.2890625,0.9765625
-59.4375,-62.28125,-13.078125,-14.375,-65.5,-67.125,-4.578125,-4.92578125,2.84375,1.625,1.296875,0.34765625
-57.125,-58.4375,-6.1015625,-5.90234375,-60.03125,-62.40625,-4.71875,-4.89453125,1.3125,2.375,-0.19921875,0.17578125
-67.0,-68.625,-8.015625,-8.1328125,-68.4375,-73.375,-7.5390625,-7.31640625,1.625,4.9375,0.1171875,-0.22265625
-59.53125,-58.65625,-7.49609375,-7.609375,-59.75,-65.375,-5.2421875,-6.5703125,-0.875,5.625,0.11328125,1.328125
-65.375,-67.1875,-7.7109375,-7.98828125,-64.5,-64.3125,-4.5703125,-4.140625,1.8125,-0.1875,0.27734375,-0.4296875
-67.8125,-66.125,-8.78125,-8.9140625,-65.6875,-71.0625,-4.45703125,-4.71875,-1.6875,5.375,0.1328125,0.26171875
-60.53125,-61.84375,-10.609375,-10.84375,-59.25,-65.9375,-7.4375,-8.3828125,1.3125,6.6875,0.234375,0.9453125
-56.03125,-61.125,-9.3046875,-10.765625,-55.5625,-55.375,-4.625,-4.48828125,5.09375,-0.1875,1.4609375,-0.13671875
-69.875,-71.25,-6.55078125,-7.13671875,-64.0,-64.625,-5.7265625,-6.015625,1.375,0.625,0.5859375,0.2890625
-55.9375,-56.90625,-6.36328125,-6.97265625,-56.6875,-61.125,-4.4609375,-4.09765625,0.96875,4.4375,0.609375,-0.36328125
-64.6875,-63.90625,-4.93359375,-5.71875,-65.75,-69.6875,-4.3984375,-5.5703125,-0.78125,3.9375,0.78515625,1.171875
-57.28125,-55.21875,-7.62890625,-8.703125,-55.53125,-61.9375,-4.640625,-5.8984375,-2.0625,6.40625,1.07421875,1.2578125
-54.6875,-54.5625,-12.7421875,-12.9765625,-55.34375,-58.75,-4.6171875,-4.984375,-0.125,3.40625,0.234375,0.3671875
-55.5,-54.5625,-13.5625,-14.2109375,-57.90625,-61.9375,-4.2265625,-5.0625,-0.9375,4.03125,0.6484375,0.8359375
-59.03125,-56.96875,-11.78125,-10.6171875,-58.21875,-63.40625,-4.75390625,-4.8515625,-2.0625,5.1875,-1.1640625,0.09765625
-63.53125,-65.25,-8.328125,-8.984375,-61.0625,-63.90625,-5.4765625,-6.09765625,1.71875,2.84375,0.65625,0.62109375
-67.4375,-68.9375,-10.2890625,-11.7109375,-65.625,-71.0625,-3.56640625,-5.26171875,1.5,5.4375,1.421875,1.6953125
-65.9375,-67.0625,-6.7265625,-6.6171875,-66.5625,-70.125,-5.6171875,-6.12109375,1.125,3.5625,-0.109375,0.50390625
-66.4375,-66.125,-9.8359375,-10.1015625,-66.3125,-73.0625,-4.9609375,-6.03125,-0.3125,6.75,0.265625,1.0703125
