s_cong_Active,s_inc_Active,w_cong_Active,w_inc_Active,s_cong_Passive,s_inc_Passive,w_cong_Passive,w_inc_Passive,s_PE_Active,s_PE_Passive,w_PE_Active,w_PE_Passive
-62.40625,-67.6875,-9.203125,-10.6484375,-62.125,-63.5625,-3.43359375,-3.296875,5.28125,1.4375,1.4453125,-0.13671875
-64.0,-66.375,-5.6171875,-5.7734375,-66.75,-69.75,-6.51953125,-6.83203125,2.375,3.0,0.15625,0.3125
-61.40625,-62.5,-10.3046875,-10.90625,-63.9375,-66.3125,-4.66015625,-4.54296875,1.09375,2.375,0.6015625,-0.1171875
-59.625,-62.15625,-9.0,-10.8671875,-64.375,-67.0625,-5.12109375,-5.09765625,2.53125,2.6875,1.8671875,-0.0234375
-55.6875,-59.4375,-10.1015625,-10.8359375,-60.84375,-59.375,-3.84375,-2.7421875,3.75,-1.46875,0.734375,-1.1015625
-56.96875,-58.0625,-8.59375,-9.0234375,-59.4375,-64.1875,-5.03125,-4.96484375,1.09375,4.75,0.4296875,-0.06640625
-56.8125,-58.84375,-7.19140625,-8.4765625,-64.0625,-66.75,-4.39453125,-5.1484375,2.03125,2.6875,1.28515625,0.75390625
-61.375,-64.0,-7.796875,-7.64453125,-56.8125,-61.375,-4.76171875,-5.02734375,2.625,4.5625,-0.15234375,0.265625
-59.34375,-59.25,-7.12890625,-6.58203125,-61.34375,-65.875,-4.03515625,-4.55859375,-0.09375,4.53125,-0.546875,0.5234375
-71.5625,-70.75,-7.45703125,-7.4765625,-69.625,-72.5625,-7.62109375,-7.62109375,-0.8125,2.9375,0.01953125,0.0
-58.65625,-64.125,-7.12109375,-7.23828125,-62.65625,-64.875,-5.14453125,-5.390625,5.46875,2.21875,0.1171875,0.24609375
-62.6875,-66.1875,-8.140625,-9.0078125,-62.59375,-65.125,-3.38671875,-4.3515625,3.5,2.53125,0.8671875,0.96484375
-60.375,-57.78125,-8.4296875,-8.2109375,-55.40625,-62.0625,-3.21875,-2.875,-2.59375,6.65625,-0.21875,-0.34375
-65.875,-66.1875,-14.4453125,-14.8046875,-70.0625,-74.9375,-5.1953125,-5.46484375,0.3125,4.875,0.359375,0.26953125
-62.71875,-61.15625,-10.515625,-11.2578125,-62.90625,-67.4375,-5.1640625,-5.37890625,-1.5625,4.53125,0.7421875,0.21484375
-61.28125,-61.21875,-5.421875,-6.04296875,-61.5625,-64.3125,-6.4453125,-6.15234375,-0.0625,2.75,0.62109375,-0.29296875
-59.59375,-60.34375,-5.66796875,-6.83984375,-62.71875,-66.1875,-5.38671875,-6.10546875,0.75,3.46875,1.171875,0.71875
-58.59375,-58.03125,-10.0078125,-9.6953125,-57.15625,-60.3125,-3.302734375,-4.40234375,-0.5625,3.15625,-0.3125,1.099609375
-62.375,-61.25,-5.06640625,-4.203125,-58.625,-64.75,-5.3984375,-7.02734375,-1.125,6.125,-0.86328125,1.62890625
-65.6875,-65.75,-7.80078125,-8.359375,-69.1875,-72.1875,-7.140625,-6.921875,0.0625,3.0,0.55859375,-0.21875
-78.25,-80.625,-12.0625,-12.734375,-72.375,-74.375,-5.5546875,-5.74609375,2.375,2.0,0.671875,0.19140625
-64.75,-66.375,-17.046875,-18.859375,-76.125,-76.5,-4.875,-5.4296875,1.625,0.375,1.8125,0.5546875
-62.6875,-63.75,-8.1328125,-9.015625,-69.9375,-74.5,-5.48046875,-6.47265625,1.0625,4.5625,0.8828125,0.9921875
-61.5,-63.34375,-9.203125,-9.8828125,-62.0,-65.6875,-3.697265625,-4.69140625,1.84375,3.6875,0.6796875,0.994140625
-61.4375,-66.8125,-9.6640625,-10.9453125,-67.6875,-68.25,-4.55078125,-4.40625,5.375,0.5625,1.28125,-0.14453125
-61.3125,-64.375,-6.99609375,-8.265625,-58.28125,-62.6875,-4.9765625,-4.85546875,3.0625,4.40625,1.26953125,-0.12109375
-73.0,-71.1875,-11.9609375,-11.1640625,-72.0625,-74.0,-5.25390625,-5.23046875,-1.8125,1.9375,-0.796875,-0.0234375
-61.6875,-60.96875,-7.2109375,-8.125,-60.53125,-66.6875,-4.04296875,-4.30859375,-0.71875,6.15625,0.9140625,0.265625
-75.0,-76.9375,-11.140625,-11.984375,-67.5625,-75.5,-4.3046875,-5.2265625,1.9375,7.9375,0.84375,0.921875
-59.3125,-57.8125,-9.734375,-9.4296875,-59.21875,-66.625,-5.12109375,-5.62109375,-1.5,7.40625,-0.3046875,0.5
-57.34375,-60.40625,-6.546875,-7.1796875,-68.25,-67.0,-5.96875,-6.36328125,3.0625,-1.25,0.6328125,0.39453125
-79.25,-79.1875,-7.3828125,-6.96875,-76.4375,-81.375,-5.921875,-5.17578125,-0.0625,4.9375,-0.4140625,-0.74609375
-62.8125,-64.5,-5.94140625,-5.8671875,-67.5,-70.375,-5.109375,-4.61328125,1.6875,2.875,-0.07421875,-0.49609375
-61.0,-57.96875,-12.9765625,-12.84375,-58.84375,-63.375,-4.19921875,-4.56640625,-3.03125,4.53125,-0.1328125,0.3671875
-62.75,-59.75,-13.3125,-15.125,-61.21875,-70.3125,-4.859375,-5.40234375,-3.0,9.09375,1.8125,0.54296875
-59.875,-61.53125,-10.5625,-11.203125,-60.0625,-69.5,-3.79296875,-4.171875,1.65625,9.4375,0.640625,0.37890625
-55.15625,-58.5,-10.7265625,-10.859375,-57.25,-56.09375,-4.2265625,-3.890625,3.34375,-1.15625,0.1328125,-0.3359375
-56.90625,-57.1875,-13.828125,-14.3125,-59.90625,-62.3125,-6.625,-7.19921875,0.28125,2.40625,0.484375,0.57421875
-72.1875,-72.875,-7.09765625,-7.1171875,-75.6875,-78.75,-5.39453125,-5.34375,0.6875,3.0625,0.01953125,-0.05078125
-62.53125,-62.96875,-6.70703125,-6.984375,-64.125,-66.0625,-4.25390625,-5.5078125,0.4375,1.9375,0.27734375,1.25390625
-68.375,-70.375,-8.578125,-8.5390625,-67.8125,-69.75,-5.109375,-5.40234375,2.0,1.9375,-0.0390625,0.29296875
-64.75,-65.25,-7.49609375,-7.67578125,-66.0,-70.25,-4.64453125,-4.3203125,0.5,4.25,0.1796875,-0.32421875
-61.65625,-61.84375,-5.30078125,-5.9140625,-62.3125,-64.875,-6.57421875,-6.953125,0.1875,2.5625,0.61328125,0.37890625
-60.59375,-60.125,-12.0546875,-12.9375,-59.78125,-63.59375,-4.27734375,-4.55859375,-0.46875,3.8125,0.8828125,0.28125
-53.6875,-54.34375,-10.734375,-11.34375,-52.78125,-57.0,-3.48046875,-3.623046875,0.65625,4.21875,0.609375,0.142578125
-78.375,-79.1875,-7.546875,-7.84765625,-66.6875,-69.8125,-5.37109375,-5.75390625,0.8125,3.125,0.30078125,0.3828125
-55.875,-59.8125,-5.88671875,-6.61328125,-61.0,-62.0625,-4.609375,-4.296875,3.9375,1.0625,0.7265625,-0.3125
-73.0,-72.9375,-9.0859375,-10.015625,-71.0,-78.5,-5.50390625,-6.64453125,-0.0625,7.5,0.9296875,1.140625
-64.625,-65.0625,-5.83984375,-6.8203125,-66.5,-68.5625,-5.90234375,-5.578125,0.4375,2.0625,0.98046875,-0.32421875
-58.8125,-59.65625,-12.453125,-12.75,-56.3125,-61.59375,-5.0078125,-5.73046875,0.84375,5.28125,0.296875,0.72265625
-64.375,-60.03125,-13.515625,-13.1640625,-60.1875,-66.9375,-3.716796875,-4.02734375,-4.34375,6.75,-0.3515625,0.310546875
-70.625,-71.4375,-4.21875,-6.23828125,-73.3125,-74.75,-5.23046875,-5.61328125,0.8125,1.4375,2.01953125,0.3828125
-63.1875,-65.25,-9.953125,-10.09375,-61.59375,-64.1875,-3.193359375,-3.546875,2.0625,2.59375,0.140625,0.353515625
-53.5,-55.75,-8.53125,-8.921875,-56.28125,-59.6875,-4.41796875,-4.9375,2.25,3.40625,0.390625,0.51953125
-56.3125,-58.71875,-9.375,-9.53125,-59.03125,-60.90625,-5.73828125,-6.0078125,2.40625,1.875,0.15625,0.26953125
-59.53125,-58.34375,-5.0,-5.52734375,-57.21875,-63.40625,-3.33203125,-3.3671875,-1.1875,6.1875,0.52734375,0.03515625
-56.5625,-58.5,-7.95703125,-8.0078125,-60.40625,-64.3125,-4.26953125,-5.0546875,1.9375,3.90625,0.05078125,0.78515625
-68.125,-66.5625,-7.96875,-7.8125,-66.375,-71.0625,-3.76953125,-4.6171875,-1.5625,4.6875,-0.15625,0.84765625
-66.6875,-66.0,-7.71875,-8.078125,-57.90625,-64.25,-5.74609375,-6.5625,-0.6875,6.34375,0.359375,0.81640625
-65.1875,-65.5625,-8.3828125,-8.2578125,-65.4375,-65.6875,-4.7265625,-5.02734375,0.375,0.25,-0.125,0.30078125
-62.625,-63.46875,-8.2109375,-8.625,-62.15625,-67.1875,-4.9140625,-5.671875,0.84375,5.03125,0.4140625,0.7578125
-59.5,-60.59375,-6.0234375,-6.61328125,-59.25,-63.0,-4.84765625,-6.16015625,1.09375,3.75,0.58984375,1.3125
-58.84375,-60.3125,-9.5546875,-9.6640625,-65.6875,-68.6875,-4.19921875,-4.015625,1.46875,3.0,0.109375,-0.18359375
-59.875,-58.1875,-13.015625,-13.0390625,-63.59375,-66.9375,-4.078125,-3.9296875,-1.6875,3.34375,0.0234375,-0.1484375
-61.875,-65.0625,-6.8359375,-7.1875,-65.125,-66.5,-4.8203125,-4.5234375,3.1875,1.375,0.3515625,-0.296875
-63.25,-63.28125,-11.9296875,-12.1640625,-59.9375,-67.4375,-4.52734375,-5.9296875,0.03125,7.5,0.234375,1.40234375
-62.53125,-64.375,-8.84375,-8.8046875,-61.84375,-63.5,-4.31640625,-3.912109375,1.84375,1.65625,-0.0390625,-0.404296875
-62.53125,-65.6875,-6.421875,-8.0,-64.6875,-68.8125,-4.93359375,-4.62109375,3.15625,4.125,1.578125,-0.3125
-55.75,-57.8125,-8.7578125,-8.9609375,-58.90625,-61.6875,-4.60546875,-5.45703125,2.0625,2.78125,0.203125,0.8515625
-57.75,-56.0,-6.99609375,-7.09375,-52.03125,-58.3125,-3.427734375,-3.90625,-1.75,6.28125,0.09765625,0.478515625
-67.25,-66.125,-5.8125,-5.38671875,-71.25,-77.3125,-5.4140625,-5.59765625,-1.125,6.0625,-0.42578125,0.18359375
-61.125,-59.96875,-8.8125,-9.1875,-62.34375,-65.25,-4.296875,-5.31640625,-1.15625,2.90625,0.375,1.01953125
-62.96875,-62.78125,-8.5078125,-8.5625,-66.5,-69.3125,-7.3828125,-6.73828125,-0.1875,2.8125,0.0546875,-0.64453125
-66.875,-65.1875,-7.00390625,-7.140625,-68.4375,-70.9375,-5.33203125,-6.5,-1.6875,2.5,0.13671875,1.16796875
-54.15625,-54.9375,-6.62109375,-7.0859375,-60.0,-65.125,-3.8515625,-3.935546875,0.78125,5.125,0.46484375,0.083984375
-60.875,-60.21875,-7.890625,-8.2890625,-61.75,-64.1875,-5.11328125,-5.4296875,-0.65625,2.4375,0.3984375,0.31640625
-67.8125,-68.5,-5.6953125,-6.05078125,-70.75,-75.4375,-5.25390625,-6.140625,0.6875,4.6875,0.35546875,0.88671875
-63.25,-63.3125,-6.31640625,-6.27734375,-60.03125,-63.75,-4.76171875,-5.87109375,0.0625,3.71875,-0.0390625,1.109375
-56.8125,-57.9375,-13.515625,-13.765625,-54.4375,-59.53125,-4.546875,-4.984375,1.125,5.09375,0.25,0.4375
-61.59375,-60.28125,-6.6640625,-7.125,-62.15625,-65.5,-4.67578125,-5.0859375,-1.3125,3.34375,0.4609375,0.41015625
-71.3125,-68.4375,-6.57421875,-6.72265625,-68.6875,-72.25,-4.65625,-4.84765625,-2.875,3.5625,0.1484375,0.19140625
-56.46875,-55.875,-11.9609375,-11.484375,-55.875,-61.375,-4.97265625,-5.62109375,-0.59375,5.5,-0.4765625,0.6484375
-77.125,-75.125,-7.91015625,-7.82421875,-73.0,-76.6875,-5.703125,-6.53125,-2.0,3.6875,-0.0859375,0.828125
-67.4375,-69.1875,-7.765625,-8.203125,-66.9375,-69.125,-5.921875,-6.94921875,1.75,2.1875,0.4375,1.02734375
-63.6875,-62.71875,-7.4296875,-7.1015625,-61.09375,-65.375,-3.623046875,-3.916015625,-0.96875,4.28125,-0.328125,0.29296875
-61.28125,-61.78125,-6.41796875,-7.0,-64.0625,-65.1875,-5.5546875,-5.625,0.5,1.125,0.58203125,0.0703125
-65.5625,-68.0625,-7.92578125,-8.5390625,-66.8125,-68.9375,-7.58203125,-6.7890625,2.5,2.125,0.61328125,-0.79296875
-58.90625,-61.65625,-11.734375,-12.90625,-64.5,-64.4375,-4.76171875,-3.861328125,2.75,-0.0625,1.171875,-0.900390625
-59.03125,-58.9375,-5.61328125,-5.71484375,-60.65625,-63.90625,-5.171875,-5.6015625,-0.09375,3.25,0.1015625,0.4296875
-74.0,-72.3125,-11.7265625,-12.0234375,-72.6875,-79.375,-5.203125,-5.234375,-1.6875,6.6875,0.296875,0.03125
-58.6875,-60.46875,-6.24609375,-6.2265625,-63.8125,-68.4375,-3.69921875,-4.6328125,1.78125,4.625,-0.01953125,0.93359375
-54.28125,-54.125,-5.30078125,-5.34375,-56.0,-59.09375,-4.8203125,-5.74609375,-0.15625,3.09375,0.04296875,0.92578125
-55.21875,-58.34375,-11.3671875,-12.953125,-55.8125,-59.78125,-4.36328125,-4.76953125,3.125,3.96875,1.5859375,0.40625
-63.28125,-61.34375,-9.0078125,-8.6796875,-55.125,-59.90625,-6.56640625,-7.1953125,-1.9375,4.78125,-0.328125,0.62890625
-59.96875,-59.5,-8.1171875,-9.109375,-63.71875,-67.375,-6.78515625,-6.453125,-0.46875,3.65625,0.9921875,-0.33203125
-59.15625,-60.1875,-6.1015625,-7.00390625,-59.71875,-62.9375,-3.771484375,-4.03515625,1.03125,3.21875,0.90234375,0.263671875
-61.3125,-67.0625,-6.41796875,-7.01953125,-65.9375,-64.4375,-5.15234375,-5.3203125,5.75,-1.5,0.6015625,0.16796875
-61.34375,-58.21875,-9.109375,-10.3359375,-59.65625,-68.875,-6.203125,-7.17578125,-3.125,9.21875,1.2265625,0.97265625
-57.8125,-59.78125,-6.82421875,-6.73046875,-61.46875,-62.8125,-5.8046875,-5.54296875,1.96875,1.34375,-0.09375,-0.26171875
-65.625,-68.3125,-11.21875,-11.53125,-61.1875,-63.5,-3.767578125,-4.4375,2.6875,2.3125,0.3125,0.669921875
-46.4375,-48.90625,-11.15625,-11.3203125,-51.28125,-53.0,-4.67578125,-4.71484375,2.46875,1.71875,0.1640625,0.0390625
-65.875,-69.3125,-7.171875,-8.0859375,-69.5,-74.0625,-4.078125,-5.39453125,3.4375,4.5625,0.9140625,1.31640625
-63.0625,-62.6875,-5.78515625,-6.2421875,-66.1875,-70.6875,-4.66015625,-4.99609375,-0.375,4.5,0.45703125,0.3359375
-66.0625,-67.625,-8.5,-8.7421875,-76.0,-73.8125,-4.25,-4.1171875,1.5625,-2.1875,0.2421875,-0.1328125
-64.3125,-64.5,-8.125,-8.671875,-60.53125,-66.375,-3.7734375,-3.666015625,0.1875,5.84375,0.546875,-0.107421875
-55.875,-58.9375,-5.79296875,-6.26171875,-63.40625,-64.5625,-5.2578125,-5.5234375,3.0625,1.15625,0.46875,0.265625
-59.875,-60.9375,-10.6640625,-10.84375,-62.75,-63.9375,-3.98046875,-3.966796875,1.0625,1.1875,0.1796875,-0.013671875
-59.03125,-57.53125,-5.23828125,-5.42578125,-63.71875,-66.8125,-5.1328125,-5.9296875,-1.5,3.09375,0.1875,0.796875
-54.90625,-53.65625,-12.3515625,-12.8359375,-54.28125,-60.90625,-4.109375,-4.66015625,-1.25,6.625,0.484375,0.55078125
-55.5,-56.75,-11.0625,-11.109375,-62.21875,-62.3125,-5.3984375,-5.0390625,1.25,0.09375,0.046875,-0.359375
-51.90625,-54.09375,-8.0,-8.1171875,-55.65625,-57.65625,-3.513671875,-5.203125,2.1875,2.0,0.1171875,1.689453125
-68.8125,-70.4375,-10.296875,-11.484375,-68.25,-70.1875,-6.50390625,-6.85546875,1.625,1.9375,1.1875,0.3515625
-54.875,-55.8125,-5.31640625,-5.81640625,-56.6875,-61.84375,-3.42578125,-4.71875,0.9375,5.15625,0.5,1.29296875
-55.25,-56.1875,-8.5703125,-8.7734375,-58.3125,-63.25,-4.51171875,-4.6484375,0.9375,4.9375,0.203125,0.13671875
-70.0,-68.875,-9.9296875,-10.203125,-64.25,-68.25,-4.58203125,-5.125,-1.125,4.0,0.2734375,0.54296875
-62.75,-63.71875,-9.015625,-9.4453125,-64.5,-68.0625,-5.51171875,-5.6953125,0.96875,3.5625,0.4296875,0.18359375
-59.78125,-61.5625,-7.984375,-9.1875,-59.5625,-59.46875,-5.44921875,-4.64453125,1.78125,-0.09375,1.203125,-0.8046875
-63.40625,-63.875,-7.875,-7.578125,-67.3125,-68.375,-4.73046875,-4.296875,0.46875,1.0625,-0.296875,-0.43359375
-57.78125,-58.59375,-6.37109375,-6.703125,-55.90625,-59.4375,-4.73046875,-5.03125,0.8125,3.53125,0.33203125,0.30078125
-55.65625,-54.25,-9.40625,-9.6171875,-61.375,-67.125,-4.7890625,-5.49609375,-1.40625,5.75,0.2109375,0.70703125
-61.8125,-63.09375,-5.9296875,-5.83984375,-62.5,-67.0625,-4.26953125,-4.50390625,1.28125,4.5625,-0.08984375,0.234375
-66.3125,-67.25,-7.734375,-8.9140625,-71.1875,-73.9375,-3.61328125,-4.28515625,0.9375,2.75,1.1796875,0.671875
-63.0,-62.0,-8.9296875,-8.8125,-64.0625,-67.8125,-4.0390625,-5.125,-1.0,3.75,-0.1171875,1.0859375
-69.625,-72.625,-6.9921875,-7.66796875,-65.375,-67.25,-6.5390625,-8.1328125,3.0,1.875,0.67578125,1.59375
-66.75,-71.0,-16.71875,-16.921875,-59.5625,-59.96875,-7.26171875,-6.796875,4.25,0.40625,0.203125,-0.46484375
-57.9375,-58.28125,-9.078125,-9.4375,-59.3125,-65.1875,-4.2578125,-4.46484375,0.34375,5.875,0.359375,0.20703125
-60.28125,-60.3125,-9.8203125,-10.625,-59.53125,-64.5625,-5.2109375,-5.70703125,0.03125,5.03125,0.8046875,0.49609375
-58.78125,-56.96875,-7.5390625,-7.34765625,-59.21875,-67.0,-5.4609375,-6.2421875,-1.8125,7.78125,-0.19140625,0.78125
-68.5,-67.25,-8.4921875,-9.0078125,-67.1875,-70.5625,-5.2421875,-5.828125,-1.25,3.375,0.515625,0.5859375
-57.875,-59.125,-10.640625,-11.1953125,-61.5625,-63.46875,-5.1875,-5.6640625,1.25,1.90625,0.5546875,0.4765625
-63.5625,-65.0,-10.203125,-10.703125,-60.84375,-65.5,-4.2109375,-4.4921875,1.4375,4.65625,0.5,0.28125
-61.125,-59.78125,-8.15625,-8.5,-64.25,-70.625,-6.765625,-7.0234375,-1.34375,6.375,0.34375,0.2578125
-70.4375,-70.8125,-7.6875,-7.6640625,-70.1875,-73.5625,-4.3671875,-5.0390625,0.375,3.375,-0.0234375,0.671875
-71.625,-69.8125,-10.25,-10.78125,-67.1875,-70.625,-5.4921875,-5.78125,-1.8125,3.4375,0.53125,0.2890625
-71.8125,-73.625,-8.1328125,-9.0546875,-71.125,-73.4375,-7.890625,-8.0859375,1.8125,2.3125,0.921875,0.1953125
-69.0,-68.25,-9.6640625,-9.890625,-65.1875,-69.875,-7.734375,-6.921875,-0.75,4.6875,0.2265625,-0.8125
-64.1875,-64.9375,-5.87109375,-6.55078125,-64.3125,-67.6875,-5.42578125,-5.91015625,0.75,3.375,0.6796875,0.484375
-57.84375,-57.90625,-7.65234375,-8.6015625,-57.6875,-60.71875,-5.0859375,-5.22265625,0.0625,3.03125,0.94921875,0.13671875
-66.3125,-63.59375,-4.41015625,-3.966796875,-68.1875,-75.625,-5.31640625,-6.51953125,-2.71875,7.4375,-0.443359375,1.203125
-58.28125,-60.53125,-9.4140625,-9.90625,-62.3125,-65.0625,-7.83203125,-8.34375,2.25,2.75,0.4921875,0.51171875
-57.5625,-58.65625,-7.49609375,-7.75,-60.21875,-63.0,-4.12109375,-4.80859375,1.09375,2.78125,0.25390625,0.6875
-61.40625,-60.0,-6.890625,-7.30078125,-61.90625,-69.8125,-6.0234375,-7.00390625,-1.40625,7.90625,0.41015625,0.98046875
-54.375,-55.9375,-9.5859375,-9.5703125,-57.96875,-60.25,-5.53125,-5.6640625,1.5625,2.28125,-0.015625,0.1328125
-67.375,-67.625,-6.1484375,-6.7890625,-63.125,-69.0,-3.591796875,-5.60546875,0.25,5.875,0.640625,2.013671875
-57.375,-62.78125,-7.51953125,-7.64453125,-58.125,-61.40625,-4.890625,-5.37890625,5.40625,3.28125,0.125,0.48828125
-66.75,-66.1875,-5.5703125,-6.015625,-64.1875,-71.0,-4.0390625,-4.1953125,-0.5625,6.8125,0.4453125,0.15625
-63.84375,-60.125,-6.5078125,-6.5078125,-63.46875,-69.8125,-4.90234375,-6.28515625,-3.71875,6.34375,0.0,1.3828125
-59.34375,-60.8125,-8.34375,-8.6875,-59.9375,-63.03125,-5.01953125,-4.86328125,1.46875,3.09375,0.34375,-0.15625
-62.21875,-62.84375,-8.640625,-9.0859375,-65.375,-66.375,-3.91015625,-4.16015625,0.625,1.0,0.4453125,0.25
-60.96875,-61.34375,-6.4453125,-6.1953125,-63.9375,-67.0,-3.849609375,-4.40234375,0.375,3.0625,-0.25,0.552734375
-61.6875,-61.40625,-8.4921875,-9.28125,-67.0625,-67.875,-5.13671875,-5.51171875,-0.28125,0.8125,0.7890625,0.375
-69.1875,-71.5,-6.96875,-7.890625,-74.5,-76.8125,-4.54296875,-5.16015625,2.3125,2.3125,0.921875,0.6171875
-60.15625,-59.90625,-6.7578125,-6.765625,-61.40625,-66.875,-5.41796875,-5.74609375,-0.25,5.46875,0.0078125,0.328125
-69.4375,-66.6875,-11.59375,-11.859375,-64.5,-69.375,-4.76171875,-5.67578125,-2.75,4.875,0.265625,0.9140625
-53.625,-52.46875,-9.2265625,-8.8515625,-56.21875,-64.0,-5.5859375,-5.37890625,-1.15625,7.78125,-0.375,-0.20703125
-61.40625,-64.0,-5.78515625,-6.40625,-55.40625,-60.875,-4.7265625,-4.36328125,2.59375,5.46875,0.62109375,-0.36328125
-62.96875,-65.0,-8.1640625,-8.6015625,-64.75,-67.125,-5.29296875,-5.3984375,2.03125,2.375,0.4375,0.10546875
-54.34375,-57.0625,-7.30859375,-7.70703125,-59.875,-62.0625,-5.0234375,-5.171875,2.71875,2.1875,0.3984375,0.1484375
-63.5,-62.125,-6.390625,-7.35546875,-61.40625,-64.875,-4.19921875,-4.8828125,-1.375,3.46875,0.96484375,0.68359375
-59.0,-58.6875,-12.8125,-14.21875,-65.9375,-69.25,-5.31640625,-6.7421875,-0.3125,3.3125,1.40625,1.42578125
-59.0,-60.84375,-9.296875,-9.890625,-65.5,-65.9375,-4.90625,-5.015625,1.84375,0.4375,0.59375,0.109375
-56.625,-59.8125,-7.625,-8.0703125,-68.375,-70.6875,-4.84375,-4.546875,3.1875,2.3125,0.4453125,-0.296875
-59.65625,-58.625,-6.19140625,-6.296875,-59.9375,-64.625,-4.76953125,-4.984375,-1.03125,4.6875,0.10546875,0.21484375
-62.46875,-66.25,-9.8046875,-10.0,-61.1875,-62.28125,-4.50390625,-4.6484375,3.78125,1.09375,0.1953125,0.14453125
-60.875,-62.9375,-9.2421875,-9.375,-64.3125,-67.0625,-4.51953125,-3.654296875,2.0625,2.75,0.1328125,-0.865234375
-55.5625,-56.5625,-14.734375,-14.28125,-59.0625,-63.53125,-4.83984375,-5.75,1.0,4.46875,-0.453125,0.91015625
-63.53125,-64.125,-6.8203125,-6.6796875,-60.03125,-61.46875,-3.333984375,-3.291015625,0.59375,1.4375,-0.140625,-0.04296875
-61.90625,-65.375,-7.08203125,-8.609375,-66.25,-65.3125,-4.5390625,-4.8203125,3.46875,-0.9375,1.52734375,0.28125
-57.4375,-55.53125,-7.9609375,-7.984375,-58.625,-62.03125,-5.046875,-5.71484375,-1.90625,3.40625,0.0234375,0.66796875
-68.1875,-70.25,-7.36328125,-7.5703125,-68.125,-69.9375,-5.4140625,-5.48828125,2.0625,1.8125,0.20703125,0.07421875
-70.5,-71.8125,-7.4765625,-8.109375,-68.375,-71.5625,-4.71484375,-4.1796875,1.3125,3.1875,0.6328125,-0.53515625
-63.5625,-65.25,-7.63671875,-8.4765625,-67.8125,-69.75,-4.875,-4.79296875,1.6875,1.9375,0.83984375,-0.08203125
-72.125,-72.0625,-9.6171875,-10.1484375,-71.0625,-73.75,-4.09375,-4.328125,-0.0625,2.6875,0.53125,0.234375
-71.375,-79.125,-7.1171875,-8.6171875,-77.5,-77.9375,-5.015625,-5.109375,7.75,0.4375,1.5,0.09375
-57.25,-58.1875,-14.625,-14.7421875,-59.75,-60.21875,-4.81640625,-5.234375,0.9375,0.46875,0.1171875,0.41796875
-59.125,-59.34375,-5.015625,-5.20703125,-58.53125,-62.5625,-3.501953125,-3.810546875,0.21875,4.03125,0.19140625,0.30859375
-67.125,-67.8125,-10.9296875,-11.8203125,-66.5625,-68.4375,-8.015625,-7.86328125,0.6875,1.875,0.890625,-0.15234375
-68.375,-67.125,-6.91015625,-6.9609375,-69.9375,-74.75,-5.8125,-6.2734375,-1.25,4.8125,0.05078125,0.4609375
-62.125,-62.5,-5.234375,-6.0546875,-67.0,-72.125,-5.17578125,-6.25,0.375,5.125,0.8203125,1.07421875
-56.15625,-57.0,-5.65234375,-6.3828125,-57.625,-62.625,-5.16015625,-6.21484375,0.84375,5.0,0.73046875,1.0546875
-57.6875,-59.28125,-7.05859375,-7.92578125,-62.1875,-64.3125,-5.16796875,-5.6171875,1.59375,2.125,0.8671875,0.44921875
-72.1875,-73.3125,-6.51171875,-6.73046875,-72.75,-77.6875,-4.27734375,-4.67578125,1.125,4.9375,0.21875,0.3984375
-63.75,-61.875,-13.65625,-14.328125,-70.125,-73.3125,-4.5234375,-5.25390625,-1.875,3.1875,0.671875,0.73046875
-60.8125,-60.78125,-7.19140625,-7.18359375,-64.75,-66.5625,-4.625,-4.7578125,-0.03125,1.8125,-0.0078125,0.1328125
-66.0625,-66.5,-5.94140625,-6.41796875,-63.0625,-67.1875,-5.12890625,-6.19921875,0.4375,4.125,0.4765625,1.0703125
-64.0625,-63.75,-12.859375,-11.6484375,-69.125,-70.6875,-5.34765625,-5.80859375,-0.3125,1.5625,-1.2109375,0.4609375
-66.8125,-67.75,-10.25,-10.6640625,-65.8125,-66.875,-5.58203125,-5.99609375,0.9375,1.0625,0.4140625,0.4140625
-66.4375,-69.0625,-9.4140625,-9.7734375,-68.625,-70.8125,-5.2890625,-5.91015625,2.625,2.1875,0.359375,0.62109375
-69.375,-68.75,-5.90234375,-5.953125,-65.6875,-69.4375,-4.42578125,-4.2578125,-0.625,3.75,0.05078125,-0.16796875
-66.125,-67.75,-6.7421875,-7.4296875,-61.40625,-64.3125,-4.80859375,-5.28515625,1.625,2.90625,0.6875,0.4765625
-61.6875,-64.0,-14.1484375,-14.3359375,-67.125,-67.625,-5.39453125,-6.890625,2.3125,0.5,0.1875,1.49609375
-58.90625,-56.21875,-14.375,-13.765625,-61.34375,-65.8125,-4.5546875,-4.5,-2.6875,4.46875,-0.609375,-0.0546875
-61.09375,-61.65625,-12.640625,-12.8828125,-62.25,-62.125,-6.5234375,-6.91796875,0.5625,-0.125,0.2421875,0.39453125
-70.75,-73.5,-8.015625,-8.8984375,-72.375,-74.0625,-4.0546875,-4.890625,2.75,1.6875,0.8828125,0.8359375
-66.8125,-67.0625,-7.80859375,-7.8515625,-68.6875,-70.6875,-5.3203125,-5.70703125,0.25,2.0,0.04296875,0.38671875
-62.53125,-66.0,-9.875,-10.0625,-69.375,-72.0625,-4.31640625,-3.94140625,3.46875,2.6875,0.1875,-0.375
