s_PE_DO,s_PE_PO,w_PE_DO,w_PE_PO
0.1875,1.4375,-0.20703125,0.20703125
1.0625,0.875,0.001953125,0.001953125
-1.5,3.6875,0.373046875,-0.3717041015625
-2.3125,3.375,-0.4921875,0.4921875
-0.375,1.3125,0.06640625,-0.06640625
1.25,2.1875,-0.46484375,0.46484375
4.625,0.75,0.0,0.0
-2.875,4.375,-0.44921875,0.44921875
-0.125,4.5,-0.126953125,0.126953125
2.0,-0.8125,0.205078125,-0.205078125
-0.1875,1.875,0.37109375,-0.37109375
-4.1875,5.9375,-0.126953125,0.126953125
-2.5,2.4375,-0.046875,0.046875
0.0,-0.25,0.26171875,-0.26171875
-0.625,1.6875,-0.5078125,0.5078125
2.0625,0.3125,0.20703125,-0.20703125
0.875,-0.375,0.076171875,-0.076171875
-1.25,3.0,-0.046875,0.046875
2.4375,-0.4375,-0.0859375,0.0859375
-0.0625,0.4375,0.3623046875,-0.36328125
-1.5625,1.6875,0.3544921875,-0.34619140625
0.0625,2.5625,-0.0028076171875,0.0042724609375
1.6875,0.625,0.330078125,-0.3359375
0.6875,-0.3125,-0.359375,0.359375
-1.5,1.625,0.126953125,-0.119140625
0.6875,0.3125,0.10546875,-0.09375
0.25,0.5625,0.14453125,-0.140625
0.875,3.0625,-0.072265625,0.076171875
-2.4375,4.0625,-0.53125,0.53125
0.0625,1.25,0.482421875,-0.482421875
-1.625,3.125,-0.33203125,0.328125
0.625,1.0,-0.58203125,0.587890625
0.8125,0.75,0.33984375,-0.33984375
0.25,0.4375,0.8125,-0.8046875
1.25,0.3125,0.01953125,-0.01953125
1.3125,0.3125,0.064453125,-0.06640625
1.0625,0.0625,0.740234375,-0.73828125
0.5625,2.6875,0.0625,-0.060546875
0.3125,1.1875,-0.0625,0.0546875
-1.625,2.6875,0.080078125,-0.076171875
1.5625,0.5,0.1171875,-0.12109375
-0.5625,0.9375,-0.177734375,0.177734375
-1.5,3.53125,-0.208984375,0.208984375
-2.3125,1.25,-0.197265625,0.197265625
0.5,0.375,-0.05859375,0.0625
-2.875,4.0625,-0.3203125,0.3203125
-0.4375,1.0,-0.4921875,0.4921875
0.5625,0.125,0.041015625,-0.041015625
-2.75,3.6875,-0.4609375,0.46875
-0.5,1.8125,0.1611328125,-0.162109375
-1.0,0.625,0.443359375,-0.44140625
-0.1875,0.8125,0.6015625,-0.60546875
-2.9375,5.0625,-0.48828125,0.486328125
1.125,-1.25,2.388671875,-2.373046875
2.0,-0.375,0.009765625,-0.009765625
0.5625,2.5625,-0.10546875,0.107421875
1.3125,0.5,0.67138671875,-0.67041015625
1.0,0.5625,-0.1796875,0.17578125
-0.375,5.125,-0.099609375,0.1015625
2.3125,-0.6875,0.421875,-0.421875
-0.8125,1.4375,-0.09375,0.08984375
0.0,1.0,-0.5,0.49609375
1.4375,0.5625,-0.3828125,0.3828125
-0.1875,1.375,-0.15625,0.15625
-1.5,2.0625,-0.21875,0.21875
-3.5,3.4375,-0.1015625,0.1015625
-1.25,2.375,0.4765625,-0.4765625
0.125,1.0,0.21728515625,-0.21630859375
0.25,2.1875,-0.1953125,0.203125
1.8125,-1.0,0.1171875,-0.1171875
0.75,1.4375,-0.046875,0.046875
0.3125,1.3125,-0.0859375,0.0859375
1.0,1.0625,0.3359375,-0.3359375
-3.375,8.25,0.19140625,-0.19140625
-0.4375,2.5,-0.10546875,0.1015625
0.0,2.125,0.103515625,-0.103515625
0.5625,0.625,0.111328125,-0.109375
0.0,2.375,0.2265625,-0.234375
1.6875,1.25,0.015625,-0.015625
-1.3125,2.5625,-0.5234375,0.52734375
0.4375,3.0625,-0.07421875,0.07421875
1.25,1.6875,0.2421875,-0.24609375
-0.75,1.625,0.14453125,-0.142578125
1.0625,0.625,0.05859375,-0.0546875
-0.0625,1.0,0.12890625,-0.12890625
-2.9375,3.8125,0.001953125,0.001953125
-4.1875,2.9375,0.013671875,-0.013671875
-1.25,2.5,0.53125,-0.5302734375
-2.75,3.3125,-0.61328125,0.62109375
1.0,1.5,-0.029296875,0.033203125
0.5,-0.1875,-0.29296875,0.29296875
-0.1875,0.625,-0.0078125,0.00390625
-0.375,1.125,-0.34765625,0.3515625
-1.125,3.375,0.0625,-0.060546875
-0.8125,3.8125,-0.080078125,0.080078125
0.625,2.5625,0.1953125,-0.203125
-0.625,-0.25,-0.05859375,0.05859375
-2.0,2.75,0.18359375,-0.18359375
-0.25,1.375,0.037109375,-0.037109375
-0.9375,3.5,-0.03515625,0.03515625
1.1875,1.25,0.583984375,-0.583984375
-1.375,2.4375,0.48046875,-0.48046875
0.8125,1.25,-0.181640625,0.181640625
1.6875,1.0,-0.033203125,0.033203125
-3.375,2.375,-0.021484375,0.021484375
0.6875,0.625,-0.16015625,0.16015625
0.0,0.4375,-0.34375,0.34375
1.75,1.0625,0.00390625,-0.00390625
-1.0625,1.9375,0.029296875,-0.029296875
0.4375,-0.125,0.166015625,-0.166015625
0.8125,0.875,0.02734375,-0.02734375
0.25,1.375,-0.0703125,0.0703125
-0.75,3.75,-0.020843505859375,0.020843505859375
0.5625,-0.9375,-0.4609375,0.4609375
2.5,1.125,0.40234375,-0.40234375
-0.1875,0.625,0.84375,-0.84375
-0.875,3.25,-0.33203125,0.33203125
1.9375,1.8125,0.9609375,-0.9609375
-2.125,3.3125,-0.41796875,0.41796875
2.375,1.1875,0.232421875,-0.232421875
0.3125,0.1875,0.19921875,-0.19921875
-0.5,1.5625,0.23046875,-0.23046875
1.375,0.4375,-0.42578125,0.42578125
-0.1875,1.4375,-0.10546875,0.10546875
0.875,3.625,-0.046875,0.046875
-0.125,0.375,0.212890625,-0.212890625
2.375,-0.25,0.03125,-0.03125
-0.3125,-0.1875,0.0234375,-0.0234375
-0.5,2.0625,0.2421875,-0.2421875
2.0625,-1.75,0.1259765625,-0.1259765625
0.375,0.75,-0.0546875,0.0546875
1.6875,1.4375,0.6141357421875,-0.6138916015625
-0.9375,1.59375,-0.52734375,0.529296875
0.4375,1.4375,0.0390625,-0.03515625
1.0,-0.3125,0.2109375,-0.2109375
0.25,0.625,0.009765625,-0.005859375
-1.375,2.75,-0.005859375,0.005859375
-0.9375,2.0625,-0.16796875,0.16796875
1.3125,-0.3125,0.3203125,-0.3203125
-1.6875,2.9375,0.509765625,-0.521484375
1.1875,0.6875,-0.0594482421875,0.058349609375
-0.3125,3.9375,0.022216796875,-0.02099609375
-0.125,0.9375,0.130859375,-0.130859375
0.4375,0.5,-0.3046875,0.3046875
-0.125,1.75,0.017578125,-0.0234375
-1.0,2.75,-0.021484375,0.017578125
2.3125,-0.0625,0.3671875,-0.3671875
-2.0625,2.625,0.703125,-0.703125
-0.375,1.875,-0.09375,0.09375
-0.875,1.0625,-0.1171875,0.1171875
0.625,2.1875,-0.28125,0.28125
2.5625,-0.75,0.042724609375,-0.042724609375
-0.5,2.1875,0.33984375,-0.33984375
-1.625,4.5,-0.86328125,0.86328125
0.0625,1.125,-0.0546875,0.0546875
0.3125,0.3125,-0.5234375,0.5234375
0.5,1.875,0.19873046875,-0.19873046875
0.5625,0.6875,-0.046875,0.046875
-1.0,2.125,-0.2734375,0.2734375
1.0625,1.125,0.26171875,-0.26171875
2.625,-0.4375,-0.01953125,0.01953125
-0.4375,2.1875,0.53515625,-0.53515625
0.375,3.0625,-0.330078125,0.330078125
-1.1875,1.625,0.45556640625,-0.45556640625
4.3125,-3.125,1.6201171875,-1.6201171875
0.0625,1.0625,-0.06640625,0.06640625
1.1875,0.25,0.173828125,-0.173828125
-0.8125,1.625,-0.11328125,0.11328125
1.0625,1.8125,-0.0625,0.0625
-2.8125,3.75,-0.19140625,0.19140625
-0.125,1.375,-0.39453125,0.39453125
0.3125,0.875,0.095703125,-0.095703125
-1.5,2.6875,0.16748046875,-0.16748046875
-0.5625,1.3125,0.82421875,-0.82421875
-0.5,2.5,-0.09375,0.09375
2.6875,-1.0625,0.3125,-0.3125
0.5,2.0625,0.033203125,-0.033203125
0.4375,1.1875,-0.0703125,0.0703125
1.3125,1.875,0.90625,-0.90625
1.5625,1.875,0.36328125,-0.36328125
2.6875,-0.125,-0.439453125,0.439453125
0.875,1.5,0.0234375,-0.02734375
-0.75,1.5625,0.1640625,-0.15625
1.0,0.625,0.1064453125,-0.1015625
0.9375,1.6875,0.22265625,-0.21875
1.4375,-0.0625,0.029296875,-0.02734375
1.875,-0.0625,0.48828125,-0.48828125
0.125,1.25,0.03125,-0.03125
3.1875,-0.8125,0.595703125,-0.59375
-1.25,3.125,-0.07421875,0.078125
0.3125,1.9375,0.03125,-0.03125
2.5,-0.1875,0.03125,-0.03125
0.375,2.0,-0.0655517578125,0.0655517578125
0.125,2.5,-0.28125,0.2734375
0.9375,0.8125,-0.05078125,0.05078125
-4.0,5.8125,-0.4296875,0.4296875
2.1875,0.4375,-0.140625,0.140625
-0.625,2.125,0.1927490234375,-0.1927490234375
-1.9375,3.9375,0.220703125,-0.220703125
-0.125,2.25,0.060302734375,-0.060302734375
0.3125,-0.625,0.07421875,-0.07421875
0.375,2.0625,-0.171875,0.171875
-2.1875,3.8125,0.3984375,-0.3984375
-0.25,1.75,0.533203125,-0.533203125
-1.125,1.875,0.015625,-0.015625
-1.0625,2.6875,0.0546875,-0.0546875
-2.8125,3.6875,0.484130859375,-0.484130859375
1.375,0.9375,0.5439453125,-0.5439453125
-0.1875,0.875,0.04949951171875,-0.04949951171875
0.0,0.9375,-0.0302734375,0.0302734375
0.375,0.875,-0.1796875,0.1796875
2.5,-0.75,0.076171875,-0.076171875
0.125,1.125,0.33984375,-0.33984375
0.5625,0.625,-0.052734375,0.052734375
-0.125,1.5625,-0.201171875,0.201171875
1.0625,0.3125,-0.37890625,0.37890625
-0.75,4.375,-0.3359375,0.3359375
-0.1875,1.9375,0.42578125,-0.42578125
0.875,0.3125,0.0283203125,-0.0283203125
0.75,-0.3125,0.052734375,-0.052734375
-2.6875,5.0,-0.341796875,0.341796875
-1.1875,0.6875,0.37109375,-0.37109375
0.8125,0.375,0.03515625,-0.03515625
-0.5625,2.125,-0.0703125,0.0703125
-1.8125,2.6875,-0.384765625,0.384765625
-1.3125,3.375,0.328125,-0.328125
1.0,1.5,0.21875,-0.21875
1.3125,1.625,0.125,-0.125
0.5,1.1875,-0.234375,0.23046875
0.6875,1.9375,-0.078125,0.07421875
2.0625,-2.0,-0.00390625,0.00390625
1.8125,0.8125,0.345703125,-0.35546875
-0.75,3.125,-0.01953125,0.03125
0.25,0.625,-0.26953125,0.271484375
0.25,2.25,-0.166015625,0.1728515625
-3.1875,5.0,-0.21484375,0.21484375
0.25,0.5625,0.017578125,-0.017578125
-0.5,1.1875,0.13671875,-0.13671875
-1.8125,2.1875,-0.1796875,0.1796875
-1.75,2.8125,-0.6376953125,0.6455078125
-1.4375,1.6875,-0.1015625,0.1015625
-2.3125,2.9375,-0.029296875,0.029296875
1.0625,1.1875,0.130859375,-0.1328125
-0.375,2.3125,-0.29296875,0.29296875
0.3125,1.9375,0.29296875,-0.29296875
1.6875,0.3125,-0.12109375,0.12109375
-2.125,4.34375,-0.0546875,0.0546875
1.25,0.875,0.13671875,-0.13671875
-0.5,3.0,0.36328125,-0.36328125
-0.6875,2.25,0.66796875,-0.66796875
0.0,0.0,-0.013671875,0.013671875
0.1875,1.125,0.51171875,-0.51171875
0.375,2.5625,-0.0390625,0.0390625
-0.875,2.125,-0.65625,0.65625
0.625,-0.0625,0.00390625,-0.00390625
-1.5,1.875,-0.359375,0.359375
-1.8125,1.0625,0.830078125,-0.830078125
1.4375,3.25,0.123046875,-0.123046875
5.1875,-3.1875,0.56640625,-0.56640625
-0.3125,1.75,0.00390625,-0.00390625
0.875,1.4375,-0.4453125,0.4453125
0.375,1.0625,0.30078125,-0.30078125
0.625,0.3125,-0.125,0.125
1.5625,-0.25,-0.0546875,0.0546875
0.5625,1.6875,-0.0234375,0.0234375
-0.9375,2.3125,-0.03125,0.03125
0.375,0.125,0.5625,-0.5625
1.0,0.5625,0.05859375,-0.05859375
-0.9375,1.75,-0.18359375,0.18359375
0.625,1.0625,0.146484375,-0.146484375
-1.1875,3.0625,-0.609375,0.609375
1.1875,2.375,0.0447998046875,-0.0447998046875
2.3125,0.125,0.13671875,-0.13671875
0.0,0.3125,0.3203125,-0.3203125
2.1875,0.625,0.01953125,-0.01953125
-0.625,1.0,-0.328125,0.32421875
1.8125,-0.125,0.6015625,-0.59765625
0.625,1.0,-0.04296875,0.0390625
-1.1875,1.8125,0.337890625,-0.34765625
-0.8125,4.0625,-0.5234375,0.5234375
-0.0625,0.8125,0.1328125,-0.13671875
0.4375,0.5,0.2578125,-0.2578125
2.4375,-1.75,0.279296875,-0.279296875
-1.0,0.75,0.08203125,-0.08203125
0.1875,1.5,-0.107421875,0.107421875
1.5625,-0.8125,0.4765625,-0.46875
-0.4375,2.0625,-0.09375,0.095703125
2.125,0.5625,0.052734375,-0.052734375
0.1875,1.9375,0.15625,-0.15625
-0.0625,2.3125,-0.14453125,0.13671875
-3.3125,2.875,-0.06640625,0.06640625
-0.25,1.375,-0.0546875,0.0546875
-0.0625,0.3125,0.037109375,-0.037109375
-1.0625,2.5625,-0.4921875,0.4921875
-1.0,1.4375,-0.29296875,0.29296875
-0.625,2.4375,0.087890625,-0.087890625
-1.8125,6.5625,-0.12890625,0.12890625
1.6875,0.9375,1.17578125,-1.17578125
-0.6875,3.0,-0.2890625,0.2890625
0.0,1.5,0.169921875,-0.169921875
1.9375,-0.25,-0.00390625,0.00390625
-1.9375,2.0625,0.123046875,-0.123046875
-1.0,2.6875,-0.01953125,0.01953125
0.375,0.0,-0.109375,0.109375
1.75,1.625,0.203125,-0.203125
0.4375,1.625,0.9453125,-0.9453125
0.75,0.0,0.1953125,-0.1953125
0.1875,1.625,0.22265625,-0.22265625
0.1875,1.0,0.03125,-0.03125
-1.25,3.25,0.384765625,-0.384765625
0.5625,2.125,-0.3359375,0.3359375
1.4375,0.3125,0.740234375,-0.740234375
-1.75,1.9375,0.02734375,-0.02734375
0.0625,2.1875,0.208984375,-0.208984375
2.9375,-1.9375,1.43359375,-1.43359375
-0.5625,2.125,0.34765625,-0.34765625
1.4375,0.0,-0.03369140625,0.03369140625
-3.125,4.5,-0.3359375,0.3359375
0.125,1.625,0.4716796875,-0.4716796875
1.3125,2.0625,-0.310546875,0.310546875
0.625,0.8125,0.171875,-0.171875
-0.125,2.25,0.13671875,-0.13671875
0.3125,1.25,0.35546875,-0.35546875
-0.1875,0.875,-0.23046875,0.23046875
-1.625,0.5,0.11328125,-0.11328125
-0.25,1.1875,-0.064453125,0.064453125
0.5,1.625,-0.01171875,0.01171875
1.3125,0.125,0.1875,-0.1875
2.0,-0.5625,0.1171875,-0.1171875
-0.5,1.4375,0.169921875,-0.169921875
0.0,1.9375,0.1875,-0.1875
-2.0,4.1875,0.1328125,-0.1328125
-0.25,2.125,-0.166015625,0.166015625
2.5,-0.5625,0.990234375,-0.990234375
-1.3125,2.75,-0.150390625,0.150390625
0.8125,1.75,-0.16796875,0.16796875
-0.25,1.5625,0.2265625,-0.2265625
-0.875,1.3125,0.259765625,-0.259765625
0.5,1.3125,-0.03173828125,0.03173828125
-1.1875,1.0,-0.080078125,0.080078125
-0.4375,2.0625,0.19921875,-0.19921875
3.625,-2.3125,1.046875,-1.046875
-3.0,6.5625,-0.203125,0.203125
-1.5,2.75,-0.1484375,0.1484375
-1.375,2.6875,0.1328125,-0.1328125
-0.875,1.4375,-0.169921875,0.169921875
1.6875,-0.0625,0.1640625,-0.1640625
-1.1875,2.0625,0.029296875,-0.029296875
-0.1875,2.3125,0.06640625,-0.06640625
-0.4375,0.375,-0.052734375,0.052734375
2.4375,0.6875,0.28515625,-0.28515625
3.125,-1.5,0.220703125,-0.220703125
-0.1875,2.3125,-0.4296875,0.4296875
0.9375,0.1875,-0.171875,0.171875
-0.5625,1.625,-0.3515625,0.3515625
0.25,1.1875,-0.11328125,0.11328125
-0.5,2.1875,-0.32421875,0.32421875
1.3125,-0.1875,0.7734375,-0.7734375
-1.125,3.125,-0.318359375,0.31640625
0.8125,0.0,0.125,-0.12890625
-0.1875,1.1875,0.10546875,-0.103515625
0.5625,1.875,0.08203125,-0.083984375
-3.3125,4.125,-0.453125,0.453125
1.625,-0.125,0.21875,-0.21484375
-1.25,3.4375,0.913818359375,-0.9134521484375
-2.875,2.3125,-0.029296875,0.029296875
-0.4375,0.375,0.046875,-0.0390625
-0.75,2.125,-0.26171875,0.265625
-2.5,3.0625,0.501953125,-0.5
1.375,0.125,0.875,-0.875
-0.0625,3.5,-0.08203125,0.08203125
-2.875,2.375,0.02742767333984375,-0.02742767333984375
0.0,1.3125,-0.078125,0.078125
-0.5,2.875,0.21826171875,-0.21826171875
2.0,-0.5625,1.3046875,-1.3046875
0.25,1.5,0.162109375,-0.162109375
0.8125,1.1875,0.240234375,-0.240234375
-0.3125,0.6875,0.326171875,-0.326171875
1.3125,0.3125,-0.2109375,0.2109375
1.3125,0.125,0.05078125,-0.05078125
0.5,1.0,0.009765625,-0.009765625
1.0625,0.1875,0.2890625,-0.2890625
-2.5625,4.6875,0.130859375,-0.130859375
-0.8125,1.5625,-0.322265625,0.322265625
0.125,1.625,0.3671875,-0.3671875
-1.5625,3.4375,-0.193359375,0.193359375
0.5,1.8125,-0.525390625,0.525390625
-0.625,2.3125,0.65234375,-0.65625
0.4375,0.75,-0.04296875,0.04296875
-1.3125,2.8125,0.02301025390625,-0.0238037109375
0.5,1.125,0.10546875,-0.10546875
1.25,-0.625,-0.009765625,0.013671875
-0.625,2.25,0.21484375,-0.21484375
-1.0625,2.6875,-0.810546875,0.806640625
1.9375,-0.9375,-0.28125,0.28515625
1.0,0.625,0.1484375,-0.1484375
-1.75,4.3125,-0.19140625,0.19921875
-1.375,1.25,0.28515625,-0.29296875
6.25,-3.5,0.677734375,-0.677734375
0.4375,1.25,0.0234375,-0.0234375
0.75,0.8125,0.0078125,-0.0078125
-0.5625,1.5,0.171875,-0.1640625
1.0625,0.6875,0.15625,-0.15625
-1.0,0.0,0.109375,-0.10546875
-0.125,2.3125,0.068359375,-0.064453125
1.625,-0.1875,0.033203125,-0.02734375
-0.625,2.0625,1.052734375,-1.05859375
1.375,0.6875,0.072265625,-0.07421875
3.0625,0.3125,0.16015625,-0.154296875
-4.5,5.875,0.1328125,-0.125
1.1875,1.625,-0.45703125,0.4609375
1.1875,-0.0625,0.234375,-0.23828125
0.3125,-0.3125,0.00390625,-0.00390625
0.75,1.5625,0.1494140625,-0.1455078125
-1.3125,2.25,0.01171875,-0.0078125
0.9375,1.25,-0.3671875,0.3671875
-3.375,3.125,-0.275390625,0.279296875
-0.0625,2.3125,-0.05859375,0.05859375
-1.0625,3.4375,-0.029296875,0.033203125
-1.9375,3.9375,-0.140625,0.140625
0.6875,0.75,-0.3125,0.31640625
0.625,1.75,0.08984375,-0.09375
1.9375,0.875,-0.016845703125,0.01806640625
0.75,1.5,0.9375,-0.9375
-2.0,1.1875,-0.2421875,0.2421875
-0.25,1.0625,0.041015625,-0.041015625
0.4375,0.4375,0.15625,-0.16015625
-1.625,2.8125,0.203125,-0.19921875
1.625,-0.5,-0.23046875,0.234375
2.75,-0.5625,0.50244140625,-0.501953125
-3.3125,2.25,0.048828125,-0.046875
1.125,1.625,0.078125,-0.078125
-1.1875,2.6875,-0.09375,0.09375
1.0,0.4375,0.322265625,-0.326171875
1.375,2.8125,0.859375,-0.861328125
1.625,0.6875,0.9541015625,-0.9541015625
0.5,1.625,-0.3515625,0.3515625
-0.375,3.25,0.38671875,-0.38671875
0.0625,1.375,-0.064453125,0.064453125
0.1875,1.625,-0.59375,0.59375
0.0,3.4375,0.1552734375,-0.1552734375
-0.6875,2.0,0.62890625,-0.62890625
1.0625,-1.0625,-0.484375,0.484375
0.25,1.0,-0.12109375,0.12109375
-1.625,3.0,0.0625,-0.0625
-0.0625,2.3125,0.15234375,-0.15234375
0.0625,2.3125,0.07421875,-0.07421875
1.5625,-0.125,0.015625,-0.015625
-0.25,2.125,-0.025390625,0.025390625
-1.875,5.1875,-0.0078125,0.0078125
0.375,2.0625,0.0625,-0.0625
-0.3125,2.5625,0.3046875,-0.30078125
-0.75,2.0,-0.6484375,0.65625
-0.625,2.0625,-0.48046875,0.4765625
-0.6875,0.6875,-0.28515625,0.28515625
1.4375,0.6875,0.205078125,-0.20703125
0.9375,1.875,0.79296875,-0.7890625
0.4375,0.75,0.0703125,-0.0703125
1.0,1.875,-0.220703125,0.22265625
-0.625,2.3125,-0.0078125,0.0078125
2.125,0.5,0.408203125,-0.408203125
0.4375,1.25,0.166015625,-0.1640625
-0.1875,1.5,-0.927734375,0.927734375
1.8125,0.5625,0.015625,-0.015625
-2.9375,5.75,-0.98046875,0.98046875
-1.4375,1.75,0.34375,-0.341796875
2.0,0.375,-0.154296875,0.15625
1.5625,0.21875,0.080078125,-0.08203125
-0.625,3.125,0.1953125,-0.1953125
-3.25,4.9375,-0.26953125,0.26953125
-0.4375,4.125,0.7900390625,-0.794921875
0.375,0.75,0.68603515625,-0.6865234375
0.3125,0.4375,0.158203125,-0.158203125
0.125,0.9375,-0.25,0.2421875
-0.1875,2.375,0.0390625,-0.041015625
1.25,0.8125,-0.0703125,0.068359375
-1.1875,2.25,0.1015625,-0.1015625
1.3125,1.0625,0.29296875,-0.2890625
-0.4375,3.4375,-0.3828125,0.375
0.9375,1.4375,-0.1640625,0.162109375
-0.6875,0.6875,0.03515625,-0.046875
-0.875,0.625,-0.4140625,0.4140625
0.75,1.875,-0.008544921875,0.00732421875
-0.875,2.0,-0.30078125,0.30078125
1.0,0.0625,0.173828125,-0.173828125
1.0,1.125,0.625,-0.625
-1.0625,1.3125,-0.111328125,0.111328125
1.8125,0.5625,-0.0546875,0.0546875
-1.9375,3.75,0.427734375,-0.427734375
-0.5625,1.4375,-0.125,0.125
-0.3125,1.625,-0.26171875,0.26171875
-0.625,1.625,-0.14453125,0.14453125
-0.125,1.6875,-0.31640625,0.31640625
-0.5625,1.0,-0.0546875,0.0546875
-1.8125,2.5,-0.034912109375,0.034912109375
-1.25,1.4375,0.11328125,-0.11328125
-1.9375,2.0,-0.06640625,0.06640625
0.5,2.0,-0.162109375,0.162109375
0.3125,2.125,-0.658203125,0.658203125
1.875,-0.25,0.021484375,-0.021484375
-4.6875,6.5,-0.6328125,0.6328125
0.5,0.9375,-0.05078125,0.05078125
2.0625,1.9375,0.15625,-0.15625
-2.125,2.625,0.046875,-0.046875
-1.0,2.0,-0.111572265625,0.111572265625
1.125,0.75,-0.7265625,0.7265625
-0.4375,0.9375,-0.009521484375,0.009521484375
-0.5,3.25,0.40625,-0.40625
0.4375,1.4375,-0.3515625,0.3515625
1.3125,0.3125,0.04296875,-0.04296875
-3.125,4.25,-0.37353515625,0.37353515625
-1.0625,2.125,-0.609375,0.609375
1.625,-0.5,-0.01953125,0.01953125
-0.375,2.0,-0.0546875,0.0546875
1.0,1.875,-0.23046875,0.23046875
-1.6875,2.0625,-0.1953125,0.19921875
0.375,0.4375,-0.052734375,0.052734375
0.375,1.0,-0.125,0.125
-0.125,1.4375,-0.064453125,0.06640625
0.6875,0.875,0.24609375,-0.24609375
1.6875,0.625,-0.078125,0.0703125
-1.4375,2.4375,-0.21875,0.22265625
1.0,1.75,-0.08984375,0.0859375
-0.4375,1.6875,-0.359375,0.3671875
1.8125,0.125,0.41015625,-0.41015625
3.375,-0.5,0.447265625,-0.453125
-0.5,0.0625,0.41796875,-0.4296875
