s_PE_DO,s_PE_PO,w_PE_DO,w_PE_PO
0.8125,2.25,0.1318359375,-0.13177490234375
-0.5625,3.8125,0.37109375,-0.37109375
-1.5625,0.3125,0.2578125,-0.25390625
0.5625,0.125,0.00390625,-0.00390625
0.75,2.75,-0.0859375,0.083984375
-0.75,2.0625,0.92578125,-0.931640625
-0.125,1.25,0.0078125,0.0
-0.625,2.125,0.0234375,-0.02734375
-1.5,1.9375,0.3515625,-0.34375
-0.9375,0.8125,0.01171875,-0.0078125
0.1875,3.3125,-0.4140625,0.4140625
0.75,1.625,0.265625,-0.263671875
1.125,0.125,0.62109375,-0.62109375
-0.3125,2.4375,0.322265625,-0.322265625
0.875,0.4375,-0.033203125,0.033203125
0.625,1.4375,0.0390625,-0.0390625
1.0,0.9375,0.4375,-0.4375
-1.5625,2.3125,0.287109375,-0.287109375
0.0625,3.0,0.48095703125,-0.48095703125
-1.875,2.0,0.142578125,-0.142578125
0.25,0.4375,-0.28125,0.28125
-3.0,4.5625,0.033203125,-0.033203125
-0.25,0.625,-0.13671875,0.13671875
-0.75,3.0,0.146484375,-0.146484375
2.1875,0.25,0.08984375,-0.08984375
-3.5625,6.0,-0.2421875,0.2421875
-0.875,2.4375,-0.0625,0.0625
-0.6875,2.6875,-0.296875,0.296875
0.125,0.125,0.5185546875,-0.5185546875
-0.4375,2.5,-0.0859375,0.0859375
0.0625,0.9375,-0.060546875,0.060546875
0.375,0.4375,-0.63671875,0.63671875
-0.8125,1.0,0.1640625,-0.1640625
2.25,0.25,0.25,-0.25
2.5,0.9375,0.3203125,-0.3203125
1.375,-0.0625,0.048828125,-0.048828125
1.125,1.5,0.24609375,-0.24609375
0.5625,-0.625,0.7578125,-0.7578125
-0.75,2.25,-0.14453125,0.14453125
-0.125,1.625,-0.013671875,0.013671875
2.25,0.1875,0.1494140625,-0.1494140625
0.8125,1.25,-0.08984375,0.08984375
-2.5625,3.375,0.75,-0.75
1.3125,-0.625,-0.13671875,0.13671875
1.375,-0.125,0.46875,-0.46875
-0.0625,1.3125,0.60546875,-0.59765625
1.9375,0.0625,0.286865234375,-0.28466796875
0.5,1.6875,0.021484375,-0.0234375
-0.375,2.6875,-0.123046875,0.119140625
2.1875,-1.9375,-0.00390625,0.00390625
0.375,0.8125,-0.099609375,0.09765625
0.9375,0.3125,0.0,0.0
0.0625,2.25,0.107421875,-0.107421875
2.6875,-1.375,-0.2421875,0.24609375
2.625,-2.3125,0.48828125,-0.4921875
-0.75,2.1875,0.541015625,-0.546875
0.0625,0.9375,-0.03515625,0.03515625
0.875,1.4375,-0.515625,0.515625
-0.3125,4.9375,0.1484375,-0.1484375
3.5,-0.0625,0.0625,-0.0546875
-1.875,1.875,0.072265625,-0.072265625
0.375,0.6875,0.0,0.0
-0.25,1.1875,0.203125,-0.203125
1.25,1.25,-0.01953125,0.01953125
1.8125,1.25,-0.140625,0.140625
-2.9375,3.5,-0.072265625,0.072265625
0.875,-0.25,0.166015625,-0.166015625
1.625,-0.75,0.30419921875,-0.30419921875
2.3125,0.6875,-0.017578125,0.017578125
1.0,-0.5,0.20703125,-0.20703125
2.1875,2.25,-0.140625,0.140625
0.875,0.4375,0.19921875,-0.19921875
0.375,0.5625,0.26953125,-0.26953125
-1.6875,3.0625,0.40771484375,-0.40771484375
1.625,-0.125,0.23828125,-0.23828125
0.375,1.1875,0.5703125,-0.5703125
0.5,1.0625,0.16796875,-0.171875
-0.25,2.9375,0.0078125,-0.0107421875
-0.0625,3.75,0.044921875,-0.044921875
-0.625,2.1875,0.09765625,-0.08984375
-1.25,1.625,-0.1171875,0.1171875
-0.4375,1.875,0.05078125,-0.05078125
0.375,0.0625,0.1015625,-0.1015625
-2.75,4.1875,-0.19921875,0.197265625
2.9375,-0.3125,0.48828125,-0.48828125
1.875,-0.0625,0.072265625,-0.068359375
1.125,0.0,-0.08203125,0.083984375
0.5,-0.125,-0.16015625,0.162109375
0.625,-0.1875,0.515625,-0.515625
-1.25,2.9375,0.1328125,-0.1328125
-1.625,4.6875,-0.0859375,0.08984375
1.9375,-0.8125,0.0234375,-0.03125
2.0,-0.5625,-0.0703125,0.0703125
-5.6875,5.9375,-0.4375,0.4375
1.5,-0.0625,-0.3984375,0.3984375
-3.125,3.9375,-0.20703125,0.20703125
-1.5625,2.4375,0.404296875,-0.404296875
-0.9375,1.5625,0.08984375,-0.08984375
0.5625,2.125,-0.60546875,0.60546875
-0.9375,1.1875,0.125,-0.125
-1.5,3.4375,0.35986328125,-0.35986328125
-1.0,2.4375,0.11572265625,-0.11572265625
-1.8125,1.6875,0.265625,-0.265625
0.0625,2.6875,-0.28125,0.28125
0.3125,2.0,0.05615234375,-0.05615234375
-2.0,1.125,-0.0859375,0.0859375
-0.6875,2.5,-0.244140625,0.244140625
-1.0625,2.3125,-0.06640625,0.06640625
0.3125,1.375,-0.08984375,0.087890625
-0.25,2.25,-0.287109375,0.28515625
-2.3125,3.4375,0.50390625,-0.5078125
-1.1875,1.625,0.1865234375,-0.1796875
-1.25,2.6875,0.3203125,-0.31640625
0.5625,1.5,-0.109375,0.107421875
2.0625,0.4375,0.1640625,-0.1640625
0.25,1.0625,0.57421875,-0.57421875
-1.0,2.1875,-0.02734375,0.0234375
1.25,-0.5,0.189453125,-0.1875
-0.4375,0.6875,0.015625,-0.01953125
0.0,2.0,-0.237548828125,0.233642578125
-0.5625,1.875,-0.017578125,0.017578125
-0.75,2.0625,0.1875,-0.18359375
-0.8125,2.25,-0.62109375,0.62890625
-1.375,1.5625,-0.3671875,0.3671875
-0.1875,3.375,-0.53125,0.52734375
-1.3125,0.9375,0.14599609375,-0.14794921875
-0.25,4.125,-0.15234375,0.15234375
0.625,1.3125,0.1328125,-0.130859375
0.625,1.375,-0.69921875,0.703125
0.625,0.4375,0.2421875,-0.2421875
-3.4375,7.3125,-0.7578125,0.75
1.6875,1.5,-0.03515625,0.0390625
-0.125,0.8125,0.3046875,-0.30859375
-0.6875,0.5625,-0.05078125,0.052734375
-2.5,4.0625,-0.001953125,0.001953125
-0.125,0.625,0.203125,-0.2001953125
0.5,0.5625,0.212890625,-0.21484375
0.75,0.5625,0.1171875,-0.12109375
2.1875,1.75,0.3515625,-0.34765625
-1.0,1.125,-0.140625,0.140625
0.5625,0.4375,-0.4765625,0.4765625
3.5625,-1.3125,0.205078125,-0.20703125
-0.4375,0.875,0.01953125,-0.01953125
-0.125,1.3125,-0.03125,0.03125
-0.1875,2.5,0.3984375,-0.3984375
-1.8125,2.4375,-0.13671875,0.13671875
-0.3125,1.6875,0.0078125,-0.01171875
0.5625,0.75,0.1171875,-0.1171875
-1.0,3.0,-0.22265625,0.220703125
0.5,2.4375,-0.71484375,0.71875
-3.0,1.8125,0.279296875,-0.279296875
0.3125,1.0625,0.578125,-0.57421875
-0.9375,1.0625,-0.6328125,0.63671875
-1.6875,1.1875,0.119140625,-0.12109375
-0.25,2.5,0.2227783203125,-0.2239990234375
0.1875,0.9375,0.05859375,-0.0546875
-0.875,2.75,0.1875,-0.1875
-1.25,3.0625,0.042755126953125,-0.042755126953125
3.4375,-2.0,0.095703125,-0.095703125
0.875,0.75,-0.1171875,0.1171875
3.5625,-1.875,0.56689453125,-0.56689453125
0.75,0.1875,-0.0179443359375,0.0179443359375
1.75,2.875,0.37890625,-0.37890625
1.625,-0.75,-0.5390625,0.5390625
-3.125,3.9375,-0.98046875,0.98046875
-1.25,0.25,-0.0859375,0.0859375
-1.0,3.25,0.47265625,-0.47265625
1.4375,0.5625,0.6171875,-0.6171875
-2.125,2.6875,-0.08984375,0.08984375
0.375,2.9375,0.0,0.0
-3.4375,4.8125,0.04296875,-0.04296875
-2.5,4.25,0.0263671875,-0.0263671875
1.25,2.125,-0.171875,0.171875
0.125,1.375,0.28515625,-0.28515625
-0.5625,1.8125,-0.31640625,0.31640625
-3.375,7.0625,-0.072265625,0.072265625
-0.1875,1.375,-0.171875,0.171875
-0.25,2.9375,0.631103515625,-0.631103515625
-2.0625,3.625,-0.06640625,0.06640625
1.5,1.1875,-0.609375,0.609375
-0.0625,1.5625,-0.134765625,0.134765625
0.375,3.0,0.3916015625,-0.3916015625
0.4375,1.4375,-0.025390625,0.025390625
0.625,0.625,0.20703125,-0.20703125
0.375,0.875,0.099609375,-0.099609375
1.5,2.0625,-0.216796875,0.216796875
-0.5,2.1875,0.115234375,-0.115234375
1.125,1.25,0.197265625,-0.197265625
-0.1875,1.9375,0.109375,-0.109375
-1.375,3.625,-0.05078125,0.05078125
-0.125,1.125,0.4267578125,-0.4267578125
0.6875,0.625,-0.0703125,0.0703125
0.875,4.1875,-0.283203125,0.283203125
0.0,1.9375,-0.109375,0.109375
0.3125,0.5,0.208984375,-0.208984375
-0.1875,1.1875,-0.01953125,0.01953125
0.0,0.5,0.35546875,-0.35546875
0.6875,0.75,0.384765625,-0.384765625
0.25,1.1875,2.9140625,-2.9140625
1.0,2.75,-0.04296875,0.04296875
-0.6875,2.25,-0.1328125,0.1328125
-0.3125,2.5,-0.48828125,0.48828125
-1.0,4.0,0.032958984375,-0.032958984375
-0.625,2.25,0.6328125,-0.6328125
-0.4375,2.0625,0.1015625,-0.1015625
0.625,1.625,-0.0625,0.0625
-1.125,2.0625,0.2578125,-0.2578125
0.625,1.0625,0.236328125,-0.236328125
-2.875,1.3125,-0.63671875,0.63671875
-0.1875,2.375,0.05859375,-0.05859375
-1.6875,2.875,0.267578125,-0.267578125
1.625,0.25,-0.16015625,0.16015625
0.8125,1.125,0.0390625,-0.0390625
-0.625,0.5625,-0.193359375,0.193359375
1.4375,0.8125,-0.208984375,0.208984375
1.0,0.4375,0.462890625,-0.462890625
0.75,0.5625,0.08984375,-0.08984375
2.25,-0.9375,2.056640625,-2.056640625
1.375,0.5,0.203125,-0.203125
-0.6875,2.1875,-0.734375,0.734375
-2.125,5.125,-0.1015625,0.1015625
-3.375,3.6875,-0.4111328125,0.4111328125
1.1875,0.375,-0.04296875,0.044921875
1.3125,0.8125,-0.15625,0.1640625
-1.0625,3.75,0.3125,-0.3125
-4.25,3.375,0.080078125,-0.080078125
-0.5625,3.0,-0.2744140625,0.271484375
0.75,1.25,0.03955078125,-0.03759765625
0.75,1.6875,-0.3046875,0.3046875
0.875,-0.0625,-0.02734375,0.02734375
2.375,-0.875,-0.2578125,0.2578125
1.5625,1.25,0.1953125,-0.1875
-0.5625,0.6875,-0.1484375,0.150390625
-0.75,1.8125,0.3671875,-0.3671875
-1.375,4.1875,-0.84375,0.84375
-0.4375,1.6875,0.0625,-0.0625
-1.5625,2.25,-0.16796875,0.16796875
-0.625,2.3125,-0.115234375,0.115234375
-1.6875,3.625,-0.5546875,0.5546875
0.125,2.0,0.91796875,-0.91796875
-0.5625,1.75,0.12890625,-0.12890625
0.9375,0.625,-0.107421875,0.107421875
-1.625,5.375,-0.1484375,0.1484375
-0.125,2.125,0.6953125,-0.6953125
1.8125,-0.75,0.1201171875,-0.1201171875
1.875,0.375,1.448974609375,-1.448974609375
-0.4375,1.125,-0.220703125,0.220703125
2.0,-0.0625,0.02734375,-0.02734375
-0.1875,2.25,-0.1953125,0.1953125
0.375,0.5625,0.19921875,-0.19921875
-2.4375,6.0625,-0.48828125,0.48828125
0.875,2.0,-0.04296875,0.04296875
-1.0625,0.875,-0.13671875,0.13671875
-1.0625,1.4375,-0.095703125,0.095703125
-8.125,5.4375,0.03125,-0.03125
-2.0625,1.9375,0.4656982421875,-0.4656982421875
-0.5625,1.625,0.1484375,-0.1484375
2.3125,-0.875,0.173828125,-0.173828125
1.875,-3.125,0.3974609375,-0.3974609375
1.375,1.875,0.517578125,-0.517578125
3.125,-2.3125,0.548828125,-0.548828125
-4.375,5.875,0.52734375,-0.52734375
1.3125,-1.0,-0.125,0.125
-2.9375,3.375,0.171875,-0.171875
-2.3125,2.0,-0.6328125,0.6328125
-0.3125,1.5625,0.0,0.0
3.8125,-1.6875,1.5859375,-1.5859375
1.5,-0.125,0.607421875,-0.607421875
1.0,0.375,0.3515625,-0.3515625
-2.875,1.125,0.0625,-0.05859375
0.6875,0.8125,-0.0703125,0.06640625
0.0625,0.5,-0.0625,0.0625
2.3125,-1.0,0.111328125,-0.111328125
-3.125,3.0625,-0.90234375,0.9140625
-1.75,4.375,-0.4462890625,0.4521484375
0.25,0.625,-0.123046875,0.12109375
-1.5,3.125,-0.046875,0.046875
0.625,-0.375,0.060546875,-0.056640625
0.4375,2.375,0.1171875,-0.125
-0.375,2.1875,-0.02734375,0.02734375
2.5,0.6875,-0.0859375,0.0859375
-3.75,5.15625,0.07421875,-0.07421875
0.5625,2.75,-0.392578125,0.392578125
-2.8125,2.9375,-0.6484375,0.64453125
1.3125,0.5625,-0.24609375,0.24609375
-1.4375,3.5,-0.46484375,0.46484375
-0.0625,2.6875,0.109375,-0.109375
-3.875,6.0625,0.16015625,-0.16015625
0.6875,0.125,0.478515625,-0.478515625
-0.25,2.625,-0.515625,0.515625
-0.875,2.1875,-0.08984375,0.08984375
-1.375,3.25,-0.326171875,0.326171875
2.5,-1.875,-0.296875,0.296875
1.0,-0.5,0.24609375,-0.24609375
-0.8125,4.25,-0.455078125,0.455078125
-2.4375,3.125,0.123046875,-0.123046875
-1.625,2.625,-0.3515625,0.3515625
-0.9375,0.875,0.0294189453125,-0.0294189453125
-2.125,2.625,-0.171875,0.171875
-0.0625,1.375,-0.2109375,0.2109375
0.4375,0.875,0.4326171875,-0.432373046875
0.1875,2.25,-0.484375,0.484375
-0.1875,1.75,-0.306640625,0.30859375
-2.25,3.875,-0.015625,0.01953125
-0.4375,2.1875,0.046875,-0.048828125
0.5,1.625,0.6181640625,-0.6171875
-1.9375,1.9375,0.46875,-0.46875
-1.9375,1.625,0.0625,-0.0625
-3.5625,4.75,-0.55859375,0.55078125
2.0625,-0.75,0.12109375,-0.11328125
-3.375,2.3125,0.1640625,-0.171875
0.25,1.03125,-0.326171875,0.326171875
-0.625,2.0625,0.013671875,-0.009765625
-0.125,0.8125,0.2275390625,-0.23193359375
-0.1875,1.375,0.28515625,-0.28125
0.1875,0.5,-0.1953125,0.197265625
1.5,-0.0625,-0.2265625,0.23046875
-0.25,1.0625,0.1484375,-0.1484375
1.375,1.875,0.0234375,-0.01953125
-2.1875,3.5625,-0.07421875,0.07421875
0.125,1.8125,-0.01953125,0.015625
2.5,0.0625,0.69140625,-0.69140625
0.75,1.375,-0.234375,0.24609375
-0.0625,1.625,-0.134765625,0.134765625
-0.1875,0.6875,-0.16796875,0.16796875
-3.0625,4.375,-0.08984375,0.08203125
-0.0625,0.4375,0.016845703125,-0.015625
-2.0,1.6875,-0.015625,0.015625
1.125,-0.1875,0.13671875,-0.13671875
0.125,2.375,0.41796875,-0.421875
1.5,0.1875,0.005859375,-0.0078125
-3.4375,3.3125,0.00433349609375,-0.00396728515625
-0.5,1.0,0.3828125,-0.3828125
1.1875,0.625,-0.1484375,0.1484375
-2.125,3.8125,0.0567626953125,-0.0567626953125
0.1875,3.25,-0.298828125,0.298828125
-0.8125,2.5,0.6953125,-0.6953125
-1.75,3.5625,-0.169921875,0.169921875
-0.4375,2.25,0.0859375,-0.0859375
-1.125,2.9375,0.0908203125,-0.0908203125
-1.375,3.3125,-0.220703125,0.220703125
0.625,-0.6875,0.3046875,-0.3046875
1.4375,1.0,-0.37890625,0.37890625
0.5625,0.75,0.0546875,-0.0546875
-0.9375,2.625,-0.287109375,0.287109375
-1.0625,4.0625,0.238037109375,-0.238037109375
-1.375,3.5,-0.029296875,0.029296875
4.0,-1.3125,0.2548828125,-0.2548828125
1.6875,1.1875,-0.0234375,0.0234375
0.1875,2.5,0.19921875,-0.19921875
0.5625,0.9375,0.109375,-0.109375
1.0625,0.1875,0.375,-0.375
1.0,0.125,0.318359375,-0.318359375
-0.625,2.875,-0.033203125,0.033203125
1.1875,-0.5625,-0.025390625,0.025390625
-1.75,3.75,0.3447265625,-0.3447265625
0.9375,-0.875,0.10546875,-0.10546875
-0.125,2.25,-0.671875,0.671875
2.875,-1.5625,0.09375,-0.09375
2.875,-1.25,0.201171875,-0.201171875
0.25,0.5,0.17578125,-0.17578125
-1.25,3.25,0.173828125,-0.173828125
-1.3125,2.875,0.041015625,-0.041015625
-1.8125,3.1875,-0.1875,0.1875
1.6875,-1.0625,0.25,-0.25
-2.375,4.1875,-0.025390625,0.025390625
-1.1875,2.0,0.125,-0.125
-0.625,3.4375,0.109375,-0.109375
1.0,0.875,-0.07421875,0.07421875
1.6875,-0.5625,-0.078125,0.078125
-2.4375,1.0625,-0.271484375,0.271484375
0.75,-0.0625,0.0546875,-0.0546875
3.5,-2.0625,0.17578125,-0.17578125
1.25,0.0625,0.3671875,-0.3671875
0.125,1.1875,-0.005859375,0.005859375
1.4375,0.1875,0.185546875,-0.185546875
1.5,1.875,0.109375,-0.109375
-2.8125,2.75,0.37890625,-0.37890625
0.875,-1.0,0.404296875,-0.404296875
2.625,0.5,0.162109375,-0.162109375
-0.0625,1.5625,-0.083984375,0.083984375
1.25,0.4375,0.3134765625,-0.318359375
-1.5,2.875,-0.4765625,0.46875
-0.6875,1.0,0.451904296875,-0.452880859375
-0.375,0.375,0.09765625,-0.12109375
1.3125,0.6875,0.5234375,-0.5234375
-0.125,0.125,0.0390625,-0.03125
1.6875,1.875,0.05670166015625,-0.05743408203125
-1.4375,2.6875,-0.16015625,0.16015625
-0.9375,4.375,-0.0390625,0.0390625
0.0,1.0625,0.0546875,-0.05859375
-1.3125,2.875,-0.1171875,0.1171875
-1.25,3.0,0.228515625,-0.23046875
-2.25,6.0,-0.33203125,0.328125
0.6875,-1.0625,-0.171875,0.171875
0.9375,0.9375,-0.04296875,0.041015625
-0.4375,2.1875,0.31494140625,-0.31396484375
0.6875,1.9375,-0.0390625,0.0390625
1.3125,1.1875,0.6708984375,-0.6767578125
2.1875,-1.375,0.3486328125,-0.3486328125
-0.125,0.125,-0.046875,0.046875
0.75,0.4375,0.453125,-0.4453125
-0.25,2.3125,0.3515625,-0.34765625
-0.0625,2.25,-0.2041015625,0.2041015625
-0.6875,2.9375,-0.146484375,0.14453125
1.0,0.75,0.34375,-0.34765625
-0.5,1.875,-0.015625,0.0078125
1.0625,2.3125,-0.1611328125,0.166015625
-0.25,1.6875,0.34765625,-0.34765625
0.75,0.875,0.09765625,-0.10546875
-0.375,1.125,-0.0859375,0.08984375
-1.75,1.9375,-0.4296875,0.4296875
0.75,3.0,0.0546875,-0.05859375
-2.0625,4.4375,-0.1328125,0.13671875
0.375,2.0,0.0390625,-0.0390625
-0.4375,2.125,-0.09375,0.08984375
0.1875,0.375,0.26171875,-0.2578125
1.75,-0.375,0.021484375,-0.021484375
0.25,2.375,-0.00390625,0.00390625
-0.1875,1.1875,0.072265625,-0.072265625
1.0,1.25,0.3828125,-0.38671875
-2.875,3.9375,0.310546875,-0.30908203125
-3.0625,3.4375,-0.53125,0.5390625
1.3125,-0.1875,0.24609375,-0.2421875
-2.625,3.125,-0.171875,0.171875
-2.0625,3.0625,-0.0703125,0.0703125
1.75,-1.4375,0.3203125,-0.318359375
0.875,-0.625,0.22119140625,-0.2216796875
-0.625,1.1875,-0.1171875,0.12109375
1.0,-0.875,0.38671875,-0.3828125
0.5625,0.75,0.057373046875,-0.0576171875
-0.5,1.9375,-0.07421875,0.07421875
1.3125,0.0625,-0.2265625,0.22265625
1.15625,1.0,0.85546875,-0.85498046875
-1.9375,3.0625,0.103515625,-0.107421875
4.875,-2.25,0.0703125,-0.0703125
0.8125,1.375,-0.35546875,0.35546875
-1.5,2.375,-0.025390625,0.021484375
0.125,0.25,-0.2265625,0.2265625
2.1875,0.25,0.892578125,-0.89208984375
-0.1875,2.0625,-0.138671875,0.13671875
-3.375,3.75,0.0107421875,-0.0107421875
-0.6875,1.875,0.0234375,-0.015625
0.0625,0.0625,0.4765625,-0.4765625
1.8125,0.0,0.013671875,-0.013671875
-0.6875,1.9375,0.111328125,-0.11328125
0.5625,0.875,-0.07421875,0.078125
0.4375,0.5625,1.04296875,-1.041015625
0.0625,2.1875,0.126953125,-0.126953125
1.25,1.0625,-0.5,0.4921875
-2.4375,3.625,0.0806884765625,-0.08148193359375
0.5625,0.75,-0.3671875,0.369140625
0.375,0.6875,0.2421875,-0.24609375
-1.125,2.0625,0.1328125,-0.1328125
-6.0625,6.75,-0.25,0.25390625
-2.0,3.75,0.115234375,-0.1171875
1.125,1.125,0.083984375,-0.083984375
0.4375,1.3125,0.18359375,-0.19140625
0.75,1.25,-0.171875,0.17578125
-1.0625,2.0,-0.32421875,0.32421875
-0.875,1.875,0.251953125,-0.251953125
0.1875,1.4375,-0.048828125,0.048828125
-0.0625,1.625,0.349609375,-0.349609375
-0.4375,0.5,-0.1796875,0.1796875
0.125,0.125,0.029296875,-0.029296875
2.5,-0.25,0.0703125,-0.0703125
-0.8125,3.125,-0.4140625,0.4140625
-1.75,3.25,-0.50390625,0.50390625
-1.5625,1.25,-0.08203125,0.08203125
-1.25,3.1875,-0.224609375,0.224609375
1.5625,2.25,0.181640625,-0.181640625
-1.125,1.3125,0.083740234375,-0.083740234375
4.375,0.375,0.49609375,-0.49609375
1.0625,0.375,-0.4140625,0.4140625
-1.9375,3.5,-0.10009765625,0.10009765625
1.125,1.375,0.206787109375,-0.206787109375
-0.9375,3.1875,-0.140625,0.138671875
-2.5625,4.375,0.1087646484375,-0.1099853515625
-0.5625,1.625,-0.16015625,0.1640625
1.9375,-0.75,0.1328125,-0.125
-0.4375,0.625,0.3828125,-0.375
0.8125,0.0625,-0.31640625,0.3125
0.0,2.25,0.14453125,-0.14453125
0.0,4.1875,0.2265625,-0.21875
1.6875,0.625,-0.03125,0.03125
-0.6875,2.25,-0.1796875,0.1796875
-0.25,1.875,0.052734375,-0.04931640625
-3.3125,4.875,0.037811279296875,-0.036468505859375
0.75,0.3125,-0.20703125,0.20703125
-1.1875,2.3125,0.203125,-0.20703125
-1.25,0.4375,-0.08203125,0.08203125
3.8125,-2.25,-0.0234375,0.0234375
1.75,-0.25,0.078125,-0.06640625
0.0625,1.5625,0.08203125,-0.08203125
1.75,0.1875,-0.03125,0.03125
0.4375,1.875,0.193359375,-0.193359375
2.75,-1.375,0.92578125,-0.93359375
-2.5625,2.25,-0.33984375,0.33984375
-0.875,1.9375,-0.193359375,0.197265625
0.25,0.5625,-0.17578125,0.171875
0.0625,0.0625,-0.1015625,0.103515625
1.25,-0.6875,0.33203125,-0.33203125
-1.375,1.0625,-0.19140625,0.19140625
0.0625,1.5625,-0.3125,0.3125
0.5,2.6875,0.74609375,-0.74609375
0.5,3.625,-0.0078125,0.0078125
0.125,0.5625,0.380859375,-0.375
-1.3125,2.4375,0.845703125,-0.853515625
1.1875,0.6875,0.576171875,-0.576171875
0.5625,0.6875,-0.359375,0.3671875
-2.625,3.6875,-0.1640625,0.1640625
1.4375,1.0,-0.80078125,0.796875
2.3125,-0.375,0.1640625,-0.16796875
1.3125,-0.8125,0.8046875,-0.794921875
0.6875,2.25,-0.1005859375,0.1005859375
-1.0625,1.1875,0.088134765625,-0.08837890625
-0.5625,1.1875,-0.2890625,0.2890625
-0.8125,4.125,0.05859375,-0.05859375
1.9375,1.3125,1.4296875,-1.4375
-0.5625,1.3125,-0.10546875,0.12109375
-1.5,1.5625,0.177490234375,-0.177490234375
-0.9375,3.0,0.129150390625,-0.126708984375
-1.9375,2.3125,-0.181640625,0.18359375
-0.125,4.0,-0.255859375,0.255859375
0.3125,2.0,-0.080078125,0.080078125
1.4375,0.5,0.150390625,-0.150390625
2.0625,0.6875,0.42578125,-0.42578125
1.1875,0.5,0.15625,-0.15625
0.8125,-0.0625,0.1953125,-0.1953125
0.875,0.1875,0.2265625,-0.2265625
-0.5,2.4375,0.09521484375,-0.09521484375
3.0625,-1.9375,0.61328125,-0.61328125
-0.5,0.0,0.134765625,-0.134765625
-2.0,3.1875,-0.064453125,0.064453125
0.6875,2.0625,0.56298828125,-0.56298828125
1.875,-1.5625,0.12890625,-0.12890625
-1.25,2.0625,-0.25390625,0.25390625
-2.75,2.0625,-0.140625,0.140625
0.0625,0.8125,-0.34375,0.34375
1.3125,0.25,0.42578125,-0.42578125
0.75,1.6875,0.203125,-0.203125
1.3125,1.625,-0.08984375,0.08984375
-0.75,0.1875,-0.009765625,0.009765625
-0.3125,1.0625,-0.00390625,0.00390625
-2.0,5.1875,-0.5078125,0.5078125
0.5,0.5,0.0234375,-0.0234375
-1.1875,2.3125,0.05419921875,-0.05419921875
0.5625,0.5625,0.125,-0.125
0.75,0.5,0.119140625,-0.119140625
-0.6875,1.25,-0.05078125,0.05078125
1.875,-0.0625,0.54296875,-0.54296875
0.875,2.5625,-0.37109375,0.37109375
-0.3125,0.5,0.05859375,-0.05859375
0.625,0.625,0.515625,-0.515625
1.1875,0.9375,-0.08984375,0.08984375
-0.75,2.25,-0.78125,0.78125
-2.625,3.25,0.1484375,-0.1484375
1.125,1.125,0.322265625,-0.322265625
-6.4375,6.3125,0.033721923828125,-0.033721923828125
0.875,1.6875,-0.30859375,0.30859375
-0.3125,3.125,-0.31640625,0.31640625
0.25,0.125,0.4921875,-0.4921875
-1.375,4.5,0.1171875,-0.1171875
1.75,2.0,-0.0703125,0.0703125
-0.0625,0.9375,-0.02734375,0.02734375
0.5,0.8125,0.01171875,-0.01171875
0.8125,0.25,0.28515625,-0.28515625
-0.125,1.5625,-0.1875,0.1875
0.75,1.4375,-0.0390625,0.0390625
0.875,0.8125,-0.4140625,0.4140625
-0.375,0.75,-0.109375,0.109375
1.0,1.75,0.216796875,-0.216796875
-0.4375,1.25,-0.30859375,0.3046875
-0.125,1.875,0.0546875,-0.0546875
1.5,1.3125,0.123046875,-0.1181640625
-0.3125,2.5,-0.21484375,0.203125
-1.25,1.8125,-0.3203125,0.32421875
4.625,-2.1875,0.65234375,-0.65625
0.0625,1.4375,-0.025390625,0.021484375
-0.5625,2.375,0.05078125,-0.05078125
-0.625,2.4375,0.09765625,-0.09765625
-0.6875,3.125,0.52880859375,-0.5244140625
0.0625,-0.0625,-0.18359375,0.181640625
1.875,-0.3125,-0.0703125,0.0703125
-2.8125,4.25,-1.3359375,1.328125
0.9375,0.9375,-0.1796875,0.1796875
0.0625,1.625,-0.00390625,0.0078125
2.625,-1.1875,-0.0546875,0.05859375
0.0,1.9375,0.13671875,-0.13671875
-1.0625,3.375,-0.125,0.125
0.25,2.25,0.830078125,-0.837890625
-1.3125,2.1875,-0.02734375,0.03125
0.125,0.75,0.056640625,-0.056640625
-1.75,0.9375,-0.05859375,0.05859375
1.5,-1.0,-0.1171875,0.12109375
3.9375,-1.1875,0.0546875,-0.0546875
1.6875,-0.5,0.611328125,-0.611328125
0.75,1.4375,0.51171875,-0.515625
-0.875,2.875,-0.1953125,0.19140625
-0.8125,2.5625,-0.052734375,0.0546875
0.25,2.0625,-0.1015625,0.09765625
0.75,1.1875,-0.033203125,0.037109375
1.25,0.75,0.353515625,-0.349609375
0.0625,1.125,-0.20703125,0.2109375
2.0,-0.6875,0.966796875,-0.970703125
0.1875,2.625,0.15234375,-0.15234375
2.1875,-0.875,0.890625,-0.87890625
-0.1875,2.5625,-0.0390625,0.04296875
-1.25,3.0,0.265625,-0.2734375
0.75,1.3125,-0.21875,0.2109375
-0.3125,1.1875,-0.158203125,0.162109375
1.0,0.6875,0.76171875,-0.76171875
-2.1875,4.75,0.02685546875,-0.0272216796875
2.5625,0.0625,0.39892578125,-0.39501953125
-0.5625,1.5625,-0.14453125,0.14453125
-0.3125,2.0,0.160400390625,-0.158935546875
1.75,-0.9375,0.89453125,-0.90625
0.125,2.0,0.1015625,-0.1015625
2.375,-0.875,0.166015625,-0.169921875
1.25,-0.4375,0.167236328125,-0.16943359375
-1.1875,0.6875,-0.21875,0.21875
