s_cong_DO,s_inc_DO,w_cong_DO,w_inc_DO,s_cong_PO,s_inc_PO,w_cong_PO,w_inc_PO,s_PE_DO,s_PE_PO
-57.25,-59.03125,-4.41015625,-5.40234375,-59.84375,-60.84375,-4.078125,-4.55078125,1.78125,1.0
-64.0625,-69.3125,-6.9296875,-6.8828125,-65.625,-66.875,-5.37109375,-5.35546875,5.25,1.25
-58.21875,-60.09375,-5.8046875,-5.90234375,-63.8125,-65.0,-3.859375,-3.92578125,1.875,1.1875
-68.125,-70.625,-6.54296875,-6.51953125,-69.375,-69.6875,-4.80859375,-5.0390625,2.5,0.3125
-74.75,-75.9375,-5.58203125,-5.91015625,-77.625,-79.125,-5.92578125,-6.02734375,1.1875,1.5
-66.125,-66.125,-6.20703125,-6.234375,-66.3125,-67.25,-3.9375,-4.25,0.0,0.9375
-65.0,-64.9375,-8.578125,-9.0078125,-65.125,-68.125,-3.505859375,-3.6875,-0.0625,3.0
-65.25,-66.875,-10.6484375,-10.984375,-71.0,-71.5,-3.962890625,-4.234375,1.625,0.5
-67.875,-67.5,-4.73828125,-4.83984375,-71.0625,-72.5625,-5.140625,-5.20703125,-0.375,1.5
-82.625,-86.0625,-5.203125,-5.6328125,-85.6875,-85.0,-5.07421875,-5.0,3.4375,-0.6875
-61.40625,-63.21875,-6.11328125,-6.34375,-67.0625,-68.0625,-5.68359375,-5.8671875,1.8125,1.0
-62.9375,-65.8125,-6.2578125,-6.6171875,-66.8125,-66.5625,-5.421875,-5.5078125,2.875,-0.25
-58.28125,-60.375,-4.98828125,-5.2421875,-61.15625,-62.03125,-4.11328125,-4.53125,2.09375,0.875
-83.125,-83.875,-6.90234375,-6.984375,-85.625,-88.375,-5.890625,-5.6171875,0.75,2.75
-68.4375,-68.9375,-8.5234375,-8.359375,-70.8125,-71.4375,-4.75,-4.83203125,0.5,0.625
-60.125,-61.78125,-4.625,-4.640625,-64.0,-65.0625,-4.88671875,-5.0390625,1.65625,1.0625
-66.0,-66.9375,-3.48828125,-3.58203125,-67.125,-68.0625,-6.30078125,-6.15234375,0.9375,0.9375
-62.71875,-66.9375,-9.4453125,-10.4765625,-65.9375,-67.0,-5.21484375,-5.26171875,4.21875,1.0625
-70.0625,-72.6875,-6.234375,-6.5078125,-74.9375,-76.625,-6.99609375,-6.8515625,2.625,1.6875
-57.75,-59.21875,-4.1640625,-4.234375,-60.96875,-61.53125,-4.76953125,-5.421875,1.46875,0.5625
-68.6875,-70.8125,-5.7265625,-5.6796875,-69.75,-70.875,-3.373046875,-3.439453125,2.125,1.125
-79.25,-80.8125,-9.296875,-9.015625,-85.5,-86.1875,-5.234375,-5.203125,1.5625,0.6875
-71.125,-72.0,-8.140625,-8.1953125,-75.0625,-75.25,-5.3125,-5.34765625,0.875,0.1875
-75.75,-78.75,-4.80859375,-5.23046875,-81.6875,-81.1875,-4.46484375,-4.87109375,3.0,-0.5
-87.25,-88.1875,-6.1484375,-6.12890625,-91.0625,-93.0,-2.888671875,-3.126953125,0.9375,1.9375
-65.75,-66.1875,-9.6875,-9.703125,-68.375,-71.0625,-3.189453125,-3.591796875,0.4375,2.6875
-64.4375,-64.5,-7.08203125,-7.39453125,-66.25,-68.875,-4.3984375,-4.71484375,0.0625,2.625
-55.8125,-58.09375,-4.8671875,-4.99609375,-58.6875,-58.90625,-6.3046875,-6.25390625,2.28125,0.21875
-63.28125,-66.25,-7.94921875,-8.03125,-66.375,-66.5,-5.42578125,-5.7421875,2.96875,0.125
-67.75,-69.4375,-7.55078125,-7.6484375,-67.5,-68.125,-4.03125,-4.20703125,1.6875,0.625
-71.0,-72.0625,-7.39453125,-7.69140625,-75.4375,-76.8125,-5.87109375,-6.0390625,1.0625,1.375
-67.3125,-69.625,-6.32421875,-6.65234375,-72.5625,-74.1875,-4.62109375,-4.90234375,2.3125,1.625
-65.125,-65.3125,-5.0078125,-4.921875,-69.125,-70.4375,-4.70703125,-4.75390625,0.1875,1.3125
-62.875,-63.59375,-8.8828125,-9.1796875,-64.4375,-65.9375,-4.3359375,-4.734375,0.71875,1.5
-62.59375,-63.5,-6.796875,-7.0,-66.125,-67.25,-5.32421875,-5.90234375,0.90625,1.125
-68.8125,-69.875,-5.4296875,-5.4140625,-69.3125,-70.1875,-4.078125,-4.08203125,1.0625,0.875
-65.9375,-69.1875,-7.4609375,-7.86328125,-70.9375,-69.875,-3.15625,-3.41015625,3.25,-1.0625
-74.4375,-75.8125,-5.859375,-5.98046875,-74.9375,-78.125,-4.140625,-4.4921875,1.375,3.1875
-66.625,-70.375,-6.578125,-6.52734375,-70.8125,-72.875,-5.12109375,-5.4609375,3.75,2.0625
-66.625,-65.875,-7.58984375,-7.875,-67.5,-70.375,-5.640625,-5.73046875,-0.75,2.875
-62.28125,-64.3125,-3.60546875,-4.890625,-65.75,-66.3125,-5.41796875,-5.3828125,2.03125,0.5625
-62.40625,-65.6875,-6.81640625,-6.97265625,-66.6875,-68.5625,-4.06640625,-4.53515625,3.28125,1.875
-70.75,-71.375,-8.4296875,-7.921875,-71.0,-73.5,-7.80078125,-8.234375,0.625,2.5
-66.9375,-68.3125,-9.046875,-9.3125,-68.5625,-68.9375,-2.763671875,-2.927734375,1.375,0.375
-64.0,-68.9375,-6.1796875,-6.765625,-72.625,-70.125,-3.02734375,-2.90234375,4.9375,-2.5
-62.1875,-62.34375,-5.56640625,-5.6015625,-65.625,-66.5,-5.99609375,-6.14453125,0.15625,0.875
-83.0625,-84.25,-7.81640625,-8.0390625,-84.9375,-85.25,-5.71875,-5.765625,1.1875,0.3125
-60.4375,-60.53125,-4.921875,-4.62109375,-61.59375,-63.8125,-5.66796875,-5.85546875,0.09375,2.21875
-63.6875,-63.78125,-9.4375,-9.328125,-67.1875,-68.3125,-3.376953125,-3.609375,0.09375,1.125
-68.9375,-70.875,-5.26171875,-5.12109375,-72.125,-71.5,-4.3671875,-4.30078125,1.9375,-0.625
-72.6875,-73.8125,-8.9296875,-8.6875,-74.875,-78.4375,-3.376953125,-3.599609375,1.125,3.5625
-65.9375,-66.875,-6.34375,-6.48828125,-68.25,-69.5,-4.9921875,-5.33984375,0.9375,1.25
-59.84375,-63.6875,-6.19140625,-6.796875,-65.6875,-66.4375,-3.53515625,-3.828125,3.84375,0.75
-55.375,-56.09375,-6.83203125,-6.9453125,-58.125,-59.9375,-4.37109375,-4.5234375,0.71875,1.8125
-64.875,-66.1875,-4.671875,-4.8515625,-66.75,-68.0625,-5.73828125,-5.9765625,1.3125,1.3125
-75.625,-78.3125,-4.64453125,-4.95703125,-82.3125,-81.25,-6.1875,-6.46875,2.6875,-1.0625
-59.5625,-60.0,-6.94921875,-6.96484375,-61.46875,-63.0625,-2.919921875,-3.03125,0.4375,1.59375
-58.40625,-60.0,-6.4375,-6.71484375,-62.875,-65.875,-5.56640625,-5.69140625,1.59375,3.0
-71.4375,-73.75,-8.8984375,-8.6875,-74.625,-73.625,-5.93359375,-6.1796875,2.3125,-1.0
-61.53125,-63.6875,-7.1640625,-7.58984375,-66.1875,-67.3125,-3.640625,-4.140625,2.15625,1.125
-61.28125,-62.8125,-6.37109375,-6.48828125,-65.375,-65.5625,-5.75,-5.734375,1.53125,0.1875
-55.09375,-54.53125,-3.349609375,-3.328125,-55.28125,-58.78125,-5.15625,-5.62890625,-0.5625,3.5
-66.875,-67.75,-4.8046875,-4.765625,-70.5625,-71.6875,-4.94921875,-5.0,0.875,1.125
-65.6875,-68.9375,-7.5078125,-8.1171875,-69.9375,-69.0625,-3.912109375,-4.0546875,3.25,-0.875
-68.8125,-69.625,-8.5546875,-8.703125,-72.8125,-74.4375,-5.125,-5.38671875,0.8125,1.625
-75.3125,-77.625,-7.41015625,-7.64453125,-81.0625,-80.25,-4.93359375,-5.03125,2.3125,-0.8125
-63.46875,-64.9375,-6.65234375,-6.78515625,-66.5,-66.8125,-5.140625,-5.33203125,1.46875,0.3125
-74.4375,-75.1875,-7.6796875,-7.48046875,-75.0,-76.0,-6.06640625,-6.1640625,0.75,1.0
-70.75,-73.4375,-8.28125,-8.5078125,-72.875,-72.5625,-4.2421875,-4.453125,2.6875,-0.3125
-61.875,-62.78125,-5.8671875,-5.8671875,-65.0,-67.75,-5.203125,-5.4453125,0.90625,2.75
-74.25,-74.5,-5.9765625,-6.11328125,-77.5625,-79.375,-5.5,-5.515625,0.25,1.8125
-56.28125,-57.40625,-8.21875,-8.515625,-60.875,-61.4375,-3.6640625,-3.333984375,1.125,0.5625
-64.5,-66.8125,-10.0,-10.1953125,-71.0625,-71.75,-5.69140625,-6.2109375,2.3125,0.6875
-71.25,-71.0,-4.5546875,-4.68359375,-72.5625,-76.875,-3.923828125,-4.59765625,-0.25,4.3125
-68.125,-67.5,-7.62109375,-7.67578125,-74.1875,-76.0,-6.4453125,-6.6484375,-0.625,1.8125
-63.6875,-66.5625,-5.53515625,-5.8828125,-69.375,-68.625,-3.029296875,-3.40625,2.875,-0.75
-65.75,-66.125,-5.28515625,-5.5234375,-69.1875,-71.875,-4.0859375,-4.58203125,0.375,2.6875
-64.25,-66.625,-8.3671875,-8.46875,-71.1875,-70.875,-6.59765625,-6.58984375,2.375,-0.3125
-63.28125,-65.5625,-7.453125,-7.328125,-64.125,-64.3125,-7.02734375,-7.0859375,2.28125,0.1875
-65.25,-68.3125,-7.5703125,-7.76953125,-71.6875,-71.5625,-7.421875,-7.40625,3.0625,-0.125
-65.875,-70.1875,-10.28125,-10.5234375,-70.875,-71.4375,-6.27734375,-6.32421875,4.3125,0.5625
-69.125,-69.125,-8.53125,-8.5390625,-73.0,-74.625,-5.88671875,-5.90625,0.0,1.625
-61.90625,-64.1875,-5.484375,-5.609375,-66.5625,-65.6875,-3.9609375,-4.5,2.28125,-0.875
-65.625,-63.625,-4.73046875,-5.01953125,-65.5,-70.3125,-5.984375,-5.87109375,-2.0,4.8125
-71.25,-72.25,-6.890625,-6.82421875,-75.4375,-77.25,-4.59765625,-4.76953125,1.0,1.8125
-68.75,-70.5,-7.69921875,-7.50390625,-71.6875,-72.9375,-6.21484375,-6.48828125,1.75,1.25
-78.125,-77.9375,-9.8203125,-9.625,-83.6875,-85.75,-6.1015625,-5.99609375,-0.1875,2.0625
-70.6875,-70.3125,-9.3203125,-9.046875,-71.75,-74.125,-5.73828125,-5.79296875,-0.375,2.375
-67.75,-69.3125,-4.703125,-4.57421875,-74.3125,-75.0625,-4.19921875,-4.67578125,1.5625,0.75
-72.5,-72.3125,-7.125,-7.671875,-74.6875,-77.4375,-6.58203125,-6.6875,-0.1875,2.75
-72.75,-70.9375,-7.84765625,-7.74609375,-70.375,-73.625,-5.78515625,-5.89453125,-1.8125,3.25
-64.5,-64.875,-4.42578125,-4.421875,-64.0625,-65.5625,-5.4921875,-5.50390625,0.375,1.5
-71.8125,-74.3125,-8.9296875,-9.140625,-75.875,-76.5625,-5.484375,-5.6484375,2.5,0.6875
-57.75,-60.65625,-6.91796875,-7.28125,-61.5625,-60.4375,-4.69921875,-4.85546875,2.90625,-1.125
-70.8125,-70.9375,-6.16796875,-6.078125,-73.75,-74.0,-5.953125,-5.94140625,0.125,0.25
-54.84375,-58.375,-6.9375,-7.0234375,-61.9375,-60.875,-6.14453125,-6.25,3.53125,-1.0625
-75.625,-77.875,-5.51171875,-5.90234375,-81.0,-81.625,-5.3046875,-5.5546875,2.25,0.625
-70.4375,-73.1875,-5.4375,-5.45703125,-73.8125,-73.8125,-6.66015625,-6.87109375,2.75,0.0
-71.625,-72.9375,-7.14453125,-7.2421875,-77.375,-77.5,-6.5234375,-6.65625,1.3125,0.125
-65.875,-70.6875,-5.828125,-6.87109375,-71.8125,-69.8125,-3.48046875,-3.83984375,4.8125,-2.0
-58.6875,-61.1875,-6.35546875,-7.0234375,-60.21875,-61.0,-6.40625,-6.30859375,2.5,0.78125
-76.4375,-76.375,-6.96484375,-7.21875,-77.1875,-79.375,-6.84765625,-7.00390625,-0.0625,2.1875
-61.15625,-61.8125,-11.125,-11.1796875,-65.125,-64.9375,-4.453125,-4.72265625,0.65625,-0.1875
-64.75,-66.6875,-7.390625,-7.64453125,-67.0,-69.0,-6.6015625,-7.0234375,1.9375,2.0
-68.375,-71.125,-7.66015625,-7.765625,-72.6875,-71.625,-4.6015625,-4.72265625,2.75,-1.0625
-68.875,-71.3125,-9.2421875,-9.375,-74.1875,-72.875,-6.234375,-6.4453125,2.4375,-1.3125
-64.1875,-65.0625,-7.9609375,-7.91796875,-66.1875,-67.0625,-4.98828125,-5.17578125,0.875,0.875
-66.375,-68.6875,-9.546875,-9.828125,-68.625,-68.0625,-3.576171875,-3.953125,2.3125,-0.5625
-81.625,-82.1875,-5.6640625,-5.62890625,-83.0,-83.4375,-6.19921875,-6.171875,0.5625,0.4375
-63.71875,-65.375,-6.3515625,-6.68359375,-68.5625,-69.125,-5.0546875,-5.26953125,1.65625,0.5625
-60.25,-61.5625,-4.875,-5.15625,-64.0,-64.8125,-3.564453125,-3.87890625,1.3125,0.8125
-64.625,-65.1875,-7.83203125,-7.671875,-69.8125,-70.375,-5.45703125,-5.4140625,0.5625,0.5625
-71.4375,-72.9375,-8.65625,-8.7109375,-72.6875,-75.0625,-5.10546875,-5.31640625,1.5,2.375
-68.1875,-72.125,-6.48828125,-6.34375,-73.75,-75.4375,-3.794921875,-3.96875,3.9375,1.6875
-61.53125,-62.40625,-4.3515625,-4.6328125,-65.0625,-65.9375,-4.703125,-5.01171875,0.875,0.875
-66.5625,-68.375,-5.4765625,-5.9140625,-70.375,-72.0,-3.9140625,-4.18359375,1.8125,1.625
-67.25,-67.3125,-8.7109375,-9.1328125,-70.0625,-71.875,-5.69140625,-5.90625,0.0625,1.8125
-63.875,-64.1875,-6.47265625,-6.54296875,-66.4375,-68.4375,-5.85546875,-5.87890625,0.3125,2.0
-69.875,-71.8125,-6.08984375,-6.10546875,-73.75,-73.6875,-5.70703125,-5.46875,1.9375,-0.0625
-66.125,-68.8125,-7.30078125,-7.640625,-71.6875,-70.625,-3.69921875,-3.90625,2.6875,-1.0625
-71.5625,-74.125,-6.00390625,-6.203125,-75.75,-75.875,-3.13671875,-3.40625,2.5625,0.125
-66.25,-67.6875,-5.1328125,-5.25,-73.4375,-74.0,-5.10546875,-5.28125,1.4375,0.5625
-64.0,-67.125,-6.328125,-6.45703125,-66.875,-66.5,-8.84375,-8.75,3.125,-0.375
-62.25,-64.8125,-6.9765625,-7.5703125,-63.09375,-63.0625,-7.62109375,-7.96875,2.5625,-0.03125
-65.25,-67.1875,-6.75390625,-6.88671875,-68.8125,-68.5625,-5.31640625,-5.34765625,1.9375,-0.25
-64.75,-63.34375,-9.59375,-9.6328125,-66.375,-69.375,-5.546875,-5.7734375,-1.40625,3.0
-71.8125,-75.1875,-7.69921875,-8.109375,-75.625,-75.9375,-5.48828125,-5.53515625,3.375,0.3125
-74.9375,-75.75,-6.29296875,-6.30078125,-74.125,-75.375,-6.4375,-6.58203125,0.8125,1.25
-64.1875,-65.9375,-5.7421875,-5.875,-66.75,-65.625,-3.669921875,-3.791015625,1.75,-1.125
-67.75,-71.5,-4.73828125,-5.06640625,-73.0,-72.625,-5.27734375,-5.62890625,3.75,-0.375
-65.25,-67.25,-6.08203125,-6.484375,-72.875,-73.25,-4.0078125,-4.421875,2.0,0.375
-68.125,-69.4375,-4.61328125,-4.80078125,-70.3125,-71.75,-6.29296875,-6.41015625,1.3125,1.4375
-61.46875,-62.15625,-5.87890625,-5.6796875,-64.1875,-66.3125,-5.078125,-5.13671875,0.6875,2.125
-66.375,-69.25,-5.98828125,-6.37890625,-72.9375,-73.6875,-4.1953125,-4.71484375,2.875,0.75
-71.0,-71.75,-7.87109375,-7.796875,-73.75,-74.4375,-4.609375,-5.1015625,0.75,0.6875
-62.40625,-63.15625,-6.25390625,-6.33203125,-64.875,-65.875,-6.09765625,-6.39453125,0.75,1.0
-64.375,-65.375,-5.13671875,-4.4921875,-67.25,-69.125,-4.96484375,-5.27734375,1.0,1.875
-60.125,-62.375,-5.5859375,-5.76953125,-65.875,-65.0,-5.0078125,-5.12890625,2.25,-0.875
-60.53125,-65.0625,-5.18359375,-5.37890625,-68.3125,-65.3125,-5.37890625,-5.046875,4.53125,-3.0
-73.8125,-76.1875,-9.2109375,-9.453125,-77.875,-77.0,-6.49609375,-6.59375,2.375,-0.875
-65.8125,-65.5625,-5.93359375,-6.359375,-66.4375,-66.9375,-4.65234375,-4.890625,-0.25,0.5
-67.0,-68.4375,-5.328125,-5.6484375,-68.875,-69.3125,-4.66796875,-4.7421875,1.4375,0.4375
-66.0,-67.875,-5.85546875,-5.80078125,-68.5,-69.125,-6.55078125,-6.69921875,1.875,0.625
-64.4375,-64.25,-5.4453125,-5.5859375,-68.6875,-70.875,-5.2421875,-5.3515625,-0.1875,2.1875
-76.375,-78.375,-6.37109375,-6.45703125,-81.6875,-81.4375,-4.98828125,-5.125,2.0,-0.25
-63.625,-66.75,-4.3125,-4.79296875,-68.0,-68.0,-4.94140625,-5.23046875,3.125,0.0
-59.5625,-58.5625,-6.734375,-7.25,-61.8125,-65.8125,-5.78515625,-6.21875,-1.0,4.0
-69.625,-71.25,-7.28125,-7.234375,-74.0,-73.5,-5.58984375,-5.7421875,1.625,-0.5
-74.0,-72.375,-5.94140625,-6.1796875,-74.5625,-79.3125,-4.08984375,-4.4140625,-1.625,4.75
-64.8125,-66.3125,-5.578125,-5.56640625,-69.25,-69.9375,-4.6328125,-4.82421875,1.5,0.6875
-57.40625,-58.0625,-4.98828125,-4.85546875,-59.03125,-61.28125,-5.6328125,-5.703125,0.65625,2.25
-66.5625,-67.3125,-7.6796875,-7.80859375,-72.0625,-73.5625,-6.19921875,-6.37109375,0.75,1.5
-76.0,-77.375,-6.8828125,-6.96875,-77.6875,-79.0,-4.29296875,-4.51953125,1.375,1.3125
-66.75,-68.125,-9.59375,-9.953125,-69.4375,-70.1875,-2.669921875,-3.033203125,1.375,0.75
-67.1875,-69.25,-8.0,-8.59375,-69.0625,-70.125,-2.576171875,-2.68359375,2.0625,1.0625
-68.875,-70.8125,-9.796875,-9.6484375,-77.0625,-78.25,-6.19140625,-6.39453125,1.9375,1.1875
-66.75,-68.4375,-5.68359375,-5.78515625,-68.375,-67.875,-4.09765625,-4.17578125,1.6875,-0.5
-65.0625,-66.25,-6.57421875,-6.6484375,-69.1875,-70.4375,-7.0546875,-7.34375,1.1875,1.25
-63.3125,-62.90625,-6.703125,-6.58203125,-65.4375,-67.1875,-5.71875,-5.90234375,-0.40625,1.75
-68.4375,-70.0,-6.98828125,-6.90625,-72.5625,-72.875,-6.06640625,-6.19140625,1.5625,0.3125
-62.65625,-65.125,-8.75,-8.9765625,-65.9375,-66.4375,-3.791015625,-3.990234375,2.46875,0.5
-63.09375,-63.4375,-5.9296875,-6.0,-61.90625,-63.15625,-3.77734375,-4.25,0.34375,1.25
-67.4375,-71.3125,-3.453125,-4.125,-73.0625,-73.3125,-5.890625,-6.3515625,3.875,0.25
-63.6875,-62.71875,-5.4453125,-5.4375,-64.75,-67.5625,-5.296875,-5.32421875,-0.96875,2.8125
-69.375,-68.625,-6.53515625,-6.66015625,-71.6875,-75.625,-5.80078125,-6.14453125,-0.75,3.9375
-68.1875,-70.375,-8.0859375,-8.4609375,-72.6875,-72.625,-4.0234375,-4.03125,2.1875,-0.0625
-58.5,-60.0625,-5.921875,-6.046875,-63.53125,-64.625,-6.015625,-6.02734375,1.5625,1.09375
-64.875,-66.625,-7.6875,-7.6640625,-68.375,-69.25,-6.66015625,-7.0234375,1.75,0.875
-64.0625,-65.4375,-4.5546875,-4.4921875,-63.96875,-66.125,-3.83203125,-4.12890625,1.375,2.15625
-60.25,-59.34375,-8.03125,-8.203125,-59.5625,-61.21875,-4.25,-4.56640625,-0.90625,1.65625
-69.625,-69.8125,-7.09765625,-7.6484375,-74.75,-75.8125,-6.89453125,-6.92578125,0.1875,1.0625
-76.0,-77.25,-8.578125,-8.453125,-79.625,-80.3125,-3.017578125,-3.224609375,1.25,0.6875
-70.1875,-72.0625,-7.26171875,-7.1953125,-75.625,-76.25,-5.7734375,-5.96484375,1.875,0.625
-59.46875,-59.96875,-5.89453125,-5.9765625,-64.75,-65.5,-5.84765625,-6.25390625,0.5,0.75
-66.375,-69.5,-6.11328125,-6.078125,-67.375,-67.9375,-5.21484375,-5.328125,3.125,0.5625
-69.1875,-70.25,-4.5625,-4.63671875,-70.9375,-71.8125,-3.7578125,-3.92578125,1.0625,0.875
-60.875,-63.59375,-7.12109375,-7.140625,-66.75,-66.6875,-5.65234375,-5.69921875,2.71875,-0.0625
-74.375,-76.875,-6.91796875,-7.265625,-78.5625,-78.0,-3.736328125,-3.640625,2.5,-0.5625
-66.5,-65.5625,-6.8671875,-7.0546875,-66.8125,-69.1875,-9.59375,-9.6328125,-0.9375,2.375
-67.4375,-70.25,-10.6328125,-10.515625,-73.125,-74.75,-3.87890625,-4.375,2.8125,1.625
-62.40625,-67.25,-11.203125,-11.5703125,-68.6875,-66.8125,-5.4453125,-5.65625,4.84375,-1.875
-63.6875,-63.96875,-6.9375,-7.1015625,-66.5,-68.625,-4.63671875,-4.5078125,0.28125,2.125
-60.40625,-61.5625,-4.94140625,-4.84765625,-64.0625,-64.75,-3.900390625,-4.171875,1.15625,0.6875
-69.8125,-73.0625,-7.83203125,-7.921875,-75.875,-74.875,-5.9375,-5.609375,3.25,-1.0
-75.6875,-75.125,-3.94921875,-3.873046875,-76.3125,-78.0,-4.34765625,-4.484375,-0.5625,1.6875
-65.5625,-64.375,-4.53125,-4.55859375,-68.0625,-70.625,-5.2734375,-5.33203125,-1.1875,2.5625
-67.375,-69.6875,-6.21875,-6.390625,-74.4375,-73.8125,-5.5390625,-5.73046875,2.3125,-0.625
-54.125,-56.28125,-7.32421875,-7.625,-57.6875,-59.875,-4.828125,-5.4375,2.15625,2.1875
-70.3125,-71.3125,-5.09765625,-5.41796875,-72.75,-73.5625,-4.62890625,-4.734375,1.0,0.8125
-64.8125,-66.5625,-8.9765625,-9.2890625,-69.25,-69.1875,-5.90234375,-5.9140625,1.75,-0.0625
-70.0,-71.3125,-6.203125,-6.1328125,-73.25,-74.5,-4.34375,-4.58984375,1.3125,1.25
-72.5,-73.4375,-7.34765625,-7.62109375,-77.125,-78.3125,-6.36328125,-6.3203125,0.9375,1.1875
-70.5,-71.125,-9.984375,-10.0390625,-72.5,-73.6875,-4.09765625,-4.4375,0.625,1.1875
-75.25,-80.0625,-4.83984375,-4.96484375,-79.5625,-77.9375,-5.46875,-5.296875,4.8125,-1.625
-71.9375,-72.0625,-9.578125,-9.5703125,-74.8125,-75.9375,-5.37109375,-5.3515625,0.125,1.125
-68.1875,-71.1875,-6.02734375,-6.234375,-72.0625,-72.25,-5.6796875,-5.88671875,3.0,0.1875
-62.0625,-68.125,-8.6015625,-8.8125,-66.1875,-67.375,-5.00390625,-4.96875,6.0625,1.1875
-62.34375,-64.375,-6.765625,-6.83203125,-64.0,-64.75,-5.40625,-5.09765625,2.03125,0.75
-59.9375,-62.59375,-6.44140625,-7.1953125,-62.875,-62.625,-4.2734375,-4.96484375,2.65625,-0.25
-78.1875,-79.9375,-7.88671875,-8.125,-81.4375,-82.125,-4.95703125,-4.99609375,1.75,0.6875
-66.1875,-66.4375,-4.40625,-4.71484375,-68.1875,-69.875,-4.64453125,-5.12109375,0.25,1.6875
-68.25,-68.0,-6.9921875,-7.04296875,-69.4375,-73.1875,-3.173828125,-4.00390625,-0.25,3.75
-66.75,-68.375,-5.515625,-5.328125,-69.625,-70.0,-3.634765625,-4.125,1.625,0.375
-67.75,-68.625,-4.40234375,-4.67578125,-69.5,-71.0625,-5.0078125,-5.35546875,0.875,1.5625
-65.5625,-67.625,-6.6953125,-6.953125,-69.0,-69.75,-5.3046875,-5.328125,2.0625,0.75
-67.625,-68.25,-5.24609375,-5.26171875,-71.0625,-71.5,-5.56640625,-5.65234375,0.625,0.4375
-67.8125,-68.625,-6.28515625,-5.89453125,-70.6875,-71.5625,-5.42578125,-5.5859375,0.8125,0.875
-67.75,-71.3125,-6.06640625,-6.2265625,-73.0625,-71.9375,-6.32421875,-6.32421875,3.5625,-1.125
-63.53125,-67.5625,-5.72265625,-5.1015625,-67.3125,-67.0625,-4.171875,-4.67578125,4.03125,-0.25
-69.1875,-72.25,-5.8125,-5.82421875,-74.6875,-75.1875,-4.5,-4.80078125,3.0625,0.5
-56.0,-57.84375,-3.90625,-3.740234375,-59.5625,-62.34375,-6.00390625,-6.26953125,1.84375,2.78125
-59.5,-62.84375,-8.515625,-8.6484375,-65.4375,-67.5625,-3.54296875,-3.923828125,3.34375,2.125
-70.0,-71.875,-5.76953125,-5.8515625,-72.1875,-73.25,-4.48828125,-4.890625,1.875,1.0625
-61.34375,-62.625,-4.14453125,-4.15234375,-65.125,-65.0625,-4.95703125,-5.14453125,1.28125,-0.0625
-62.03125,-62.3125,-6.0078125,-5.78125,-62.5,-64.9375,-4.21875,-4.54296875,0.28125,2.4375
-59.9375,-61.53125,-5.61328125,-5.8984375,-65.875,-65.875,-6.22265625,-6.453125,1.59375,0.0
-64.75,-67.375,-6.25390625,-6.1875,-68.1875,-68.125,-5.03515625,-4.9765625,2.625,-0.0625
-64.125,-67.1875,-4.8828125,-5.00390625,-66.625,-66.75,-5.390625,-5.6640625,3.0625,0.125
-63.0625,-65.0,-8.46875,-8.59375,-65.9375,-64.9375,-4.20703125,-4.234375,1.9375,-1.0
-73.3125,-74.4375,-8.9296875,-9.2265625,-78.9375,-80.0625,-5.3828125,-5.33984375,1.125,1.125
-62.3125,-62.84375,-6.13671875,-6.375,-63.59375,-65.1875,-5.171875,-5.4609375,0.53125,1.59375
-71.8125,-73.875,-9.578125,-9.375,-76.875,-78.0,-5.21875,-5.40234375,2.0625,1.125
-54.8125,-56.6875,-6.3515625,-6.37890625,-55.5,-56.6875,-4.6171875,-5.0546875,1.875,1.1875
-61.90625,-63.4375,-10.2265625,-10.328125,-65.4375,-66.25,-5.24609375,-5.32421875,1.53125,0.8125
-67.8125,-69.8125,-7.38671875,-7.609375,-72.375,-73.5625,-4.87890625,-5.125,2.0,1.1875
-62.1875,-63.0625,-5.5625,-5.6875,-69.4375,-69.1875,-4.42578125,-4.56640625,0.875,-0.25
-59.5625,-62.5625,-5.125,-5.2890625,-64.4375,-66.6875,-5.4921875,-5.671875,3.0,2.25
-65.3125,-68.875,-8.0625,-8.4609375,-73.0625,-72.1875,-6.94921875,-6.421875,3.5625,-0.875
-66.125,-67.0625,-10.140625,-10.4609375,-70.3125,-71.6875,-3.62109375,-4.10546875,0.9375,1.375
-65.0625,-67.5625,-7.78125,-7.9375,-70.5,-70.875,-5.73046875,-5.7734375,2.5,0.375
-69.75,-72.4375,-11.7109375,-11.84375,-75.625,-76.25,-4.7734375,-4.765625,2.6875,0.625
-68.0,-69.3125,-7.1953125,-7.32421875,-69.5,-69.625,-3.83984375,-4.0703125,1.3125,0.125
-61.6875,-63.03125,-5.44921875,-5.76953125,-65.75,-67.8125,-4.9453125,-5.03515625,1.34375,2.0625
-64.3125,-67.0,-7.0234375,-6.96875,-67.9375,-68.125,-4.6328125,-5.28125,2.6875,0.1875
-66.75,-67.3125,-8.34375,-8.265625,-69.375,-69.9375,-4.21875,-4.32421875,0.5625,0.5625
-65.375,-66.0625,-6.67578125,-6.328125,-69.0625,-72.0,-4.53125,-4.6015625,0.6875,2.9375
-68.375,-70.4375,-9.921875,-10.03125,-74.8125,-75.1875,-5.609375,-5.82421875,2.0625,0.375
-67.5625,-68.0625,-7.1484375,-7.28125,-65.125,-67.6875,-7.6328125,-7.58203125,0.5,2.5625
-71.8125,-71.9375,-7.75390625,-7.92578125,-74.6875,-76.6875,-7.0390625,-6.87109375,0.125,2.0
