s_cong_DO,s_inc_DO,w_cong_DO,w_inc_DO,s_cong_PO,s_inc_PO,w_cong_PO,w_inc_PO,s_PE_DO,s_PE_PO
-67.0,-70.0625,-5.93359375,-6.203125,-67.6875,-70.0625,-4.94921875,-5.05859375,3.0625,2.375
-64.75,-66.3125,-8.7265625,-8.8671875,-70.125,-69.75,-5.515625,-5.625,1.5625,-0.375
-71.1875,-73.25,-6.30078125,-6.6328125,-73.3125,-74.3125,-5.859375,-6.0,2.0625,1.0
-66.5625,-68.5625,-8.25,-8.21875,-68.0625,-69.0,-4.5390625,-4.953125,2.0,0.9375
-69.3125,-71.375,-9.03125,-9.125,-75.625,-78.4375,-3.814453125,-4.09765625,2.0625,2.8125
-57.65625,-60.71875,-8.796875,-8.953125,-64.1875,-68.125,-6.3828125,-6.5625,3.0625,3.9375
-62.4375,-63.59375,-4.8203125,-4.9609375,-66.6875,-67.75,-4.69921875,-5.109375,1.15625,1.0625
-58.25,-61.75,-6.00390625,-6.15234375,-63.25,-64.6875,-4.3828125,-4.671875,3.5,1.4375
-58.6875,-60.40625,-6.27734375,-6.52734375,-60.90625,-60.53125,-4.31640625,-4.515625,1.71875,-0.375
-60.4375,-64.625,-6.72265625,-7.140625,-61.25,-62.5625,-6.9921875,-7.25390625,4.1875,1.3125
-65.0625,-64.9375,-6.0859375,-6.3984375,-67.6875,-68.375,-5.94140625,-6.2109375,-0.125,0.6875
-73.8125,-74.75,-9.96875,-9.890625,-74.875,-75.75,-4.19921875,-4.12109375,0.9375,0.875
-70.5,-70.6875,-9.9375,-9.8125,-69.9375,-72.875,-5.484375,-5.55078125,0.1875,2.9375
-70.625,-72.0625,-11.1875,-10.71875,-72.5625,-73.6875,-4.53515625,-4.68359375,1.4375,1.125
-66.375,-65.875,-5.29296875,-5.36328125,-66.375,-68.6875,-5.23828125,-5.23046875,-0.5,2.3125
-76.25,-78.1875,-7.90234375,-7.94140625,-80.0,-79.9375,-7.62109375,-7.63671875,1.9375,-0.0625
-58.21875,-61.0625,-4.703125,-4.83984375,-61.34375,-62.84375,-3.41796875,-3.583984375,2.84375,1.5
-64.75,-63.53125,-10.75,-10.8515625,-67.5,-69.875,-5.26953125,-5.66015625,-1.21875,2.375
-67.6875,-66.0625,-5.390625,-5.23828125,-69.125,-73.0,-5.1484375,-5.09375,-1.625,3.875
-66.3125,-66.75,-4.6015625,-4.83984375,-69.9375,-71.6875,-2.91015625,-3.283203125,0.4375,1.75
-63.75,-67.6875,-5.3046875,-5.5234375,-63.9375,-65.3125,-3.5390625,-3.6484375,3.9375,1.375
-71.5625,-72.0625,-5.67578125,-5.5859375,-77.8125,-78.6875,-5.6953125,-5.72265625,0.5,0.875
-73.5625,-75.1875,-5.94140625,-6.19921875,-76.4375,-76.875,-4.3515625,-4.671875,1.625,0.4375
-61.78125,-64.5625,-4.98046875,-5.0078125,-66.9375,-66.125,-3.650390625,-3.8125,2.78125,-0.8125
-61.96875,-66.4375,-9.84375,-9.7421875,-66.125,-66.3125,-3.35546875,-3.392578125,4.46875,0.1875
-76.0,-77.75,-6.984375,-7.2109375,-77.0625,-78.375,-4.02734375,-4.09375,1.75,1.3125
-71.25,-74.25,-7.34765625,-7.5390625,-77.4375,-76.5,-4.421875,-4.734375,3.0,-0.9375
-62.375,-63.875,-4.7578125,-4.86328125,-65.0,-65.25,-4.359375,-4.66796875,1.5,0.25
-68.4375,-69.0,-5.3828125,-5.48828125,-69.1875,-69.5625,-5.58203125,-5.75,0.5625,0.375
-65.1875,-67.5,-6.51171875,-6.76171875,-71.25,-71.8125,-4.21484375,-4.4296875,2.3125,0.5625
-62.03125,-65.5,-5.44921875,-5.49609375,-66.9375,-66.25,-5.69140625,-5.56640625,3.46875,-0.6875
-57.625,-60.8125,-6.6953125,-6.9609375,-63.71875,-64.0625,-4.90625,-4.81640625,3.1875,0.34375
-67.875,-69.75,-7.91796875,-8.1640625,-73.8125,-72.8125,-6.12109375,-6.359375,1.875,-1.0
-63.59375,-65.9375,-7.3359375,-7.93359375,-67.625,-68.0,-4.72265625,-4.76171875,2.34375,0.375
-70.4375,-70.875,-6.1015625,-5.88671875,-76.0625,-76.4375,-5.90234375,-6.0703125,0.4375,0.375
-70.5,-72.625,-8.9296875,-9.3125,-74.375,-76.625,-3.416015625,-3.896484375,2.125,2.25
-69.9375,-71.75,-5.50390625,-5.53125,-72.5,-73.1875,-4.8984375,-5.015625,1.8125,0.6875
-62.21875,-65.125,-5.02734375,-5.4609375,-65.6875,-64.6875,-4.15625,-4.2890625,2.90625,-1.0
-69.4375,-74.625,-10.2421875,-11.5859375,-74.375,-73.0625,-4.51953125,-4.5703125,5.1875,-1.3125
-64.6875,-66.3125,-7.8984375,-8.0546875,-68.4375,-69.375,-5.6640625,-5.859375,1.625,0.9375
-66.375,-68.875,-7.484375,-7.8125,-67.125,-67.4375,-3.99609375,-4.16796875,2.5,0.3125
-64.875,-65.9375,-6.47265625,-6.609375,-66.375,-67.8125,-4.81640625,-4.9609375,1.0625,1.4375
-74.1875,-75.8125,-6.984375,-6.96875,-75.9375,-75.75,-4.68359375,-4.796875,1.625,-0.1875
-63.875,-65.375,-6.8828125,-6.91796875,-66.6875,-69.0625,-3.28125,-3.728515625,1.5,2.375
-71.125,-70.8125,-7.39453125,-7.4140625,-71.8125,-74.125,-3.240234375,-3.517578125,-0.3125,2.3125
-70.0625,-71.4375,-6.84375,-7.22265625,-74.9375,-76.0625,-7.23046875,-7.16015625,1.375,1.125
-60.6875,-64.4375,-6.98828125,-7.19921875,-64.5625,-65.1875,-5.5078125,-5.6640625,3.75,0.625
-64.1875,-65.0625,-7.9375,-8.3125,-66.3125,-68.375,-6.61328125,-6.58984375,0.875,2.0625
-74.0625,-75.6875,-7.390625,-7.78515625,-77.125,-78.375,-5.796875,-5.84765625,1.625,1.25
-62.25,-60.21875,-5.2265625,-5.2265625,-63.59375,-68.125,-3.6484375,-3.87109375,-2.03125,4.53125
-66.5625,-69.5,-5.93359375,-6.2890625,-72.375,-71.3125,-4.4140625,-4.16015625,2.9375,-1.0625
-61.9375,-63.4375,-4.30078125,-4.40625,-65.8125,-66.5625,-4.41796875,-4.62109375,1.5,0.75
-73.0625,-77.4375,-5.9453125,-6.0078125,-79.4375,-77.75,-4.62109375,-4.8515625,4.375,-1.6875
-76.375,-77.75,-5.3984375,-5.42578125,-79.875,-80.9375,-3.982421875,-4.23046875,1.375,1.0625
-72.9375,-75.8125,-6.86328125,-7.24609375,-79.25,-78.0,-4.71484375,-4.8515625,2.875,-1.25
-72.9375,-75.3125,-6.83203125,-7.28125,-78.0,-76.75,-3.556640625,-3.703125,2.375,-1.25
-68.4375,-68.25,-4.18359375,-4.16015625,-71.25,-72.75,-5.48828125,-5.5390625,-0.1875,1.5
-72.8125,-74.875,-6.48828125,-6.16015625,-74.0,-75.5625,-3.548828125,-3.71484375,2.0625,1.5625
-65.875,-66.0625,-10.2109375,-10.3203125,-69.0,-70.125,-4.8828125,-5.1171875,0.1875,1.125
-64.0625,-65.625,-6.3125,-6.6171875,-69.1875,-70.25,-4.23046875,-4.52734375,1.5625,1.0625
-63.90625,-66.3125,-6.75,-6.98828125,-67.3125,-66.8125,-3.376953125,-3.69140625,2.40625,-0.5
-61.6875,-62.53125,-5.890625,-6.08203125,-63.03125,-64.875,-5.39453125,-5.40625,0.84375,1.84375
-71.375,-71.625,-8.203125,-8.6328125,-75.3125,-76.4375,-7.15234375,-6.96875,0.25,1.125
-64.5,-70.25,-6.453125,-6.9921875,-71.4375,-70.4375,-4.26953125,-4.21484375,5.75,-1.0
-53.96875,-56.84375,-5.3828125,-5.58984375,-60.09375,-61.40625,-4.84375,-5.23046875,2.875,1.3125
-68.1875,-69.0,-6.23046875,-6.29296875,-71.3125,-71.25,-6.2265625,-6.28125,0.8125,-0.0625
-67.875,-67.3125,-6.44140625,-6.46875,-69.375,-71.8125,-5.359375,-5.66796875,-0.5625,2.4375
-67.0625,-68.875,-10.703125,-10.8515625,-71.9375,-72.625,-4.26953125,-4.65625,1.8125,0.6875
-64.0625,-64.0625,-5.1328125,-5.09765625,-67.3125,-70.1875,-5.765625,-5.87109375,0.0,2.875
-76.9375,-76.4375,-9.921875,-9.8828125,-76.75,-79.125,-5.34765625,-5.37890625,-0.5,2.375
-62.625,-63.75,-8.328125,-9.0234375,-64.0,-65.5625,-4.94921875,-5.203125,1.125,1.5625
-64.375,-67.25,-9.5390625,-9.6171875,-69.75,-71.1875,-5.125,-5.11328125,2.875,1.4375
-68.0,-66.875,-11.15625,-11.015625,-69.1875,-72.3125,-6.10546875,-6.55078125,-1.125,3.125
-63.1875,-62.875,-6.47265625,-6.5390625,-62.875,-67.125,-6.109375,-6.20703125,-0.3125,4.25
-71.125,-72.375,-6.0234375,-6.359375,-72.125,-73.25,-5.00390625,-5.15625,1.25,1.125
-68.0625,-66.5625,-8.5078125,-8.3203125,-69.9375,-73.1875,-5.01953125,-5.08203125,-1.5,3.25
-68.625,-70.125,-5.734375,-6.17578125,-72.3125,-73.375,-3.609375,-3.82421875,1.5,1.0625
-63.96875,-65.375,-6.4140625,-6.61328125,-69.0625,-68.8125,-6.1171875,-6.140625,1.40625,-0.25
-63.03125,-63.46875,-9.921875,-10.296875,-67.6875,-68.9375,-5.83984375,-5.9375,0.4375,1.25
-62.6875,-70.6875,-6.79296875,-7.3203125,-67.1875,-67.375,-6.84765625,-6.77734375,8.0,0.1875
-65.25,-67.625,-8.3046875,-9.1015625,-70.625,-69.875,-3.69140625,-4.0390625,2.375,-0.75
-61.09375,-63.46875,-5.36328125,-5.25,-67.5,-66.0,-5.00390625,-5.15625,2.375,-1.5
-60.1875,-61.46875,-6.19921875,-6.3203125,-63.6875,-63.78125,-5.9921875,-5.96875,1.28125,0.09375
-62.84375,-65.8125,-6.2578125,-6.625,-65.3125,-66.25,-5.8359375,-5.90625,2.96875,0.9375
-64.875,-67.375,-4.1015625,-4.82421875,-69.625,-71.1875,-5.41796875,-5.52734375,2.5,1.5625
-52.78125,-54.21875,-4.79296875,-4.921875,-53.34375,-53.9375,-4.92578125,-5.40625,1.4375,0.59375
-61.96875,-65.25,-7.703125,-8.1015625,-66.0,-67.125,-6.28125,-6.171875,3.28125,1.125
-76.4375,-77.0625,-7.61328125,-8.015625,-79.75,-81.3125,-4.6875,-5.0625,0.625,1.5625
-73.0,-70.6875,-12.0,-11.6015625,-72.75,-78.375,-4.44140625,-5.24609375,-2.3125,5.625
-70.25,-72.3125,-6.59375,-6.99609375,-72.1875,-72.0625,-5.6875,-6.04296875,2.0625,-0.125
-67.8125,-68.9375,-7.34375,-7.671875,-69.75,-70.0,-4.984375,-5.1484375,1.125,0.25
-70.5625,-71.4375,-6.09765625,-6.0390625,-74.0625,-75.8125,-5.5390625,-5.63671875,0.875,1.75
-65.5,-68.625,-6.34375,-6.61328125,-70.125,-68.9375,-3.62890625,-3.53515625,3.125,-1.1875
-56.21875,-57.53125,-7.6171875,-8.0078125,-62.21875,-62.375,-5.95703125,-6.20703125,1.3125,0.15625
-65.5,-66.375,-6.125,-6.453125,-67.1875,-68.6875,-6.2421875,-6.40234375,0.875,1.5
-67.25,-68.125,-7.07421875,-7.19140625,-72.0625,-73.1875,-5.65234375,-5.6875,0.875,1.125
-55.71875,-60.375,-3.95703125,-3.80078125,-61.96875,-64.0,-4.6484375,-4.74609375,4.65625,2.03125
-69.4375,-71.9375,-6.62890625,-6.640625,-73.0,-75.25,-3.8203125,-4.16796875,2.5,2.25
-64.125,-63.53125,-5.0078125,-5.16015625,-66.8125,-70.1875,-6.125,-6.3515625,-0.59375,3.375
-65.75,-68.25,-6.26953125,-6.85546875,-68.875,-70.375,-5.59765625,-5.48046875,2.5,1.5
-72.375,-73.1875,-8.03125,-8.125,-74.4375,-75.5,-5.98046875,-5.84765625,0.8125,1.0625
-72.5,-73.1875,-4.66796875,-4.78515625,-75.1875,-76.5,-2.794921875,-3.2265625,0.6875,1.3125
-61.5,-63.375,-6.91015625,-7.10546875,-65.0625,-65.5,-5.26171875,-5.61328125,1.875,0.4375
-66.25,-66.4375,-5.140625,-5.36328125,-68.125,-69.875,-5.14453125,-5.2734375,0.1875,1.75
-65.4375,-67.375,-7.1875,-7.4375,-70.5625,-69.875,-5.625,-5.72265625,1.9375,-0.6875
-62.78125,-64.4375,-10.21875,-10.296875,-67.1875,-69.3125,-5.24609375,-5.66015625,1.65625,2.125
-64.6875,-65.375,-6.71484375,-6.4609375,-66.6875,-67.5625,-4.49609375,-4.74609375,0.6875,0.875
-69.5,-70.5625,-6.6640625,-6.57421875,-74.375,-75.375,-5.125,-5.4765625,1.0625,1.0
-66.25,-68.375,-6.1015625,-6.28515625,-67.4375,-67.4375,-5.60546875,-5.9296875,2.125,0.0
-77.1875,-78.125,-9.234375,-9.3671875,-79.6875,-80.75,-2.80078125,-3.078125,0.9375,1.0625
-62.0625,-65.0625,-4.6015625,-4.62109375,-69.5,-68.75,-5.59765625,-5.91015625,3.0,-0.75
-61.875,-66.0,-5.90625,-6.02734375,-71.125,-73.0,-4.33984375,-4.70703125,4.125,1.875
-67.9375,-69.5625,-9.7421875,-9.8515625,-70.3125,-71.1875,-5.2265625,-5.390625,1.625,0.875
-65.8125,-67.6875,-7.00390625,-7.2421875,-68.125,-70.3125,-6.5078125,-6.6328125,1.875,2.1875
-75.9375,-79.9375,-7.390625,-7.3359375,-82.875,-81.5625,-5.8515625,-5.60546875,4.0,-1.3125
-61.5625,-64.5625,-5.3046875,-5.62109375,-66.125,-66.5,-4.47265625,-4.609375,3.0,0.375
-72.625,-75.0,-8.1015625,-8.0703125,-78.5625,-80.3125,-6.93359375,-6.77734375,2.375,1.75
-64.3125,-63.625,-6.40234375,-6.49609375,-65.875,-68.625,-4.51953125,-4.6796875,-0.6875,2.75
-64.5625,-64.8125,-5.61328125,-5.6328125,-63.75,-65.9375,-5.6171875,-5.82421875,0.25,2.1875
-63.21875,-64.0625,-7.015625,-7.0625,-69.125,-70.0,-6.05078125,-6.03125,0.84375,0.875
-75.4375,-76.875,-5.54296875,-5.33203125,-78.625,-79.9375,-3.091796875,-3.82421875,1.4375,1.3125
-69.625,-70.75,-9.3046875,-9.7421875,-70.625,-71.4375,-4.44140625,-4.609375,1.125,0.8125
-64.5,-66.5,-10.5625,-10.640625,-68.5,-68.125,-5.37890625,-5.6640625,2.0,-0.375
-72.125,-73.0625,-6.1328125,-6.15625,-74.5,-75.5,-5.80859375,-6.0078125,0.9375,1.0
-83.1875,-79.1875,-9.703125,-9.703125,-80.25,-85.875,-5.46484375,-5.44140625,-4.0,5.625
-66.125,-68.5625,-7.04296875,-7.28515625,-71.0625,-70.875,-5.734375,-5.859375,2.4375,-0.1875
-76.0625,-78.5625,-6.3203125,-6.63671875,-80.9375,-81.875,-4.25,-4.49609375,2.5,0.9375
-65.0625,-67.0625,-7.55859375,-7.62109375,-67.4375,-68.25,-4.109375,-4.50390625,2.0,0.8125
-69.875,-72.0,-8.84375,-9.140625,-74.1875,-76.8125,-5.4140625,-5.5234375,2.125,2.625
-66.6875,-67.375,-6.04296875,-6.01953125,-67.375,-68.5625,-4.2578125,-4.28515625,0.6875,1.1875
-61.8125,-64.0625,-11.125,-11.140625,-65.1875,-66.5,-5.00390625,-5.0859375,2.25,1.3125
-60.59375,-63.5,-10.6640625,-10.9765625,-66.625,-68.125,-4.57421875,-4.52734375,2.90625,1.5
-66.9375,-67.9375,-4.5,-4.60546875,-70.1875,-71.1875,-2.96484375,-3.181640625,1.0,1.0
-67.125,-70.9375,-7.2578125,-7.5390625,-72.375,-73.125,-3.701171875,-3.98046875,3.8125,0.75
-67.75,-68.6875,-9.0546875,-9.421875,-73.4375,-74.1875,-5.6640625,-5.78125,0.9375,0.75
-66.8125,-66.8125,-5.98828125,-5.9375,-68.5,-70.6875,-4.78515625,-4.95703125,0.0,2.1875
-69.75,-68.6875,-6.3984375,-6.57421875,-72.4375,-74.875,-5.18359375,-5.32421875,-1.0625,2.4375
-62.78125,-64.9375,-7.3359375,-7.6875,-63.53125,-64.25,-3.498046875,-3.740234375,2.15625,0.71875
-58.5625,-59.75,-6.79296875,-6.85546875,-63.46875,-63.375,-5.06640625,-5.41796875,1.1875,-0.09375
-69.625,-72.9375,-8.5234375,-8.734375,-75.5625,-76.875,-3.326171875,-3.59765625,3.3125,1.3125
-69.5625,-69.1875,-6.9453125,-7.3046875,-67.25,-69.75,-3.72265625,-4.12890625,-0.375,2.5
-64.1875,-65.875,-9.96875,-10.4609375,-68.4375,-70.6875,-4.6015625,-5.02734375,1.6875,2.25
-64.625,-67.5,-8.6875,-9.0390625,-69.8125,-70.8125,-4.03125,-4.25390625,2.875,1.0
-70.8125,-71.1875,-5.77734375,-5.78125,-74.0,-75.625,-5.19921875,-5.18359375,0.375,1.625
-63.625,-65.3125,-7.82421875,-7.87890625,-65.9375,-65.4375,-5.3515625,-5.3984375,1.6875,-0.5
-59.40625,-61.59375,-7.0625,-6.9921875,-61.3125,-61.75,-5.30859375,-5.46875,2.1875,0.4375
-67.625,-67.9375,-6.2265625,-6.19140625,-71.0,-72.1875,-5.14453125,-5.1484375,0.3125,1.1875
-71.875,-72.625,-7.56640625,-7.7578125,-74.25,-75.25,-6.15625,-6.0625,0.75,1.0
-66.0,-69.375,-5.0078125,-5.55859375,-70.6875,-70.0625,-6.5234375,-6.6640625,3.375,-0.625
-62.34375,-62.65625,-8.8515625,-9.0,-64.5,-66.6875,-5.91796875,-6.14453125,0.3125,2.1875
-61.25,-62.96875,-5.09765625,-5.32421875,-64.875,-65.4375,-4.77734375,-5.21484375,1.71875,0.5625
-68.0625,-69.875,-8.8203125,-8.3671875,-73.5,-74.9375,-3.517578125,-3.65234375,1.8125,1.4375
-65.625,-67.9375,-5.15234375,-5.15234375,-65.5625,-65.1875,-5.88671875,-6.39453125,2.3125,-0.375
-69.5625,-70.5,-6.01953125,-5.9140625,-71.4375,-73.5,-3.935546875,-4.125,0.9375,2.0625
-64.9375,-69.25,-5.58203125,-5.71875,-70.1875,-67.3125,-4.45703125,-4.51171875,4.3125,-2.875
-68.0625,-69.625,-10.1796875,-10.1875,-70.1875,-70.0625,-5.97265625,-6.05078125,1.5625,-0.125
-57.53125,-56.96875,-8.5703125,-8.6015625,-63.625,-66.0625,-6.15234375,-6.34765625,-0.5625,2.4375
-63.5625,-65.125,-11.453125,-11.7890625,-68.375,-68.875,-5.96484375,-6.171875,1.5625,0.5
-64.3125,-65.75,-8.8046875,-8.9921875,-66.0625,-69.5625,-3.916015625,-4.328125,1.4375,3.5
-61.96875,-65.875,-5.8125,-6.296875,-65.4375,-66.25,-3.314453125,-3.576171875,3.90625,0.8125
-59.9375,-62.90625,-4.47265625,-4.6015625,-66.4375,-66.0,-6.234375,-6.19140625,2.96875,-0.4375
-64.5625,-66.1875,-5.9296875,-6.015625,-66.5,-68.1875,-3.150390625,-3.650390625,1.625,1.6875
-61.6875,-61.40625,-6.1171875,-5.9765625,-64.875,-66.8125,-4.57421875,-4.6875,-0.28125,1.9375
-72.1875,-74.8125,-8.4921875,-8.484375,-75.75,-76.75,-5.23046875,-5.38671875,2.625,1.0
-61.46875,-61.9375,-6.31640625,-6.3125,-64.9375,-69.125,-7.4375,-7.984375,0.46875,4.1875
-62.875,-64.375,-6.5234375,-6.86328125,-66.9375,-67.375,-5.0078125,-5.1171875,1.5,0.4375
-55.75,-57.5,-5.6328125,-5.64453125,-59.71875,-61.4375,-5.80078125,-6.1953125,1.75,1.71875
-76.375,-76.6875,-8.4296875,-8.4453125,-77.75,-79.4375,-6.04296875,-6.21875,0.3125,1.6875
-71.9375,-71.0,-5.59765625,-5.7734375,-73.25,-74.75,-5.0703125,-5.27734375,-0.9375,1.5
-67.0,-68.0625,-8.640625,-8.6015625,-71.5625,-72.8125,-3.96484375,-4.49609375,1.0625,1.25
-64.5625,-67.3125,-9.078125,-8.6953125,-71.6875,-72.6875,-5.8125,-5.9296875,2.75,1.0
-72.5,-73.375,-10.03125,-10.0390625,-78.4375,-78.6875,-5.0234375,-5.1796875,0.875,0.25
-70.0,-72.0625,-5.3515625,-5.3203125,-75.1875,-76.0625,-5.93359375,-6.08984375,2.0625,0.875
-63.15625,-65.375,-8.90625,-8.9296875,-66.25,-67.125,-4.98046875,-5.17578125,2.21875,0.875
-65.8125,-66.8125,-11.6640625,-11.5859375,-68.875,-69.0625,-3.7734375,-3.876953125,1.0,0.1875
-58.9375,-60.5625,-4.58984375,-4.74609375,-65.625,-65.125,-5.6640625,-6.06640625,1.625,-0.5
-67.625,-68.25,-10.5546875,-10.71875,-70.75,-70.6875,-4.2734375,-4.3515625,0.625,-0.0625
-75.375,-76.3125,-7.61328125,-7.80078125,-78.25,-79.125,-6.19140625,-6.05859375,0.9375,0.875
-63.125,-62.3125,-4.86328125,-5.20703125,-64.875,-67.625,-5.27734375,-5.33203125,-0.8125,2.75
-60.40625,-61.59375,-8.0703125,-8.1015625,-64.1875,-66.0625,-3.1171875,-3.44921875,1.1875,1.875
-67.625,-70.0625,-6.73828125,-7.0703125,-72.5625,-73.9375,-6.1328125,-6.3203125,2.4375,1.375
-73.1875,-73.6875,-4.8984375,-4.87109375,-74.75,-76.0625,-3.97265625,-4.1875,0.5,1.3125
-67.6875,-70.875,-5.35546875,-6.0234375,-70.625,-72.1875,-5.03515625,-5.078125,3.1875,1.5625
-64.9375,-66.5625,-7.2578125,-7.48046875,-67.875,-68.5625,-4.75390625,-4.92578125,1.625,0.6875
-67.8125,-69.5,-9.8515625,-9.640625,-69.75,-70.3125,-5.5,-5.640625,1.6875,0.5625
-58.21875,-60.5625,-5.91796875,-6.33984375,-64.375,-64.5,-4.484375,-4.66796875,2.34375,0.125
-70.875,-73.375,-9.953125,-10.0078125,-75.375,-73.375,-4.71875,-5.01953125,2.5,-2.0
-73.0625,-73.8125,-7.5,-7.625,-72.0625,-73.4375,-5.94921875,-6.30078125,0.75,1.375
-70.625,-71.5625,-6.96875,-7.12890625,-71.1875,-73.5625,-6.140625,-6.3515625,0.9375,2.375
-57.71875,-59.8125,-5.12109375,-5.1796875,-61.4375,-59.96875,-4.0,-3.822265625,2.09375,-1.46875
-56.1875,-58.0625,-4.30859375,-4.5703125,-58.6875,-59.625,-4.41015625,-4.7421875,1.875,0.9375
-64.875,-66.8125,-7.19921875,-7.47265625,-67.5625,-68.1875,-4.1328125,-4.328125,1.9375,0.625
-65.4375,-67.5625,-8.4765625,-8.46875,-67.0,-66.5625,-4.578125,-4.6640625,2.125,-0.4375
-64.5,-65.375,-4.2265625,-4.13671875,-67.4375,-69.125,-3.701171875,-4.11328125,0.875,1.6875
-67.3125,-67.6875,-5.421875,-5.91796875,-68.875,-69.5,-5.74609375,-5.88671875,0.375,0.625
-64.125,-65.375,-5.359375,-5.796875,-67.1875,-69.25,-4.46484375,-4.8203125,1.25,2.0625
-69.25,-69.9375,-10.375,-10.21875,-71.4375,-73.625,-5.46875,-5.7265625,0.6875,2.1875
-69.0,-70.9375,-6.87890625,-7.1015625,-71.75,-71.9375,-4.51953125,-4.671875,1.9375,0.1875
-64.8125,-65.3125,-3.931640625,-4.05859375,-66.75,-68.5,-3.11328125,-3.65625,0.5,1.75
-70.5,-72.375,-6.98828125,-6.92578125,-73.0,-72.5625,-5.7578125,-5.7890625,1.875,-0.4375
-62.96875,-67.25,-7.01953125,-6.91015625,-65.0,-66.5625,-4.01171875,-4.125,4.28125,1.5625
-64.3125,-64.5625,-4.15625,-4.83203125,-68.3125,-69.75,-4.05078125,-4.47265625,0.25,1.4375
-68.0,-70.25,-9.1875,-9.234375,-73.375,-73.25,-6.6796875,-6.69921875,2.25,-0.125
-71.625,-74.0,-10.8828125,-10.8984375,-71.125,-72.4375,-4.40625,-4.6171875,2.375,1.3125
-65.6875,-67.9375,-5.11328125,-5.23828125,-71.1875,-71.9375,-5.28515625,-5.8125,2.25,0.75
-67.25,-69.3125,-9.3203125,-9.53125,-70.0,-69.8125,-5.0703125,-5.64453125,2.0625,-0.1875
-63.59375,-68.25,-7.69921875,-7.97265625,-70.3125,-70.0625,-5.890625,-5.765625,4.65625,-0.25
-70.25,-73.4375,-8.21875,-8.28125,-76.1875,-77.125,-6.546875,-6.6796875,3.1875,0.9375
-70.6875,-72.1875,-8.421875,-8.578125,-73.375,-73.1875,-4.55859375,-4.53125,1.5,-0.1875
-74.25,-77.3125,-10.21875,-10.4453125,-77.875,-76.75,-4.66796875,-4.7890625,3.0625,-1.125
-79.5625,-79.375,-5.203125,-5.27734375,-80.375,-81.0,-5.28515625,-5.33984375,-0.1875,0.625
-78.4375,-79.8125,-6.4140625,-6.62890625,-85.1875,-85.5625,-3.322265625,-3.658203125,1.375,0.375
-65.0,-67.25,-4.703125,-5.16796875,-71.8125,-72.625,-6.0234375,-6.10546875,2.25,0.8125
-56.875,-63.21875,-6.203125,-6.38671875,-63.15625,-62.03125,-11.1484375,-10.484375,6.34375,-1.125
-72.0,-74.625,-6.0078125,-6.2265625,-74.5625,-74.9375,-6.1953125,-6.33203125,2.625,0.375
-62.625,-62.875,-9.375,-9.2421875,-67.375,-68.625,-4.1328125,-4.2109375,0.25,1.25
-63.4375,-64.875,-9.3203125,-9.6171875,-68.125,-69.3125,-5.3125,-5.65234375,1.4375,1.1875
-75.75,-79.625,-3.923828125,-4.375,-78.875,-81.125,-5.4140625,-6.1875,3.875,2.25
-69.0,-71.625,-10.1953125,-9.984375,-75.125,-74.8125,-6.09765625,-6.20703125,2.625,-0.3125
-64.6875,-66.25,-8.8046875,-8.984375,-69.5,-69.625,-3.677734375,-3.83984375,1.5625,0.125
-63.6875,-65.75,-5.703125,-6.0234375,-65.125,-67.375,-3.287109375,-3.6484375,2.0625,2.25
-62.0625,-62.375,-6.18359375,-6.265625,-65.125,-67.0,-4.06640625,-4.30078125,0.3125,1.875
-66.4375,-67.9375,-5.16796875,-5.16015625,-69.75,-70.1875,-5.421875,-5.5625,1.5,0.4375
-78.875,-81.5,-10.3359375,-11.875,-78.8125,-78.6875,-4.1953125,-4.37109375,2.625,-0.125
-68.625,-69.5625,-4.74609375,-4.6796875,-70.3125,-70.0625,-6.05078125,-6.140625,0.9375,-0.25
-68.0,-67.25,-4.04296875,-4.1953125,-67.375,-70.0,-5.78125,-5.9296875,-0.75,2.625
-61.375,-62.875,-4.92578125,-5.09765625,-65.0,-66.9375,-5.96484375,-6.1484375,1.5,1.9375
-60.0,-65.0625,-10.8828125,-11.1875,-66.375,-66.5,-5.1640625,-5.4375,5.0625,0.125
-65.5,-67.125,-8.2421875,-8.3515625,-67.75,-68.6875,-4.1796875,-4.3125,1.625,0.9375
-64.4375,-65.625,-7.80078125,-8.1953125,-69.0625,-72.0625,-5.13671875,-5.54296875,1.1875,3.0
-75.125,-76.125,-8.453125,-8.203125,-79.875,-80.1875,-5.390625,-5.45703125,1.0,0.3125
-65.25,-65.9375,-6.38671875,-4.06640625,-65.5625,-71.875,-5.3046875,-5.40234375,0.6875,6.3125
-60.25,-61.40625,-8.3671875,-8.3359375,-63.1875,-64.75,-5.80078125,-6.1875,1.15625,1.5625
-60.96875,-63.46875,-5.2265625,-5.70703125,-64.8125,-68.25,-3.416015625,-3.732421875,2.5,3.4375
-60.28125,-65.625,-2.517578125,-4.56640625,-67.6875,-68.8125,-4.5234375,-4.78515625,5.34375,1.125
-65.8125,-70.9375,-5.91796875,-7.0625,-72.5625,-71.125,-2.974609375,-3.421875,5.125,-1.4375
-68.0625,-69.375,-6.28515625,-6.39453125,-74.625,-75.5625,-4.12890625,-4.21875,1.3125,0.9375
-62.625,-65.375,-5.34765625,-5.5390625,-68.25,-69.25,-5.42578125,-6.10546875,2.75,1.0
