prompt_template,metric,condition_a,condition_b,n_items,mean_diff_b_minus_a,sd_diff,effect_size_dz,t_stat,t_p_two_sided,perm_p_two_sided,bootstrap_ci95_low,bootstrap_ci95_high,mcnemar_b,mcnemar_c,mcnemar_p_exact
processing_teacher_forced,logprob_delta,active,filler,2080,0.16280725239721636,0.23316730219176363,0.6982422100647667,31.84474434731028,1.3542548106078557e-181,0.0,0.1528904484720105,0.17301761373687236,,,
processing_teacher_forced,passive_choice_delta,active,filler,2080,0.009615384615384616,0.24599504164425856,0.0390877171796403,1.7826741820580503,0.0747852358987358,0.0853,-0.0009615384615384616,0.020192307692307693,73.0,53.0,0.0901228658457324
processing_teacher_forced,logprob_delta,active,no_prime,2080,0.1875295296008316,0.28963668107593826,0.6474647095947915,29.528934019957248,2.4568595842242326e-160,0.0,0.1751139550064872,0.19980718750600782,,,
processing_teacher_forced,passive_choice_delta,active,no_prime,2080,-0.008653846153846154,0.2807296810263457,-0.03082626005988307,-1.4058937667197502,0.1599051032550617,0.1896,-0.020673076923076922,0.0033653846153846156,73.0,91.0,0.18418204236683944
processing_teacher_forced,logprob_delta,active,passive,2080,0.2787810036110949,0.1425523192865103,1.9556399012406382,89.19090222951525,0.0,0.0,0.2726856093819104,0.2850272461274791,,,
processing_teacher_forced,passive_choice_delta,active,passive,2080,0.04519230769230769,0.20777564383420444,0.217505318998646,9.919768782024192,1.0807202094248882e-22,0.0,0.03653846153846154,0.05432692307692308,94.0,0.0,1.0097419586828951e-28
processing_teacher_forced,logprob_delta,no_prime,filler,2080,-0.024722277203615244,0.25187418937461814,-0.09815327749539769,-4.476478195727549,7.998997405435343e-06,0.0,-0.0356127801081548,-0.01410116504472008,,,
processing_teacher_forced,passive_choice_delta,no_prime,filler,2080,0.01826923076923077,0.23753764212042563,0.07691088707518924,3.5076761346282272,0.0004616374476198986,0.0011,0.008173076923076924,0.028365384615384615,78.0,40.0,0.0005978811310943106
processing_teacher_forced,logprob_delta,passive,filler,2080,-0.11597375121387854,0.2379422942193878,-0.4874028452753687,-22.228989852254916,2.1653380503712155e-98,0.0,-0.12597964787175106,-0.10562071509684842,,,
processing_teacher_forced,passive_choice_delta,passive,filler,2080,-0.035576923076923075,0.18527738482531894,-0.1920197821793809,-8.75744947095278,4.055607811184577e-18,0.0,-0.04375,-0.027884615384615386,0.0,74.0,1.0587911840678754e-22
processing_teacher_forced,logprob_delta,passive,no_prime,2080,-0.09125147401026332,0.29379424634988,-0.3105965319061824,-14.16538131201798,1.4883885175800522e-43,0.0,-0.10396091788354614,-0.07864679998257354,,,
processing_teacher_forced,passive_choice_delta,passive,no_prime,2080,-0.05384615384615385,0.22576813542050386,-0.23850200891220913,-10.877365175939056,7.69199658145552e-27,0.0,-0.06394230769230769,-0.04423076923076923,0.0,112.0,3.851859888774472e-34
