condition,baseline,n_items,active_prime_passive_choice_rate,passive_prime_passive_choice_rate,baseline_passive_choice_rate,baseline_active_choice_rate,active_choice_priming,active_choice_priming_ci95_low,active_choice_priming_ci95_high,active_choice_priming_p,passive_choice_priming,passive_choice_priming_ci95_low,passive_choice_priming_ci95_high,passive_choice_priming_p,imbalance_choice_passive_minus_active,imbalance_choice_ci95_low,imbalance_choice_ci95_high,imbalance_choice_p,active_logprob_priming,active_logprob_priming_ci95_low,active_logprob_priming_ci95_high,active_logprob_priming_p,passive_logprob_priming,passive_logprob_priming_ci95_low,passive_logprob_priming_ci95_high,passive_logprob_priming_p,imbalance_logprob_passive_minus_active,imbalance_logprob_ci95_low,imbalance_logprob_ci95_high,imbalance_logprob_p
core_demo_primes_lexical_overlap,filler,2080,0.21298076923076922,0.40625,0.4913461538461538,0.5086538461538461,0.2783653846153846,0.2548076923076923,0.3004807692307692,1.5275037825346127e-112,-0.08509615384615385,-0.1076923076923077,-0.0625,9.876585053251961e-13,-0.36346153846153845,-0.40576923076923077,-0.32067307692307695,4.335149551661914e-59,1.136651611328125,1.0764028417147125,1.1974138612013596,7.569784503216679e-231,-0.2574680621807392,-0.31967941137460565,-0.19742490915151756,1.667610747105618e-16,-1.3941196735088641,-1.511017825786884,-1.2778257634089545,1.2037504570518405e-105
core_demo_primes_lexical_overlap,no_prime,2080,0.21298076923076922,0.40625,0.43028846153846156,0.5697115384615384,0.2173076923076923,0.1951923076923077,0.23942307692307693,2.698543819734357e-77,-0.02403846153846154,-0.047115384615384615,-0.0004807692307692308,0.04221579703123074,-0.24134615384615385,-0.2826923076923077,-0.2,4.815788220884344e-29,0.8561200655423677,0.8053841928335337,0.9079755680377667,3.6086893073596314e-188,0.023063483605018028,-0.027661329416128304,0.07401969322791466,0.3744542183836751,-0.8330565819373498,-0.9309033980736366,-0.732766092006977,1.9156987840661845e-57
